step	agent_id	name	layer	base_age	current_age	evaluation	emotion	pathway	support	intensity	action	action_category	action_detail	thought	private_talk	social_post	perceived_situation	reasoning_basis	memory_update	carryover_concern	side_effect	adjustment_request	fairness_perception	policy_fatigue
1	A11	吉田蒼	若者	22	22	注意	不安	41.0	40.0	68.0	不安の棚卸し	情報収集	採用縮小や物価の話を拾い、返済と就活の現実ラインを整理する。	戦争とかで景気落ちたら、就活も返済も詰む気がする。逃げ道ある？	新卒枠減るってマジ？奨学金あるのに外れたら終わるんだけど。	景気と採用のニュースばかりで、将来設計が難しい。情報整理する。	SNSで地政学リスクと物価不安、企業の新卒枠縮小の話が流れてくる。	負債2.3百万円と雇用不安定で、悪材料が直に返済不安へ結びつく。	採用縮小リスクを前提に、早めにAI運用寄りも調べると決めた。	返済額と初任給のギャップ、都心家賃が耐えられるか。	政策疲労	対象条件の説明	39.0	61.0
1	A12	井上拓海	家族形成	23	23	中立	平静	60.0	56.0	46.0	様子見で確認	情報収集	物価と会社の方針をニュースと社内チャットで確認する	戦争とかで物価また上がる？今の仕事は平気そうだけど、先は読めないな。	最近ニュース重いな。給料上がらんと家賃と物価きつくない？	不安煽り多いけど、生活に直撃する情報だけ整理したい。	海外情勢で不安が増え、物価と採用のニュースが流れている	正規で当面安定だが、都市の生活費と将来の不透明さを強く知覚	地政学リスクで生活費が揺れる感覚が残った	物価上昇と会社の採用縮小が自分の部署に波及するか	財政不安	財源説明	58.0	34.0
1	A13	木村彩花	家族形成	24	24	中立	平静	62.0	60.0	38.0	様子見で準備	情報収集	社内のAI再配置の噂と物価動向をニュースと同僚から確認する	不安煽りが多いけど、今すぐ崩れる感じでもない。備えだけしとこ。	最近のニュース怖いよね。うちも配置換えとか来るのかな、様子見。	不安情報多いけど、まずは事実確認と備え。デマに振り回されない。	海外情勢の悪化と物価不安の話題が増え、採用縮小の噂も聞く	正規ITで当面は安定だが、SNS不安と社内変化の噂で警戒が上がる	地政学リスクと人員再配置の可能性を意識し、定期的に情報確認する	景気悪化で賃上げ停滞や再配置が進み、将来設計が鈍る不安	なし	なし	58.0	22.0
1	A14	長谷川杏奈	若者	22	22	注意	怒り	34.0	33.0	79.0	来月のシフト確保と支援条件チェック	生活防衛	店長にシフト相談し、通知や窓口で使える支援条件だけ確認した。	戦争とか物価とか、結局ツケがこっちに来る。制度も「対象外」って言われそうで怖い。	最近ニュースしんどい。バイト減ったら家賃詰む。支援って私も使えるの？	支援は助かるけど、条件が分かりにくいと結局使えないんだよね。	SNSで戦争・物価不安が増え、職場は採用縮小っぽい空気。支援はあるらしい。	非正規で雇用不安が高く家賃固定。制度信頼が低く、情報はSNS中心で不安増幅。	支援は「非強制」らしいが、条件確認しないと損だと覚えた。	シフト減と物価上昇で、返済と生活費が回らなくなる不安。	手続き疲れ	対象条件の説明	38.0	64.0
1	A15	石川涼太	家族形成	24	24	注意	怒り	34.0	30.0	76.0	愚痴投稿	抗議・発信	採用縮小と物価の話題を見て、制度の説明不足への不満をSNSに短く書く	また不安材料ばっか。結局、現場の生活は自己責任で放置なんだろ。	求人も絞ってるっぽいし物価もキツい。支援あっても俺は対象外な気する	不安だけ増やして、生活の手触りある支援どこ？条件もっと見える化して	戦争・衝突拡大のニュースと物価不安が流れ、採用縮小の話も目に入った	ギグで雇用不安定+借金あり。SNSで不安が増幅し、制度信頼も低い	採用縮小と物価不安、制度は条件が分かりにくい印象が残った	来月の収入が落ちた時に、家賃と返済が詰まる不安	実装不信	対象条件の説明	34.0	62.0
1	A17	西村菜摘	家族形成	24	24	危険	喪失感	24.0	22.0	84.0	家計見直し	生活防衛	食費と光熱費を見直し、必要分だけ日用品を買い足した。	戦争とか物価とか、全部こっちに押し寄せる。私の人生だけ止まってる。	最近また値上げ多いよね…うち、介護あるし普通に怖いんだけど。	物価も不安も上がるのに、現場のケアは誰が守るの。	ニュースとSNSで戦争・物価・雇用不安が増えた感じがした。	在宅ケアで動けず短時間就労も不安定、制度信頼が低く不安を強く拾う。	物価と雇用はさらに悪くなるかも、という感覚が残った。	親の介護負担が増えた時に収入が足りなくなる不安。	政策疲労	手続き簡素化	28.0	67.0
1	A18	山崎直人	家族形成	25	25	中立	平静	60.0	55.0	38.0	様子見	情報収集	物価と会社の受注の話を同僚から聞き、制度通知が来るか確認する	仕事は今は安定。でも物価と戦争のニュース、長引くと地味に効きそう。	最近ガソリンも上がってるし、会社の受注どうなん？大丈夫かな。	不安煽りより、ちゃんと条件と手続きが分かる案内が欲しい。	戦争や衝突のニュースが増え、物価と景気の先行きが読みにくいと感じた	正規で当面は持つが、地方の生活費と製造業の景況に敏感だから	世界情勢で物価と景気が揺れるかも、制度は押しつけない説明があるらしい	会社の受注減や物価高で、家計と将来設計が鈍る不安	なし	対象条件の説明	57.0	34.0
1	A27	斎藤紗季	家族形成	28	28	注意	不安	50.0	46.0	63.0	家計と予定を締める	生活防衛	物価とシフト不安を見て家計アプリで支出と保育予定を組み直す	ニュース見すぎて不安が増える。子どもと介護で、余裕が削れる感じがする。	最近なんか全部高いし、親のこともあって詰む気がする。助けほしい。	支援あるなら助かるけど、条件と手続きはシンプルにしてほしい。	戦争や衝突のニュースが多く、物価と雇用の先行きが読みにくいと感じた	都市部賃貸で共働きでもケア重度。SNS不安増の情報環境で将来不透明が刺さった	不安な時ほど情報を絞り、家計と予定を先に守るのが必要だと覚えた	制度があっても使い切れない、結局ケア負担が落ちない不安	手続き疲れ	手続き簡素化	44.0	61.0
1	W02	中島美優	家族形成	36	36	中立	平静	66.0	61.0	38.0	家計と仕事の点検	情報収集	物価と会社の体制変更を確認し、使える支援があるか通知を読む	戦争ニュース多すぎ。うちは大丈夫でも、物価と会社の空気が地味に怖い。	最近ニュース重いね。仕事は平気だけど、物価と将来がじわる。	不安煽りより、具体の支援と条件をわかりやすく出してほしい。	地政学不安のニュースが増え、物価と採用の話題がSNSでも目立つ	正規ITで当面安定だが、SNS不安と物価圧で先行きの読みづらさを実感	不安が強い時ほど、条件が明確で非強制な制度説明は助かると記憶	物価上昇と企業の育成・配置転換が家計と働き方に効くか	政策疲労	対象条件の説明	58.0	46.0
1	W22	野口彩乃	家族形成	35	35	注意	不安	48.0	46.0	66.0	保育調整	生活防衛	保育園の延長枠と夫の残業見込みを確認し、今月の支出を組み替える	世界のニュースが続くと、物価も仕事もじわっと不安。回るかな…。	最近ニュースしんどい。延長また取れる？今月きついかも。	不安な時ほど、家計と子育て支援が途切れないのが大事だと思う。	SNSで海外情勢と物価不安、職場で業務再設計の話を目にした	保育負荷高で余力が少なく、SNS不安増幅と職場変化が直撃した	制度は助かるが、情報が多いと追いきれない感覚が残った	物価上振れと職場の配置転換で、保育の綱渡りが崩れないか不安	政策疲労	手続き簡素化	44.0	62.0
2	A01	佐藤陽菜	若者	15	15	中立	平静	58.0	54.0	44.0	進路情報更新	情報収集	SNSは不安系を避けつつ、学校で進学と奨学金の要件をメモする。	世界のニュースは怖いけど、今は受験の手順を崩したくない。AIの話は少しモヤる。	ニュース見てると不安になる…でも結局、今できるの勉強と情報集めだよね。	不安煽り多すぎ。私は淡々と受験準備進める。	SNSで衝突拡大の話題が増え、学校でも将来の仕事の話が出た。	進学志向と実家安定で崩れにくいが、SNS不安とAI雇用話が刺さった。	不安な情報は距離を取り、学校の制度情報に寄せる方が落ち着く。	物価とAIで、将来の“安定”の基準が変わる気がして迷う。	対象外感	対象条件の説明	56.0	30.0
2	A02	鈴木大翔	若者	16	16	中立	平静	55.0	52.0	45.0	出費と進路を確認	情報収集	部費や交通費の話を親としつつ、進路情報を軽く見る	ニュース多すぎて実感は薄いけど、じわっと金かかりそうで嫌だ	最近なんか値上げ多くね？部活も遠征とか大丈夫かな	ニュース重い。とりあえず身近な出費から守るしかない	SNSで海外の衝突と物価の話題が増え、将来が読みにくい	実家で生活は安定だが、部活費と進路不安の記憶が刺激された	物価と進路の不確実さは続く、という感覚が強まった	部費・交通費の増加と、求人や進学環境の悪化が怖い	なし	なし	54.0	30.0
2	A03	高橋湊	若者	17	17	中立	平静	64.0	58.0	42.0	情報整理	学習・就活	SNSの不安情報は絞り、学校経由で求人と実習情報を確認した。	ニュースは重いけど、今は手を動かすしかない。採用が絞られたら怖い。	SNS見てると不安増えるわ。求人って今年どうなる？とりあえず作品増やす。	不安煽り多いから、一次情報と手元の成果に寄せる。焦っても勝てない。	地政学ニュースが増え、SNSで不安が拡散。企業は採用厳選の噂もあるが研修は明確化。	高専在学で自己効力感はあるが、SNS不安と採用不確実性が気になったため。	「情報を絞って一次情報に寄せる方が持つ」と学んだ。	採用枠の縮小と物価で、進路の選択肢が狭まる不安が残る。	対象外感	対象条件の説明	58.0	32.0
2	A04	田中結菜	若者	15	15	注意	不安	39.0	35.0	68.0	進路の詰め直し	相談	担任に奨学金や就職の選択肢を聞き、家計と両立案を作る	ニュース多すぎて落ち着かない。進学も就職も結局お金で止まりそうで怖い。	バイト減ったら詰むよね…奨学金って結局借金？よく分かんない。	将来不安だけ煽る情報多い。進路の現実的な道筋が知りたい。	地政学の話題がSNSに増え、物価と仕事の先行き不安が身近になった	家計制約と前回の不安記憶で、悪材料を強く拾い進路費用が心配になった	情報が荒れるほど、進路は早めに具体化しないと危ないと感じた	進学費用とバイト収入が同時に崩れる不安が残る	対象外感	対象条件の説明	40.0	60.0
2	A05	伊藤蓮	若者	18	18	注意	不安	41.0	43.0	66.0	支援条件確認	情報収集	自治体サイトと学校掲示で交通費・奨学金の条件と締切を確認する	また制度増えてるけど、結局オレが条件外とか申請ミスりそうで怖い。	支援あるって言うけど、結局書類多くて無理じゃね？交通費きつい。	支援増えるのは助かるけど、条件と手続きが分かりにくいと詰む。	SNSで地政学不安と物価の話題が増え、学校で支援告知を見かけた	低所得+通学負担で費用に敏感。前回の手続き疲れが残り慎重になった	通知は見逃すと終わる。締切と必要書類を先に押さえる癖がついた	物価と交通費が上がると、学業と就活準備の両立が崩れる不安	手続き疲れ	手続き簡素化	38.0	60.0
2	A06	渡辺心愛	若者	19	19	注意	不安	37.0	35.0	76.0	進路情報の再整理	情報収集	学校の求人票と自治体の実習案内を見て、担任面談で条件を詰める。	頑張れば何とかなるって言われても、家のこととお金で動ける幅が狭い。	ニュース見た？また不安になる…。地元でちゃんと働けるとこあるのかな。	不安煽り多すぎる。まず自分の進路を固めたい、情報整理が大事。	SNSで海外情勢と物価の話題が多く、就職も厳選らしいと感じた。	地方・実家同居で移動制約、軽いケアもあり選択肢が狭い。SNS不安増幅を受けた。	不安が強い日はSNSを減らし、学校と自治体の確実な情報を優先する。	奨学金や資格の手続きが複雑で、結局間に合わないかもしれない不安。	政策疲労	手続き簡素化	39.0	66.0
2	A07	山本陸	若者	19	19	注意	不安	44.0	41.0	67.0	先に守りを固める	生活防衛	残業と支出を見直し、急な出費に備えて貯金額を決める	ニュース多すぎて落ち着かない。会社が育ててくれる保証も薄い気がする。	最近物価キツいわ。残業減ったら普通に詰むかも。どうしてる？	物価と将来不安で、まず固定費見直し。若いほど詰みやすいの何とかして。	SNSで海外の不安定さと景気不安が増え、職場も研修はあるが負荷が上がりそうに見えた	地方で実家同居だが賃金伸びが読めず、前回の現場情報優先の癖で家計防衛に寄った	不安が強い時は制度より先に固定費と貯金で守りを作ると覚えた	育成が縮むと上がる道が見えず、将来の独立や交際も先延ばしになりそう	政策疲労	対象条件の説明	43.0	66.0
2	A08	中村美咲	若者	20	20	中立	平静	50.0	52.0	46.0	生活費見直し	生活防衛	家計簿アプリで固定費を見直し、バイト追加可否を検討した	ニュース多すぎて疲れる。就活も物価も、結局は運に寄りそうで怖い。	最近さ、情報多すぎてしんどい。バイト増やすしかないかな…	物価と不安煽りのニュースで消耗する。淡々と準備するしか。	SNSで海外情勢と景気不安が流れ、就活の先行きが読みにくいと感じた	賃貸シェアで生活費に敏感、前回の採用縮小記憶が不安を支える	不安が強い日はSNSを見すぎない方が良いと学んだ	物価上昇でバイト増が必須になり、学業と就活が崩れないか	政策疲労	対象条件の説明	49.0	47.0
2	A09	小林颯太	若者	21	21	注意	不安	48.0	47.0	54.0	採用と物価の再点検	情報収集	研究室の先輩と求人動向を見て、生活費の見直しもする	ニュースが荒れてて、努力しても景気とAIで崩れそう。先に備えたい。	就活、前倒しで動くわ…物価も地味にきついし不安。	採用の話が揺れてる。早めに情報固めて動くしかない。	SNSで地政学不安が増え、採用と物価の先行きが読みにくい	賃貸シェアで生活費に敏感、前回の前倒し記憶が強くSNS不安も拾う	景気とAIの不確実性は続く前提で、就活準備を前倒しする	内定時期や初任給で生活が成り立つか、将来設計が縮む不安	政策疲労	財源説明	52.0	66.0
2	A10	加藤梨央	若者	22	22	注意	不安	50.0	49.0	58.0	制度と求人確認	情報収集	学校求人と、初期費用ワンストップの対象条件をスマホで確認する。	結局、内定取れなきゃ話にならない。制度あっても自分が使えるのか不明で疲れる。	求人も制度も情報多すぎ。対象外だったら時間ムダだし、誰か整理してほしい。	支援増えるのは良いけど、条件と手続きが一番大事。分かりやすくして。	地政学不安の投稿が増え、物価と就活の先行きが読みにくいと感じた。	単身賃貸で生活費と返済が重く、就活不確実性に敏感。制度は条件不明で半信半疑。	ワンストップ支援が出たが、対象条件の確認が先だと覚えた。	採用厳選と物価で、生活が先に詰む不安が残る。	政策疲労	対象条件の説明	45.0	57.0
2	A11	吉田蒼	若者	22	22	注意	不安	43.0	41.0	66.0	条件確認	情報収集	就活と奨学金返済を前提に、制度の対象条件と手続き量を調べる。	不安煽り多すぎ。結局、俺みたいなのは対象外で借金だけ残る気がする。	最近さ、ニュースもSNSも不安ばっか。就活も返済も詰むの怖い。	支援増えても条件が見えないと動けない。対象と手続きの明確化してほしい。	SNSで地政学不安が増え、採用は厳選の空気。物価も落ち着かない。	負債2.3百万円と家賃負担で防衛優先。制度信頼40で話半分に見る。	制度はまず対象条件と必要書類を確認してから期待値を下げて検討。	初任給と返済額のズレ、都心家賃が固定費として重い。	政策疲労	対象条件の説明	38.0	64.0
2	A12	井上拓海	家族形成	23	23	注意	不安	58.0	54.0	52.0	制度と会社情報の確認	情報収集	社内ポータルと自治体サイトで支援と手続き条件を確認する	悪くはないけど、物価と先行きが読めず将来の決断が先送りになる。	最近ニュース重いよな。支援あるって言うけど、結局条件とか面倒そう。	不安な時ほど生活設計の情報が要る。条件と財源、わかりやすくしてほしい。	地政学不安がSNSに増え、物価と雇用の話題が周りで多い。支援策の話も見た。	正規で仕事は安定だが、物価とSNS不安で将来費用を重く見た。制度は気になるが条件不明。	支援は出てきたが、結局は条件と財源次第だと感じた。	会社の負荷増や景気悪化で、貯金ペースが落ちる不安。	財政不安	財源説明	55.0	42.0
2	A13	木村彩花	家族形成	24	24	中立	平静	61.0	64.0	41.0	制度の条件だけ確認	情報収集	ワンストップ支援の対象条件と金額感を自治体サイトで確認する	不安は増えてるけど、条件が分かれば動ける。仕事の先だけは読めないな。	最近ニュース重いよね。例のワンストップ、結局いくら助かるんだろ。	支援は増えてほしいけど、対象条件と手続きは分かりやすくしてほしい。	地政学不安の話題が増え、物価とAI雇用の不確実性も感じた	正規雇用で当面は安定だが、SNS不安と社内噂で先行きが曇った	制度は条件次第で使えるかも、という感覚と確認先を記憶した	景気悪化で再配置や賃上げ停滞が続くかもしれない不安	なし	対象条件の説明	56.0	28.0
2	A14	長谷川杏奈	若者	22	22	注意	不安	30.0	35.0	73.0	支援の対象条件をざっと確認	情報収集	通知と自治体サイトを流し見して、自分が対象かだけ拾った。	また制度増えてる。見るだけで疲れるのに、結局対象外とかありそう。	ねえ、これ自分も使えるやつ？条件読むだけで頭痛いんだけど。	支援増えても、条件わかりにくいと結局使えないんだよね。	SNSで地政学不安が流れ、生活費の話題が増えた。支援の通知も来た。	非正規で収入不安+借金返済。前回の手続き疲れが残り、条件確認を優先。	通知は来るが、使えるかは条件次第で早めに確認が必要と覚えた。	シフト減と物価で、返済と家賃が詰む不安が続く。	手続き疲れ	手続き簡素化	36.0	69.0
2	A15	石川涼太	家族形成	24	24	注意	怒り	36.0	35.0	74.0	条件確認	情報収集	ワンストップ施策の対象条件と必要書類を自治体サイトで確認する	また不安煽りばっか。支援あるなら最初から分かる形で出してくれよ…	最近のニュースしんどい。支援も結局、俺いけるのか不明でだるい	支援出すなら対象と手続き、最初に一枚で見せてほしい。頼む	地政学不安の話題がSNSで増え、物価と採用の先行きがぼやけた	ギグで収入が読めず家賃返済が刺さる。制度不信が強く情報精査に寄る	支援はあるらしいが、条件の分かりにくさが先に残った	収入が落ちた月に家賃と返済が同時に重なる不安	手続き疲れ	対象条件の説明	32.0	66.0
2	A17	西村菜摘	家族形成	24	24	注意	不安	26.0	28.0	78.0	窓口メモ	相談	自治体の相談窓口に電話し、利用できる支援の条件をメモした。	ニュースも物価も重なって、介護しながら先の話なんて無理じゃない？	正直、制度って結局わかりにくいんだよね…私でも使えるのかな。	支援増えるのはいいけど、条件と手続きが分かりやすいと助かる。	SNSで海外情勢の不安と物価の話が増え、支援の告知も流れてきた。	重度介護と短時間就労で余裕がなく、信頼も低めで確認が先になった。	使える支援はあるかもしれないが、結局確認と申請が壁だと感じた。	介護が増えた時に働けず、家計が持たない不安が残る。	政策疲労	手続き簡素化	30.0	72.0
2	A18	山崎直人	家族形成	25	25	中立	平静	62.0	59.0	41.0	確認	情報収集	会社の福利厚生と自治体サイトで初期費用緩衝の対象条件を確認する	物価は気になるけど、制度が使えるなら段取りは組めそう。対象外だったらしんどい。	制度のやつ、俺でも使えるんかな。条件わかりにくいと動けんわ。	子育て支援あるのは助かるけど、対象条件と手続きは分かりやすくしてほしい。	SNSで地政学不安が増え、職場でも物価と受注の話が出る。支援の告知を見かけた	正規で雇用は安定だが、物価と景気の揺れが気になり情報確認を優先した	初期費用のワンストップ支援があるらしいが、対象条件次第だと感じた	受注減と物価高が続くと、家族形成のタイミングが先延ばしになる不安	手続き疲れ	対象条件の説明	60.0	41.0
2	A27	斎藤紗季	家族形成	28	28	注意	不安	57.0	54.0	58.0	通知を確認して予約する	制度利用	自治体の個別通知からワンストップ窓口を開き、面談枠を仮予約する	助かるかもだけど、結局書類と条件で弾かれそう。今はケアで手が回らない。	ワンストップ来たけど、これ本当に楽になる？また提出地獄なら無理…	子育て支援、入口が簡単なら使える。手続きの現実も一緒に整えてほしい。	地政学の不安がSNSで流れ、物価と雇用の先行きも読みにくい。自治体から支援通知が届いた。	重いケアと共働きで余力が少なく、前回の手続き疲れが残るが、通知で支援の存在は認識できた。	まずは窓口の予約だけ取って、無理なら途中で止めてもいいと思えた。	条件の細かさと必要書類、継続的な負担軽減が本当に起きるか不安。	手続き疲れ	手続き簡素化	46.0	64.0
2	W02	中島美優	家族形成	36	36	中立	平静	62.0	63.0	42.0	通知の確認と家計調整	情報収集	ワンストップ案内と会社の研修/配置情報を読み、家計の固定費を見直す。	不安はあるけど、手続きが分かれば一歩は進める。SNSは見すぎない。	最近ニュース重いよね。制度の条件だけ先にちゃんと知りたい。	不安な時ほど、条件が明確で手続き軽い支援が助かる。	地政学不安の話題が増え、物価と雇用の先行きが読みにくい。通知で支援案内も見た。	正規ITで収入は安定だが物価と配置転換が気になり、条件明確な支援情報は前向き材料。	ワンストップで条件が短く示されると、検討を先延ばしにしにくいと記憶。	支援が増えても実装が重いと結局使えないのでは、という不信。	政策疲労	手続き簡素化	60.0	50.0
2	W22	野口彩乃	家族形成	35	35	注意	不安	45.0	44.0	68.0	家計と保育の再点検	生活防衛	物価と勤務予定を見て、延長保育と家計をもう一度組み替える	また不安材料ばっか増える。崩れたら私が全部受ける気がする。	最近ニュース重いしさ、保育と仕事の綱渡りが怖いんだよね。	不安が強い時ほど、生活を守る仕組みが分かりやすいと助かる。	SNSで海外情勢と物価不安が流れ、職場の再配置の噂も耳に入った	重度ケアと保育負荷で余裕が薄く、SNS不安増幅が刺さった	危機情報が続くと、制度より先に生活の守りに意識が向くと実感	配置転換や残業増で送迎が破綻しないかが残る	政策疲労	手続き簡素化	43.0	66.0
3	A01	佐藤陽菜	若者	15	15	中立	平静	55.0	52.0	46.0	進路の現実確認	情報収集	電気代や物価の話題は深追いせず、学校で奨学金と進路日程を確認する。	ニュース見ると怖くなる。今は受験に集中して、使える制度だけ押さえたい。	最近いろいろ不安だけど、結局いま私ができるの受験準備だよね…	不安情報に飲まれないで、今できる準備を積み上げたい。	SNSで物価や地政学の不安投稿が増えたが、本人は見ないようにした。学校では進学費用と奨学金の話が出た。	実家で急な家計危機は少ないが、外部不安は気になる。前ステップの回避経験で学校情報に寄せて安定化。	不安情報を遮断しても、学校の制度確認で落ち着けると再確認した。	AIで職の形が変わるなら、何を学ぶと強いのか迷いは残る。	対象外感	対象条件の説明	55.0	34.0
3	A02	鈴木大翔	若者	16	16	中立	平静	54.0	50.0	48.0	部費と移動費を再計算	情報収集	部費と交通費の増え方をメモし、進路サイトを短時間だけ見る	ニュース不安はあるけど、今は部活と成績落とさないのが先かな	最近ガソリンとか高くない？遠征の交通費やばそうなんだけど	物価きつい。部活の遠征とか地味に効くんだよな	電気代や移動費が上がりそうで、家の会話でも節約が増えた	実家で生活は安定だが、部費・交通費が直撃し将来が少し不透明	物価は戻らないかも、という感覚と支出管理の癖が残った	遠征費や進学費用が増えると、選択肢が狭まる不安	なし	なし	53.0	32.0
