イベントID	step	区分	イベント名	強度_0to1	対象	主な影響方向	発生源	関連国	日本社会状態	若者への入力文
WE004	2	世界イベント	間接衝突拡大	0.72	全体	地政学リスク↑ SNS不安↑	国家LLMリスク段階	イスラエル	ステップ2: 地政学リスクが66.2。高リスク国: ウクライナ(限定戦争)、北朝鮮(間接衝突)、ロシア(間接衝突)、イスラエル(間接衝突)。日本の緩衝政策余力は46.9。	イスラエルの間接衝突化により、SNS上の不安と将来予見性の低下が強まる。
WE005	2	世界イベント	AI雇用不安増幅	0.20	全体	希望経路↓ 自己効力感↓	雇用不確実性	ウクライナ(限定戦争)、北朝鮮(間接衝突)、ロシア(間接衝突)、イスラエル(間接衝突)	ステップ2: 地政学リスクが66.2。高リスク国: ウクライナ(限定戦争)、北朝鮮(間接衝突)、ロシア(間接衝突)、イスラエル(間接衝突)。日本の緩衝政策余力は46.9。	AIと景気の不確実性により、努力が報われる経路が見えにくくなる。
WE006	2	世界イベント	地政学SNS不安拡散	0.20	全体	不安↑ 怒り↑ 逃避行動↑	SNS不安増幅	ウクライナ(限定戦争)、北朝鮮(間接衝突)、ロシア(間接衝突)、イスラエル(間接衝突)	ステップ2: 地政学リスクが66.2。高リスク国: ウクライナ(限定戦争)、北朝鮮(間接衝突)、ロシア(間接衝突)、イスラエル(間接衝突)。日本の緩衝政策余力は46.9。	危機情報がSNSで増幅し、不安と怒りが日常会話に入り込む。
FB003	3	社会反応	生活防衛シフト	0.26	全体	生活コスト不安↑ 子ども意向↓	若者・現役行動フィードバック	日本国内	公平感欠損53.4、政策疲労51.0、情報過敏25.3	家計防衛が優先され、将来投資や子どもを迎える判断が後回しになる。
FB004	3	社会反応	情報過敏の拡大	0.26	全体	SNS不安↑ 地政学体感リスク↑	若者・現役行動フィードバック	日本国内	公平感欠損53.4、政策疲労51.0、情報過敏25.3	ニュースやSNSの確認が増え、外圧が日常の不安として体感されやすくなる。
OE003	3	組織判断	企業・組織の採用育成判断	0.46	若者・現役世代	育成経路↑ 地域接続↑	組織運営LLM	日本	未来通信システム株式会社: 新卒は厳選維持、中途はBCP/省電力運用を増枠 / 首都圏業務支援株式会社: 新卒は最小枠維持、BCP/AI監督の中途を増やす / さくら在宅ケア株式会社: 新卒少数継続、資格者・復職者・紹介を優先	未来通信システム株式会社: 厳選採用で不安増、研修拡充で定着は改善 / 首都圏業務支援株式会社: 安心対応・監督スキルの入口増、汎用事務は縮小不安 / さくら在宅ケア株式会社: 待遇不安は残るが資格支援で参入障壁が下がる 現役側には 未来通信システム株式会社: 省電力運用と危機対応の再学習負荷が上昇 / 首都圏業務支援株式会社: 配置転換と監督責任増、再学習負荷と評価不安が上がる / さくら在宅ケア株式会社: 省力化で負担減、再配置と賃金停滞不満が増える
PL002_01	3	政策探索	nat報酬の参加不能配慮と不正抑止の同時改修	0.60	ケア・疾患・単身・失職リスクで参加困難/不規則な層、自治体資源が弱い地域	対象外感↓ 不正・水増し↓ 制度信頼↑ ケア負担↓ 地域維持↑	LLM政策探索/構造持続あり	日本	副作用圧と公平感欠損が高く、対象外感が不信と疲労を増幅しやすい	やりたいことより、制度の穴埋めか疑われる不安が先に立つ
WE007	3	世界イベント	エネルギー価格ショック	0.20	全体	生活コスト↑ 子ども意向↓	エネルギー価格圧力	ウクライナ(限定戦争)、北朝鮮(間接衝突)、ロシア(間接衝突)、イスラエル(間接衝突)	ステップ3: 地政学リスクが71.5。高リスク国: ウクライナ(限定戦争)、北朝鮮(間接衝突)、ロシア(間接衝突)、イスラエル(間接衝突)。日本の緩衝政策余力は43.7。	エネルギー圧力が高く、家計と移動・電気代への不安が増える。
WE008	3	世界イベント	半導体・計算資源制約	0.20	全体	学習機会格差↑ 雇用不安↑	計算資源制約	ウクライナ(限定戦争)、北朝鮮(間接衝突)、ロシア(間接衝突)、イスラエル(間接衝突)	ステップ3: 地政学リスクが71.5。高リスク国: ウクライナ(限定戦争)、北朝鮮(間接衝突)、ロシア(間接衝突)、イスラエル(間接衝突)。日本の緩衝政策余力は43.7。	計算資源と半導体制約により、AI利用格差と進路不安が広がる。
WE009	3	世界イベント	供給網不安拡大の悪化	0.41	全体	物価不安↑ 雇用安定↓	供給網不安	ウクライナ(限定戦争)、北朝鮮(間接衝突)、ロシア(間接衝突)、イスラエル(間接衝突)	ステップ3: 地政学リスクが71.5。高リスク国: ウクライナ(限定戦争)、北朝鮮(間接衝突)、ロシア(間接衝突)、イスラエル(間接衝突)。日本の緩衝政策余力は43.7。	供給網の不安定化により、物価と企業採用への不安が残る。 直近で悪化しており、前よりも日常の判断に入り込みやすい。
WE010	3	世界イベント	地政学SNS不安拡散の悪化	0.25	全体	不安↑ 怒り↑ 逃避行動↑	SNS不安増幅	ウクライナ(限定戦争)、北朝鮮(間接衝突)、ロシア(間接衝突)、イスラエル(間接衝突)	ステップ3: 地政学リスクが71.5。高リスク国: ウクライナ(限定戦争)、北朝鮮(間接衝突)、ロシア(間接衝突)、イスラエル(間接衝突)。日本の緩衝政策余力は43.7。	危機情報がSNSで増幅し、不安と怒りが日常会話に入り込む。 直近で悪化しており、前よりも日常の判断に入り込みやすい。
WE011	3	制度制約	財政制約による支援遅れ	0.22	全体	制度信頼↓ 裏切られ感↑	日本社会状態	日本	ステップ3: 地政学リスクが71.5。高リスク国: ウクライナ(限定戦争)、北朝鮮(間接衝突)、ロシア(間接衝突)、イスラエル(間接衝突)。日本の緩衝政策余力は43.7。	財政圧力により若者支援や生活支援が遅れ、制度への失望が出やすい。
FB005	4	社会反応	生活防衛シフト	0.58	全体	生活コスト不安↑ 子ども意向↓	若者・現役行動フィードバック	日本国内	政策疲労56.4、公平感欠損55.5、生活防衛36.4	家計防衛が優先され、将来投資や子どもを迎える判断が後回しになる。
OE004	4	組織判断	企業・組織の採用育成判断	0.44	若者・現役世代	育成経路↑ 地域接続↑	組織運営LLM	日本	首都圏業務支援株式会社: 新卒は最小維持、BCP運用・顧客折衝の中途増 / さくら在宅ケア株式会社: 新卒は少数維持、資格者・復職者・紹介を優先採用 / 未来通信システム株式会社: 新卒は厳選維持、中途は省電力運用/危機対応を増枠	首都圏業務支援株式会社: 新卒枠細り不安増、AI監督スキルで差がつく / さくら在宅ケア株式会社: 資格取得志向↑、ただし生活コスト不安で応募迷いが増える / 未来通信システム株式会社: 生活費不安下で安定志向↑、AI運用職は機会増も競争強化 現役側には 首都圏業務支援株式会社: 運用標準化で負荷は減るが再訓練と役割転換が増 / さくら在宅ケア株式会社: 賃上げ難で疲弊↑、省力化で負担は一部軽減する / 未来通信システム株式会社: 電力/供給不安対応で負荷↑、再訓練で転機は増える
PL003_01	4	政策探索	副作用・対象外救済ルートの非強制説明パッケージ	0.60	注意層（非正規・単身・ケア併走・失職リスク）と現場窓口職員	制度信頼↑ 対象外反発↓ 政策疲労↓ 不安増幅↓	LLM政策探索/構造持続あり	日本	副作用圧が突出し、公平感欠損と政策疲労が『対象外反発』を増幅。手続き負担も再燃。	制度が増えるほど自分が対象外になる気がして、どこに頼ればいいか分からない。
WE012	4	世界イベント	エネルギー価格ショックの悪化	0.32	全体	生活コスト↑ 子ども意向↓	エネルギー価格圧力	ウクライナ(限定戦争)、北朝鮮(間接衝突)、ロシア(間接衝突)、イスラエル(間接衝突)	ステップ4: 地政学リスクが73.6。高リスク国: ウクライナ(限定戦争)、北朝鮮(間接衝突)、ロシア(間接衝突)、イスラエル(間接衝突)。日本の緩衝政策余力は40.4。	エネルギー圧力が高く、家計と移動・電気代への不安が増える。 直近で悪化しており、前よりも日常の判断に入り込みやすい。
WE013	4	制度制約	財政制約による支援遅れの悪化	0.39	全体	制度信頼↓ 裏切られ感↑	日本社会状態	日本	ステップ4: 地政学リスクが73.6。高リスク国: ウクライナ(限定戦争)、北朝鮮(間接衝突)、ロシア(間接衝突)、イスラエル(間接衝突)。日本の緩衝政策余力は40.4。	財政圧力により若者支援や生活支援が遅れ、制度への失望が出やすい。 直近で悪化しており、前よりも日常の判断に入り込みやすい。
FB006	5	社会反応	生活防衛シフト	0.30	全体	生活コスト不安↑ 子ども意向↓	若者・現役行動フィードバック	日本国内	政策疲労61.5、公平感欠損58.4、情報過敏25.4	家計防衛が優先され、将来投資や子どもを迎える判断が後回しになる。
FB007	5	社会反応	情報過敏の拡大	0.26	全体	SNS不安↑ 地政学体感リスク↑	若者・現役行動フィードバック	日本国内	政策疲労61.5、公平感欠損58.4、情報過敏25.4	ニュースやSNSの確認が増え、外圧が日常の不安として体感されやすくなる。
OE005	5	組織判断	企業・組織の採用育成判断	0.45	若者・現役世代	育成経路↑ 地域接続↑	組織運営LLM	日本	未来通信システム株式会社: 新卒厳選維持、中途は調達/BCP/省エネ運用を増枠 / 首都圏業務支援株式会社: 新卒は最小維持、供給網対応の中途を増やす / さくら在宅ケア株式会社: 新卒は少数、資格者・復職者・紹介を厚く採用	未来通信システム株式会社: AI運用/危機対応スキル重視で選別圧と格差が拡大 / 首都圏業務支援株式会社: 即戦力偏重で入口が狭まり、不安と格差が増える / さくら在宅ケア株式会社: 資格取得の支援が増える一方、配属不安は残る 現役側には 未来通信システム株式会社: 省エネ運用・調達リスク対応へ再学習と職務転換が増加 / 首都圏業務支援株式会社: 省人化で単純業務縮小、監督・折衝へ再配置圧力 / さくら在宅ケア株式会社: 省力化で負担は軽減、機器対応の学習負担が増える
PL003_02	5	政策探索	住居・ケア・学び直し・地域更新のワンストップ束ね直し（条件整理）	0.50	参加不規則層（ケア・疾患・単身・失職リスク）と自治体資源が弱い地域	手続き疲れ↓ 公平感↑ 生活防衛↑ 未来経路↑ 対象外感↓	LLM政策探索/構造持続あり	日本	副作用圧が突出し、公平感欠損と政策疲労が『対象外反発』を増幅。手続き負担も再燃。	支援はあると言われるのに窓口が多すぎて、結局どれも自分向けじゃない感じがする。
PL004_01	5	政策探索	救済・説明の順序統一（入口一本化）	0.60	注意層（非正規・単身・ケア併走・失職リスク）と現場窓口職員	政策疲労↓ 情報過多↓ 制度信頼↑ 対象外反発↓ 待ち時間↓	LLM政策探索/構造持続あり	日本	副作用圧95.6が突出。説明と救済が多層化し、対象外感と手続き疲れが政策疲労・公平感欠損を増幅。	制度が増えて何から手を付ければいいか分からず、損しそうで怖い。
PL005_02	5	政策探索	非強制・最小情報の個別説明（1枚要約＋選択式）	0.50	注意層（手続き疲れ・情報過敏が高い層）と申立て利用者、窓口職員	情報過多↓ 政策疲労↓ 制度信頼↑ 対象外反発↓ 申立て品質↑	LLM政策探索/構造持続あり	日本	副作用圧100で不信と疲労が先行。入口集中と情報過多が公平感欠損を増幅。	長い説明より、今の自分に関係ある選択肢だけを短く示してほしい。
WE014	5	世界イベント	半導体・計算資源制約の悪化	0.34	全体	学習機会格差↑ 雇用不安↑	計算資源制約	ウクライナ(限定戦争)、ロシア(間接衝突)	ステップ5: 供給網不安が78.2。高リスク国: ウクライナ(限定戦争)、ロシア(間接衝突)。日本の緩衝政策余力は37.6。	計算資源と半導体制約により、AI利用格差と進路不安が広がる。 直近で悪化しており、前よりも日常の判断に入り込みやすい。
WE015	5	世界イベント	供給網不安拡大の悪化	0.63	全体	物価不安↑ 雇用安定↓	供給網不安	ウクライナ(限定戦争)、ロシア(間接衝突)	ステップ5: 供給網不安が78.2。高リスク国: ウクライナ(限定戦争)、ロシア(間接衝突)。日本の緩衝政策余力は37.6。	供給網の不安定化により、物価と企業採用への不安が残る。 直近で悪化しており、前よりも日常の判断に入り込みやすい。
FB008	6	社会反応	情報過敏の拡大	0.45	全体	SNS不安↑ 地政学体感リスク↑	若者・現役行動フィードバック	日本国内	政策疲労61.2、公平感欠損57.1、情報過敏36.0	ニュースやSNSの確認が増え、外圧が日常の不安として体感されやすくなる。
OE006	6	組織判断	企業・組織の採用育成判断	0.42	若者・現役世代	育成経路↑ 地域接続↑	組織運営LLM	日本	未来通信システム株式会社: 新卒は厳選維持、中途は省エネ運用/調達/BCPを増枠 / さくら在宅ケア株式会社: 新卒は最小限、資格者・復職者・紹介を厚めに確保 / 首都圏業務支援株式会社: 新卒は最小維持、危機対応の中途を増やす	未来通信システム株式会社: 採用は狭いが省エネ運用/危機対応スキルの学習動機が増す / さくら在宅ケア株式会社: 早期戦力期待は上がるが、支援が見えると定着が改善 / 首都圏業務支援株式会社: 新卒枠が絞られ、即戦力化圧力が強まる 現役側には 未来通信システム株式会社: 再訓練圧力は強いが配置転換で失職リスクは抑えられる / さくら在宅ケア株式会社: 負担分散で疲弊は緩和、AI/ロボ運用の兼務が増える / 首都圏業務支援株式会社: 現場は省人化と品質責任の板挟みで負荷増
PL004_02	6	政策探索	住居・ケア・学び直し・地域更新の束ね直し（最小パッケージ）	0.52	参加困難/不規則層（ケア・疾患・単身・失職リスク）と自治体資源が弱い地域	生活防衛↑ 対象外感↓ 公平感↑ ケア負担↓ 未来経路↑	LLM政策探索/構造持続あり	日本	副作用圧95.6が突出。説明と救済が多層化し、対象外感と手続き疲れが政策疲労・公平感欠損を増幅。	働く・学ぶ・介護するが同時に来て、どれも中途半端で将来が詰んで見える。
PL005_01	6	政策探索	入口一本化の負荷分散改修（予約・分岐・代行）	0.60	注意層（非正規・単身・ケア併走・失職リスク）と窓口職員、自治体資源が弱い地域	政策疲労↓ 待ち時間↓ 制度信頼↑ 対象外反発↓ 公平感↑	LLM政策探索/構造持続あり	日本	副作用圧100で不信と疲労が先行。入口集中と情報過多が公平感欠損を増幅。	制度は増えたのに、どこに行けば何が解決するのか分からず、並ぶほど損をする気がする。
PL006_02	6	政策探索	非強制・最小情報の個別説明（1枚要約＋選択式）	0.48	注意層（手続き疲れ・情報過敏が高い層）と申立て利用者、窓口職員	情報過多↓ 政策疲労↓ 申立て品質↑ 対象外反発↓ 制度信頼↑	LLM政策探索/構造持続あり	日本	副作用圧100と政策疲労61が支配。入口集中と説明過多が不信・対象外感を増幅。	情報が多すぎて判断できず、間違えると損をする不安が常にある。
WE016	6	世界イベント	供給網不安拡大の高止まり	0.63	全体	物価不安↑ 雇用安定↓ 慢性負荷↑	供給網不安	ウクライナ(限定戦争)、ロシア(間接衝突)	ステップ6: 供給網不安が78.1。高リスク国: ウクライナ(限定戦争)、ロシア(間接衝突)。日本の緩衝政策余力は34.1。	供給網の不安定化により、物価と企業採用への不安が残る。 新しい事件というより、高い不安が続いて疲労感を生む。
WE017	6	制度制約	財政制約による支援遅れの高止まり	0.67	全体	制度信頼↓ 裏切られ感↑ 慢性負荷↑	日本社会状態	日本	ステップ6: 供給網不安が78.1。高リスク国: ウクライナ(限定戦争)、ロシア(間接衝突)。日本の緩衝政策余力は34.1。	財政圧力により若者支援や生活支援が遅れ、制度への失望が出やすい。 新しい事件というより、高い不安が続いて疲労感を生む。
FB009	7	社会反応	生活防衛シフト	0.49	全体	生活コスト不安↑ 子ども意向↓	若者・現役行動フィードバック	日本国内	政策疲労64.6、公平感欠損57.4、生活防衛31.0	家計防衛が優先され、将来投資や子どもを迎える判断が後回しになる。
OE007	7	組織判断	企業・組織の採用育成判断	0.45	若者・現役世代	育成経路↑ 地域接続↑	組織運営LLM	日本	さくら在宅ケア株式会社: 新卒は抑制、資格者・復職者・紹介を厚めに確保 / 未来通信システム株式会社: 新卒は厳選維持、中途は調達/BCP/省エネ運用を増枠 / 首都圏業務支援株式会社: 新卒は最小維持、供給網対応の中途を増やす	さくら在宅ケア株式会社: 教育は手厚いが現場負荷が残り、離職不安が続く / 未来通信システム株式会社: 省エネ運用・危機対応系の配属増、汎用開発志向は競争激化 / 首都圏業務支援株式会社: 即戦力化圧が増え、育成の標準化で伸びは二極化 現役側には さくら在宅ケア株式会社: 省力化で負担は下がるが機器・AI運用負荷が増える / 未来通信システム株式会社: 運用/調達/BCPへ再配置が進み、賃上げは役割転換と連動 / 首都圏業務支援株式会社: 配置転換とAI監督への移行が進み負荷が上がる
PL006_01	7	政策探索	入口一本化の負荷分散（予約・分岐・代行）	0.62	注意層（非正規・単身・ケア併走・失職リスク）と窓口職員、自治体資源が弱い地域	待ち時間↓ 政策疲労↓ 制度信頼↑ 対象外反発↓ 公平感↑	LLM政策探索/構造持続あり	日本	副作用圧100と政策疲労61が支配。入口集中と説明過多が不信・対象外感を増幅。	手続きが混んでいて先が読めず、助けがあっても辿り着けない感覚が強い。
PL007_02	7	政策探索	非強制・最小情報の個別説明（1枚要約＋選択式）を入口で必須化せず選択提供	0.55	注意層（手続き疲れ・情報過敏が高い層）と申立て利用者、窓口職員	情報過多↓ 政策疲労↓ 申立て品質↑ 対象外反発↓ 制度信頼↑	LLM政策探索/構造持続あり	日本	副作用圧100と政策疲労64.6が突出。供給網不安下で窓口混雑と不公平感が増幅。	制度の意図が見えず、知らないうちに対象外になって責められる感じがする。
FB010	8	社会反応	生活防衛シフト	0.63	全体	生活コスト不安↑ 子ども意向↓	若者・現役行動フィードバック	日本国内	政策疲労66.4、公平感欠損58.8、生活防衛38.9	家計防衛が優先され、将来投資や子どもを迎える判断が後回しになる。
OE008	8	組織判断	企業・組織の採用育成判断	0.53	若者・現役世代	採用不安↑ 若手育成経路↓	組織運営LLM	日本	未来通信システム株式会社: 新卒は厳選維持、中途は運用・調達・危機対応を増枠 / 首都圏業務支援株式会社: 新卒は小枠維持、危機対応とAI運用の中途を増やす / さくら在宅ケア株式会社: 新卒は少数継続、資格者・復職者を紹介網で確保	未来通信システム株式会社: 選別不安が増す一方、基礎運用技能の見通しは上がる / 首都圏業務支援株式会社: 安定志向が強まり応募は増えるが、選考厳格化で不安も拡大 / さくら在宅ケア株式会社: 雇用不安が強まり定着揺れ、資格取得支援が安心材料に 現役側には 未来通信システム株式会社: 再学習圧と配置転換が増加、雇用は維持寄りで安心感も / 首都圏業務支援株式会社: AI監督/対顧説明の負担増、雇用は維持寄りだが再配置が進む / さくら在宅ケア株式会社: 現場はAI/ロボ不信が出やすく、負担減の実感が鍵になる
PL007_01	8	政策探索	入口一本化の負荷分散（予約・分岐・代行）をアナログ併設で強化	0.60	注意層（非正規・単身・ケア併走・失職リスク）とデジタル弱者、窓口職員	待ち時間↓ 政策疲労↓ 制度信頼↑ 対象外反発↓ 公平感↑	LLM政策探索/構造持続あり	日本	副作用圧100と政策疲労64.6が突出。供給網不安下で窓口混雑と不公平感が増幅。	不安は増えるのに手続きが複雑で、並ぶほど損をする社会に見える。
WE018	8	世界イベント	AI雇用不安増幅の悪化	0.55	全体	希望経路↓ 自己効力感↓	雇用不確実性	ウクライナ(限定戦争)、ロシア(間接衝突)	ステップ8: SNS不安増幅が80.9。高リスク国: ウクライナ(限定戦争)、ロシア(間接衝突)。日本の緩衝政策余力は29.6。	AIと景気の不確実性により、努力が報われる経路が見えにくくなる。 直近で悪化しており、前よりも日常の判断に入り込みやすい。
FB011	9	社会反応	生活防衛シフト	0.77	全体	生活コスト不安↑ 子ども意向↓	若者・現役行動フィードバック	日本国内	政策疲労68.2、公平感欠損59.4、生活防衛46.8	家計防衛が優先され、将来投資や子どもを迎える判断が後回しになる。
OE009	9	組織判断	企業・組織の採用育成判断	0.52	若者・現役世代	採用不安↑ 若手育成経路↓	組織運営LLM	日本	首都圏業務支援株式会社: 新卒小枠維持、中途は危機対応・AI運用中心に厳選増 / さくら在宅ケア株式会社: 新卒は少数維持、資格者・復職者を紹介網で確保強化 / 桐野市産業雇用課: 採用補助は維持。SNS誤情報対策と説明会を条件化	首都圏業務支援株式会社: 職の先行き不安は残るが、説明・監督スキルの入口は増える / さくら在宅ケア株式会社: 将来不安は残るが、説明強化で安心感と定着がやや改善 / 桐野市産業雇用課: 不安は高止まり。相談導線が効けば離職・回避は減る 現役側には 首都圏業務支援株式会社: 不安対応と運用責任が増し、負荷と再学習圧力が上がる / さくら在宅ケア株式会社: 現場の負荷は軽減するが、物価高で賃金不満が残りやすい / 桐野市産業雇用課: 再配置と学び直し圧力増。手続透明化で反発は抑制
PL008_01	9	政策探索	副作用監査・異議申立の第三者レビュー＋月次公開	0.62	注意層（非正規・単身・ケア併走・失職リスク）と窓口職員、対象外反発が強い層	制度信頼↑ 政策疲労↓ 不安増幅↓ 対象外反発↓ 公平感↑	LLM政策探索/構造持続あり	日本	副作用圧が極大で、公平感欠損と政策疲労が固定化。入口強化だけでは不信が残る。	どれだけ頑張っても制度に弾かれそうで、理由も改善も見えない。
PL008_02	9	政策探索	対象条件のグレー救済（暫定承認・後追い調整）で境界争いを減らす	0.58	参加不規則層（ケア・疾患・単身・失職リスク）と『対象外』になりやすい周辺層、自治体資源が弱い地域	対象外感↓ 公平感↑ 生活防衛↑ 政策疲労↓ 制度信頼↑	LLM政策探索/構造持続あり	日本	副作用圧が極大で、公平感欠損と政策疲労が固定化。入口強化だけでは不信が残る。	少し条件が違うだけで切り捨てられる気がして、申請する気力が削れる。
PL009_02	9	政策探索	副作用公開の順序再設計（要約→対話→月次公開）	0.50	注意層（非正規・単身・ケア併走・失職リスク）と対象外反発が強い層、窓口職員	不安増幅↓ 政策疲労↓ 制度信頼↑ 対象外反発↓ 公平感↑	LLM政策探索/構造持続あり	日本	副作用圧100で不信と疲労が拡大、境界層の対象外感がSNSで増幅し二極化が進行。	制度の話は難しいまま切り取られて流れ、結局誰も守ってくれない感じだけが強くなる。
WE019	9	世界イベント	間接衝突拡大	0.72	全体	地政学リスク↑ SNS不安↑	国家LLMリスク段階	イスラエル	ステップ9: SNS不安増幅が83.6。高リスク国: ウクライナ(限定戦争)、ロシア(間接衝突)、イスラエル(間接衝突)。日本の緩衝政策余力は27.5。	イスラエルの間接衝突化により、SNS上の不安と将来予見性の低下が強まる。
WE020	9	世界イベント	AI雇用不安増幅の悪化	0.67	全体	希望経路↓ 自己効力感↓	雇用不確実性	ウクライナ(限定戦争)、ロシア(間接衝突)、イスラエル(間接衝突)	ステップ9: SNS不安増幅が83.6。高リスク国: ウクライナ(限定戦争)、ロシア(間接衝突)、イスラエル(間接衝突)。日本の緩衝政策余力は27.5。	AIと景気の不確実性により、努力が報われる経路が見えにくくなる。 直近で悪化しており、前よりも日常の判断に入り込みやすい。
FB012	10	社会反応	生活防衛シフト	0.47	全体	生活コスト不安↑ 子ども意向↓	若者・現役行動フィードバック	日本国内	政策疲労70.4、公平感欠損59.2、生活防衛30.2	家計防衛が優先され、将来投資や子どもを迎える判断が後回しになる。
FB013	10	社会反応	情報過敏の拡大	0.27	全体	SNS不安↑ 地政学体感リスク↑	若者・現役行動フィードバック	日本国内	政策疲労70.4、公平感欠損59.2、生活防衛30.2	ニュースやSNSの確認が増え、外圧が日常の不安として体感されやすくなる。
