step	country_code	country_name	country_name_en	region	risk_stage	stance	foreign_action	domestic_message	private_constraint	geopolitical_risk	energy_price_pressure	labor_market_uncertainty	compute_supply_constraint	fiscal_pressure	supply_chain_fragility	sns_anxiety_amplification	japan_policy_buffer	japan_impact_summary
3	CHN	中国	China	東アジア	境界的圧力	台湾優先で技術交渉強化	対日輸出入を梃子に技術・物流圧力	挑発に備え産業と雇用を守る	失速回避へ外圧演出と迂回が要る	86.0	52.0	72.0	71.0	46.0	84.0	76.0	38.0	進路選択が保守化し、海外・理系志向も様子見が増える
3	JPN	日本	Japan	東アジア	境界的圧力	供給網と抑止の同時強化	米台欧と連携し半導体調達分散と備蓄	供給不安に備え物価と雇用を下支え	財政と産業支援が先細り、調整コスト大	71.0	60.0	62.0	56.0	69.0	74.0	72.0	38.0	先行き不安が強まり挑戦回避が増えるが支援次第で緩和
3	TWN	台湾	Taiwan	東アジア	境界的圧力	抑止強化と産業継続	米日欧と供給網協議、分散生産を促進	緊張は続くが雇用と物価を守る	電力・燃料脆弱、若者支援と防衛費が競合	80.0	63.0	61.0	52.0	57.0	78.0	72.0	50.0	海峡不安と供給懸念で進路が慎重化、心理疲労が増える
3	KOR	韓国	South Korea	東アジア	境界的圧力	半導体防衛と同盟調整	対米で輸出管理・在庫連携、対日で代替調達協議	供給不安に備え雇用と安保を守る	対中依存と若者雇用悪化が政権リスク	68.0	56.0	64.0	66.0	60.0	71.0	62.0	44.0	半導体不安が就職・賃金見通しを曇らせ、将来像が短期化する
3	PRK	北朝鮮	North Korea	東アジア	間接衝突	示威を強めつつ偶発回避	発射準備示威とサイバーで攪乱継続	外敵脅威を強調し結束と耐乏を訴える	制裁下で資金難、緊張演出が統治資源	86.0	48.0	63.0	62.0	56.0	71.0	82.0	41.0	安保と半導体不安が連鎖し、将来設計が先送りになる
3	RUS	ロシア	Russia	ユーラシア	間接衝突	資源で交渉力を維持	資源輸出条件を硬化し対日迂回も探る	外圧下でも雇用と物価を守る	戦費・制裁で技術更新が詰まりやすい	78.0	70.0	58.0	65.0	52.0	66.0	56.0	40.0	半導体不安と資源高が重なり、将来設計が保守化する
3	UKR	ウクライナ	Ukraine	欧州	限定戦争	支援継続確保と防衛優先	欧州・日本に復興資金と装備・部品支援要請	同盟支援を維持し戦線と生活を守る	人員損耗と財政逼迫で妥協余地が狭い	70.0	46.0	58.0	56.0	68.0	54.0	61.0	44.0	半導体不安が就職観を冷やし、戦争長期化で将来不安が増幅
3	IRN	イラン	Iran	中東	境界的圧力	停戦維持と対内統制を優先	停戦枠内で示威、制裁緩和の余地探る	外圧に屈せず生活防衛を進める	経済難と強硬派で譲歩しにくい	66.0	74.0	52.0	49.0	57.0	63.0	69.0	45.0	半導体不安と原油懸念が同時化し、将来選好が短期・安全寄りへ
3	ISR	イスラエル	Israel	中東	間接衝突	抑止継続と供給網の確保	米欧と輸出管理連携、代替調達と共同開発	停戦下でも備え維持、技術産業は守る	動員・財政消耗で投資と治安が綱引き	69.0	64.0	58.0	62.0	66.0	68.0	63.0	44.0	半導体不安が進路と将来設計を揺らし、焦燥が増える
3	SAU	サウジアラビア	Saudi Arabia	中東	境界的圧力	原油安定と対外均衡を優先	OPEC+微調整、対アジア長期契約を強化	収入を守り改革投資と治安を維持	米中板挟みで投資条件が硬化	49.0	68.0	47.0	27.0	48.0	56.0	58.0	52.0	燃料高と半導体不安が重なり、将来設計が慎重化する
3	EU	欧州連合	European Union	欧州	境界的圧力	半導体安保で対中依存を抑制	対台関与は抑えつつ輸出管理と代替調達を加速	産業と雇用を守るため供給網の強靭化を急ぐ	加盟国温度差と企業負担で一枚岩になりにくい	56.0	53.0	58.0	55.0	57.0	62.0	52.0	49.0	半導体不安で将来設計が揺れ、転職・学習圧が強まる
4	USA	アメリカ	United States	北米	境界的圧力	同盟負担増とエネ安保優先	ホルムズ警戒で海上警備支援と対日負担要請	エネルギーと物価を守るため抑止を強化	選挙と分断で長期関与の継続が不安定	72.0	78.0	64.0	84.0	56.0	75.0	71.0	38.0	電気代・物価不安が学習投資と就職観を短期化させる
4	CHN	中国	China	東アジア	境界的圧力	台湾抑止と輸出統制で牽制	対日素材・部材の審査強化と迂回輸出	外圧に備え産業と雇用を守り抜く	景気鈍化で強硬一辺倒は取れない	88.0	64.0	74.0	73.0	49.0	85.0	78.0	36.0	電気代不安で将来設計が縮み、挑戦より安定志向が強まる
4	JPN	日本	Japan	東アジア	境界的圧力	物価対策と抑止の同時運用	産油国・米と協議し調達分散と備蓄拡大	電気代・燃料高に備え家計と産業を下支え	財政配分が硬直、支援は時限で限界	73.0	74.0	66.0	58.0	77.0	79.0	78.0	33.0	生活コスト不安で将来展望が縮み、挑戦回避が増えやすい
4	TWN	台湾	Taiwan	東アジア	境界的圧力	抑止維持と生活コスト対処	米日欧と危機連絡強化、燃料調達を多元化	物価不安に対処しつつ抑止と産業を守る	燃料・電力脆弱でコスト上昇、財政が逼迫	82.0	72.0	63.0	55.0	61.0	80.0	76.0	46.0	電気代・物流不安が上乗せされ、進路の慎重化と疲労感が強まる
4	KOR	韓国	South Korea	東アジア	境界的圧力	供給と物価を同時防衛	原油LNGの長期契約増、対米で在庫連携	物価対策と安保を両立し雇用を守る	対中取引と同盟順守の板挟み、財政も硬い	70.0	67.0	62.0	64.0	63.0	74.0	66.0	41.0	電気代と就職不安が重なり、将来設計が短期化する
4	PRK	北朝鮮	North Korea	東アジア	間接衝突	示威で譲歩を引き出す	短距離発射示威とサイバー攪乱を強化	包囲に対抗し自力更生と結束を強調	資金・燃料難、緊張演出が統治の燃料	88.0	54.0	64.0	63.0	57.0	72.0	83.0	39.0	安保不安と物価不安が重なり、挑戦より回避が増える
4	RUS	ロシア	Russia	ユーラシア	間接衝突	資源優位で対外圧力に対抗	輸出条件を硬化し代替物流も確保	資源収入で戦費と生活を下支え	技術制裁で装備・産業更新が鈍い	80.0	78.0	60.0	68.0	54.0	70.0	59.0	36.0	電気代と就活不安が増し、挑戦より堅実志向が強まる
4	UKR	ウクライナ	Ukraine	欧州	限定戦争	支援確保と戦線維持を最優先	欧州・日本に復興資金と弾薬・部品支援を再要請	戦況は厳しいが同盟支援で国を守り抜く	兵員・財政の消耗で交渉余地が狭い	72.0	58.0	60.0	57.0	70.0	56.0	63.0	42.0	電気代不安が生活防衛志向を強め、挑戦意欲が揺らぐ
4	IRN	イラン	Iran	中東	境界的圧力	停戦維持で対外圧力を調整	航路近傍で示威と仲介国経由で交渉	停戦は維持、生活防衛と安全確保を優先	強硬派と経済難で譲歩余地が狭い	68.0	81.0	56.0	52.0	60.0	69.0	74.0	41.0	燃料高と物流不安が将来像を縮め、安定志向が強まる
4	ISR	イスラエル	Israel	中東	間接衝突	抑止維持と経済耐久を優先	米欧と対イラン抑止連携、海上警戒強化	停戦下でも備え継続、物価対策も並行	動員負担と政治分断で追加決断が難しい	72.0	78.0	61.0	64.0	70.0	74.0	69.0	41.0	燃料高と物流不安で生活設計が縮み、焦りが増す
4	SAU	サウジアラビア	Saudi Arabia	中東	境界的圧力	価格安定を最優先	OPEC+で供給余力を誇示し護送調整	市場安定で歳入を守り改革を継続	海上不安で保険料上昇、板挟み継続	56.0	78.0	50.0	28.0	52.0	62.0	61.0	49.0	光熱・燃料高が先行き不安を増幅し進路が保守化
4	EU	欧州連合	European Union	欧州	境界的圧力	エネルギー確保と景気防衛	中東リスクを警戒しLNG・原油調達を分散	物価と雇用を守りつつ支援と抑止を継続	加盟国温度差と物価不満で統一対応が遅い	58.0	67.0	55.0	52.0	63.0	60.0	57.0	46.0	電気代・物流高で将来不安が増し、節約と学び直し圧が強まる
5	USA	アメリカ	United States	北米	境界的圧力	技術封鎖で同盟結束強化	対中技術規制強化と同盟国に遵守要請	雇用と安全保障を守るため技術防衛	産業界反発と選挙で継続性が揺れる	78.0	71.0	66.0	90.0	60.0	82.0	74.0	34.0	計算資源不足と物価不安が将来設計を縮め、挑戦より安定志向が強まる
5	CHN	中国	China	東アジア	境界的圧力	輸出統制に対抗し圧力維持	対日重要部材の許認可を絞り代替供給を推進	外部封鎖に備え産業と雇用を守る	景気減速で長期強硬は負担、失業が怖い	90.0	66.0	77.0	76.0	52.0	88.0	80.0	34.0	分断感で将来が読めず、挑戦より安定志向が強まる
5	JPN	日本	Japan	東アジア	境界的圧力	供給網と財政の同時防衛	同盟と技術枠組み参加、調達二重化	物価と雇用を守りつつ技術基盤を確保	財政硬直で配分が痛む、合意形成も重い	76.0	72.0	70.0	66.0	82.0	86.0	81.0	29.0	将来の選択肢が狭まる感覚が強まり、挑戦回避と焦燥が増える
5	TWN	台湾	Taiwan	東アジア	境界的圧力	供給網防衛と抑止堅持	米日欧と輸出管理協調、代替物流確保	外圧下でも雇用と産業基盤を守る	電力・燃料が弱点、投資と防衛が競合	85.0	74.0	66.0	61.0	64.0	86.0	79.0	44.0	半導体不安が再燃し、就職・進学で慎重化と疲労感が増す
5	KOR	韓国	South Korea	東アジア	境界的圧力	技術同盟を優先し需給を締める	対米で半導体枠組み強化、対中は選別	技術主権と雇用防衛のため再配置する	輸出依存と同盟順守が衝突、物価も怖い	72.0	64.0	66.0	71.0	67.0	79.0	71.0	38.0	半導体の先細り感が就活不安を増幅し挑戦が萎む
5	PRK	北朝鮮	North Korea	東アジア	境界的圧力	示威で交渉余地を作る	発射訓練示威と暗黙の制裁回避取引	対外包囲に屈せず国防と結束を強調	外貨・燃料不足、緊張維持が統治手段	92.0	56.0	66.0	68.0	59.0	75.0	86.0	36.0	安保不安と分断感で将来像が狭まり、挑戦より保守化が進む
5	RUS	ロシア	Russia	ユーラシア	間接衝突	資源と制裁耐性で主導権確保	資源輸出条件を選別し友好国へ傾斜	包囲下でも国家運営と戦費を維持	技術・部材制約で長期消耗が痛い	82.0	81.0	63.0	73.0	56.0	76.0	62.0	33.0	物価・就職不安が増幅し、挑戦より安定志向が強まる
5	UKR	ウクライナ	Ukraine	欧州	限定戦争	支援維持と防衛継続を優先	欧州・日米に弾薬・防空と復興資金を再要請	長期戦でも国家存続のため動員と支援を続ける	兵員・財政が限界で交渉主導権が弱い	74.0	61.0	63.0	66.0	76.0	62.0	67.0	38.0	半導体不安と物価観測で将来設計が保守化しやすい
5	IRN	イラン	Iran	中東	境界的圧力	停戦維持し圧力は段階化	航路警戒を強化、制裁緩和交渉を模索	外圧下でも治安と生活を守ると強調	強硬派圧力と資金難で選択肢が狭い	70.0	84.0	58.0	60.0	63.0	72.0	76.0	39.0	燃料高と分断感で先行き不透明感が強まり、慎重・安定志向が増す
5	ISR	イスラエル	Israel	中東	境界的圧力	技術優位と抑止を優先	米欧と輸出管理強化、対イラン警戒継続	ブロック化でも雇用と安全を守る	分断政治と動員負担で長期化に弱い	76.0	81.0	66.0	71.0	74.0	79.0	72.0	38.0	半導体・物価不安が進路選択を硬直化し焦燥が増す
5	SAU	サウジアラビア	Saudi Arabia	中東	境界的圧力	価格安定と体制収益を両立	OPEC+で小幅調整、米中と二重交渉	市場安定で歳入を確保し改革を継続	海上不安と制裁地雷で自由度が狭い	58.0	76.0	52.0	31.0	54.0	66.0	63.0	47.0	燃料高と分断感で将来設計が慎重化、挑戦が鈍る
5	EU	欧州連合	European Union	欧州	境界的圧力	規制軸で技術主権を確保	対中リスク抑制へ輸出管理と同盟調整	雇用と安全を守るため産業転換を加速	加盟国利害差で決定が遅れ景気不安	64.0	61.0	58.0	66.0	66.0	69.0	60.0	44.0	半導体・職の先細り感が増え、進路不安と海外志向が強まる
6	USA	アメリカ	United States	北米	境界的圧力	同盟負担増で技術優位維持	対中輸出管理維持、同盟へ投資と規制順守要求	雇用と安全保障のため供給網を守る	選挙・物価で対外強硬の継続が不安定	76.0	66.0	69.0	92.0	64.0	80.0	73.0	32.0	財政議論で支援が見えにくく、将来は守り優先に傾く
6	CHN	中国	China	東アジア	境界的圧力	選別圧力で統制維持	対日重要素材は許認可を選別、代替も拡大	外部封鎖に備え産業と雇用を守る	景気鈍化で強硬一辺倒は不利、失業が怖い	88.0	64.0	79.0	78.0	56.0	87.0	82.0	31.0	生活費と将来不安が重なり、挑戦より節約・安定志向が強まる
6	JPN	日本	Japan	東アジア	境界的圧力	財政制約下で同時防衛	同盟協議で負担平準化、調達分散を加速	物価・雇用優先、必要分野に集中投資	配分争いで遅れる、増税回避も限界	74.0	69.0	73.0	62.0	88.0	82.0	84.0	24.0	支援の選別感が強まり、将来設計が不透明で萎縮が増える
6	TWN	台湾	Taiwan	東アジア	境界的圧力	抑止維持と産業連続性	米日欧と供給継続協議、重要品優先配分	安全と雇用を守り投資継続を図る	電力燃料と保険コストが重い	83.0	71.0	64.0	63.0	67.0	84.0	78.0	41.0	財政議論の迷走と供給不安が重なり、将来設計が保守化し疲労感が増す
6	KOR	韓国	South Korea	東アジア	境界的圧力	技術同盟維持し供給管理	対米で半導体枠組み維持、対中は制限強化	安保と雇用を守るため供給を最適化	輸出と同盟順守が緊張、家計負担も重い	74.0	66.0	69.0	73.0	61.0	81.0	73.0	34.0	日本の財政議論が支援の見通しを曇らせ、就活と生活不安が増幅
6	PRK	北朝鮮	North Korea	東アジア	境界的圧力	示威を維持し譲歩を引く	短距離発射示威と対話窓口の誇示	包囲下でも国防で生活を守ると宣伝	外貨不足で長期緊張は高コスト	90.0	58.0	68.0	70.0	63.0	76.0	88.0	32.0	財政論争と安保不安が重なり、挑戦より防衛的進路が増える
6	RUS	ロシア	Russia	ユーラシア	間接衝突	資源収入と戦争継続を優先	供給条件を硬化し制裁回避網を拡大	外圧下でも戦費と生活を守る	部材・技術不足で消耗が進む	84.0	78.0	66.0	74.0	60.0	77.0	64.0	30.0	物価と将来不安が続き、挑戦より防衛的選択が増える
6	UKR	ウクライナ	Ukraine	欧州	限定戦争	支援固定化へ追加支援要請	欧州・日米へ防空と復興資金の上積み要請	支援確保と動員維持で国家存続を優先	兵員・財政が逼迫し交渉余地が小さい	76.0	63.0	66.0	67.0	80.0	64.0	69.0	33.0	財政余地論争と外部不確実性で将来設計が萎縮しやすい
6	IRN	イラン	Iran	中東	境界的圧力	停戦は維持、交渉で時間稼ぎ	航路周辺の示威と裏交渉を併用	外圧に屈せず生活防衛を継続	強硬派・資金難で譲歩が難しい	72.0	86.0	60.0	62.0	66.0	74.0	79.0	35.0	物価と将来不安が残り、挑戦より安定志向が強まる
6	ISR	イスラエル	Israel	中東	境界的圧力	抑止維持と技術確保を優先	米欧と輸出管理・対サイバー協力を継続	安全確保と経済維持を同時に進める	動員負担と政治分断で長期戦に弱い	78.0	83.0	68.0	73.0	77.0	81.0	74.0	34.0	財政議論で支援見通しが揺れ、将来不安と焦燥が強まる
6	SAU	サウジアラビア	Saudi Arabia	中東	境界的圧力	価格維持と安定供給を優先	OPEC+で減産維持、紅海警戒を強化	歳入を守り改革と雇用を維持する	海上不安と米圧力で調整幅が小さい	61.0	79.0	54.0	32.0	60.0	67.0	65.0	44.0	生活費高止まりで将来不安が増幅、挑戦は慎重化
6	EU	欧州連合	European Union	欧州	境界的圧力	規制と産業防衛を優先	対中依存低減と輸出管理を継続	雇用と安全のため産業転換を守る	加盟国分断と景気減速で実行が鈍い	66.0	58.0	60.0	70.0	68.0	71.0	63.0	41.0	財政不安下で進路選択が硬直し、海外志向と焦燥が増える
7	USA	アメリカ	United States	北米	境界的圧力	同盟分担と電力確保を優先	同盟へAI電力・投資負担分担を要求	電力網と雇用を守り競争力を維持	送電遅延と住民反発、選挙で揺れる	78.0	70.0	73.0	94.0	67.0	82.0	76.0	30.0	計算資源と電力コスト不安が強まり、将来像が縮む
7	CHN	中国	China	東アジア	境界的圧力	統制維持で対外圧力を選別	対日素材・部材の許認可を絞りつつ取引余地も残す	電力制約下でも産業と雇用を優先し安定を守る	電力網負担と雇用不安で強硬一本は続けにくい	86.0	66.0	81.0	79.0	58.0	88.0	84.0	29.0	電力・AI格差の話題が不安を増幅し、将来設計が保守化する
7	JPN	日本	Japan	東アジア	境界的圧力	電力制約下でAI配分最適化	電力・燃料の調達多角化とDC立地協議	AI投資は進めつつ地域負担と料金上昇を抑制	送電・立地合意が遅れ格差批判が増える	72.0	74.0	76.0	68.0	90.0	83.0	88.0	21.0	AI利用格差と料金不安が増え、挑戦より防衛に傾く
7	TWN	台湾	Taiwan	東アジア	境界的圧力	電力確保と抑止維持	米日欧と電力・燃料確保協議、供給優先枠	電力負担を抑え投資と雇用を守る	電力網制約でDC増設が鈍りコスト上昇	84.0	76.0	66.0	69.0	70.0	86.0	80.0	38.0	電力制約でAI格差不安が増え、就活と将来設計が慎重化
7	KOR	韓国	South Korea	東アジア	境界的圧力	電力制約下で技術同盟を堅持	対米で計算資源枠と電力投資協調、対中は輸出管理維持	電力網整備と雇用対策でAI格差を抑える	電力網投資が遅れれば供給管理も雇用も崩れる	72.0	69.0	73.0	79.0	66.0	78.0	77.0	30.0	電力・計算資源の逼迫が就活不安を増幅し将来像が曇る
7	PRK	北朝鮮	North Korea	東アジア	境界的圧力	示威で譲歩を誘う	発射示威とサイバー資金獲得を継続	電力難でも軍需優先で体制防衛	外貨不足と電力難で長期挑発は負担	92.0	61.0	70.0	74.0	66.0	79.0	90.0	30.0	安保不安とAI格差不安が同時進行し、将来設計が萎む
7	RUS	ロシア	Russia	ユーラシア	間接衝突	資源を梃子に制裁耐性	エネルギー供給を選別し価格交渉を強化	外圧下でも雇用と戦費を維持	電力・部材不足で産業転換が遅い	86.0	82.0	68.0	76.0	62.0	79.0	66.0	28.0	電力制約でAI格差不安が増え、将来像が縮む
7	UKR	ウクライナ	Ukraine	欧州	限定戦争	支援の質を指定し追加要請	防空・発電/送電・AI支援を日欧米へ要請	前線維持と復興準備を同時に進める	電力と財政が限界、支援条件が厳化	78.0	66.0	68.0	72.0	82.0	66.0	71.0	31.0	AI格差と電力不安が重なり、将来像が描きにくい
7	IRN	イラン	Iran	中東	境界的圧力	停戦維持し資源レバー維持	航路周辺で示威しつつ制裁緩和交渉	外圧に備え生活防衛と電力確保を強化	財政難と強硬派で譲歩が狭い	74.0	88.0	62.0	64.0	68.0	76.0	82.0	32.0	電力・物価不安が長期化し、挑戦回避と閉塞感が強まる
7	ISR	イスラエル	Israel	中東	境界的圧力	抑止維持と計算資源確保	米欧と輸出管理・電力/DC協力を強化	安全保障優先で生活影響は最小化する	動員と電力制約で成長投資が詰まる	80.0	86.0	70.0	79.0	79.0	83.0	76.0	33.0	AI利用格差と電力不安が重なり、進路の焦りが増す
7	SAU	サウジアラビア	Saudi Arabia	中東	境界的圧力	価格と供給の微調整	OPEC+で増産余地示し、紅海護衛協調	安定歳入で改革投資と雇用を守る	米圧力と海上不安で最適化が難しい	63.0	82.0	55.0	33.0	61.0	68.0	66.0	43.0	電力制約でAI格差不安が上乗せ、生活費高止まりで挑戦が鈍る
7	EU	欧州連合	European Union	欧州	境界的圧力	電力制約下で産業防衛	電力優先配分とAI拠点誘導、輸出管理継続	電力と雇用を守りつつAI格差を抑える	加盟国利害と環境規制で増設が遅い	64.0	62.0	58.0	76.0	66.0	69.0	65.0	39.0	計算資源の逼迫観が進路不安を増やし、焦燥が強まる
8	USA	アメリカ	United States	北米	境界的圧力	同盟負担とAI覇権を優先	対日で計算資源・防衛分担の上積み要求	雇用再配置に備え産業と訓練を守る	送電制約と選挙、物価不満で譲れない	80.0	68.0	78.0	95.0	70.0	83.0	82.0	28.0	初職不安と計算資源不足が重なり、将来設計が縮む
