step	country_code	country_name	country_name_en	region	risk_stage	stance	foreign_action	domestic_message	private_constraint	geopolitical_risk	energy_price_pressure	labor_market_uncertainty	compute_supply_constraint	fiscal_pressure	supply_chain_fragility	sns_anxiety_amplification	japan_policy_buffer	japan_impact_summary
1	SAU	サウジアラビア	Saudi Arabia	中東	圧力上昇	価格安定と体制安定を優先	産油調整で急騰抑制、米国と対話継続	市場安定で歳入確保、改革投資は守る	安全保障費と改革投資が競合しやすい	38.0	63.0	41.0	24.0	44.0	36.0	40.0	56.0	光熱費不安が継続。将来設計は慎重化するが急落は限定
1	EU	欧州連合	European Union	欧州	圧力上昇	規制と支援で安定確保	米国と協調し制裁と停戦監視、調達先分散	安全保障と物価対策を両立し雇用を守る	合意形成が遅く、景気と支援の両立が難しい	54.0	52.0	46.0	38.0	50.0	49.0	47.0	56.0	物価と雇用の不透明感が残り、将来設計が慎重化する
2	USA	アメリカ	United States	北米	圧力上昇	同盟動員でAI優位を固守	日へ対中抑止分担と計算資源枠組み要求	AI競争で雇用と安全を守る投資を拡大	分断と物価で追加負担に限界、停戦再燃も懸念	72.0	60.0	62.0	58.0	63.0	56.0	61.0	44.0	就職観が揺れ、安定志向が強まり挑戦意欲が鈍る
2	CHN	中国	China	東アジア	境界的圧力	AI覇権と雇用不安の抑制	対日輸出管理示唆と台湾周辺示威を調整	AI投資と雇用維持で外圧に対抗	景気減速で強硬策は長期維持困難	75.0	46.0	69.0	66.0	38.0	72.0	70.0	41.0	計算資源と雇用不安が直撃し将来設計が短期化
2	JPN	日本	Japan	東アジア	圧力上昇	人材・産業防衛で不安を抑制	同盟国とAI供給網協調、計算資源確保	雇用転換と賃上げ支援で将来不安を減らす	財政制約で支援は薄く、格差不満が残る	50.0	60.0	58.0	38.0	66.0	52.0	63.0	49.0	仕事の先行き不安が増幅、学び直しが希望の鍵
2	TWN	台湾	Taiwan	東アジア	境界的圧力	半導体優先で同盟協調	米日EUへ供給枠確保と規制整合を要請	技術競争下でも雇用と供給を守る	電力・人材・資金がボトルネック	76.0	63.0	58.0	62.0	60.0	70.0	66.0	51.0	計算資源不足と雇用観測で将来設計が保守化
2	KOR	韓国	South Korea	東アジア	圧力上昇	同盟軸で技術確保優先	対米で対中規制整合と投資誘致	AI競争で雇用転換を急ぎ国益守る	計算資源と人材が不足、財政も硬直	60.0	54.0	58.0	52.0	60.0	56.0	57.0	47.0	計算資源争奪と雇用不安が増え、挑戦より安定志向へ
2	PRK	北朝鮮	North Korea	東アジア	間接衝突	示威と外貨確保を優先	発射示威とサイバー窃取で資金確保	包囲に備え動員と規律を徹底	外貨不足と統制維持が最優先	78.0	20.0	46.0	40.0	24.0	36.0	74.0	49.0	ミサイル不安とAI雇用不安が重なり将来像が縮む
2	RUS	ロシア	Russia	ユーラシア	間接衝突	制裁下で戦時と技術自立	資源輸出維持と友好国へAI協力拡大	外圧下でも雇用と防衛を優先	戦費と制裁で投資余力が細る	76.0	69.0	62.0	66.0	56.0	63.0	61.0	44.0	AI競争と資源不安で将来像が揺れ、慎重志向が強まる
2	UKR	ウクライナ	Ukraine	欧州	限定戦争	支援維持と体制持久	欧米へ防空・弾薬とAI制裁例外を要請	戦時統制を維持し生活支援を優先する	支援疲れと人員不足、財政が限界に近い	64.0	43.0	57.0	41.0	62.0	47.0	55.0	54.0	AI競争で雇用不安が増幅、遠因の戦争長期化も重なり悲観寄り
2	IRN	イラン	Iran	中東	境界的圧力	停戦維持で主権固守	抑止を示しつつ制裁緩和の経路探る	外圧下でも安定と生活を守る	強硬派圧力と財政難で譲歩困難	69.0	75.0	58.0	56.0	66.0	60.0	67.0	43.0	資源高とAI競争不安が重なり将来像が縮む
2	ISR	イスラエル	Israel	中東	間接衝突	抑止と計算資源確保	米欧とAI協力枠組み強化、輸出管理厳格化	技術優位で安全確保、産業支援も継続	戦費と分断で改革余力が削られる	64.0	56.0	52.0	49.0	60.0	53.0	60.0	47.0	AI雇用不安と中東緊張が重なり将来像が曇る
2	SAU	サウジアラビア	Saudi Arabia	中東	圧力上昇	価格管理と対外均衡	産油を小幅調整し急騰抑制、対米協議継続	歳入確保と改革投資を守り雇用不安に備える	安全保障費とAI投資が競合、対米依存も残る	40.0	61.0	46.0	28.0	42.0	37.0	43.0	55.0	光熱費の不安が続き節約志向強化。AI雇用不安は間接的に増す
2	EU	欧州連合	European Union	欧州	圧力上昇	規制競争で産業防衛	AI規制整備と資金動員、同盟で調達確保	競争力と雇用を守り安全も確保する	加盟国利害が割れ、意思決定が遅い	56.0	53.0	51.0	46.0	54.0	52.0	52.0	52.0	AI職不安と物価警戒が続き、挑戦より安定志向が強まる
3	USA	アメリカ	United States	北米	境界的圧力	対中抑止と半導体確保を優先	日へ対中抑止分担増と半導体・計算資源の共同確保要求	供給網防衛で雇用と物価を守り抑止を強化	選挙・物価で負担増に限界、停戦再燃も警戒	78.0	62.0	66.0	71.0	68.0	74.0	70.0	39.0	半導体不安で将来設計が保守化、安定職志向とSNS不安が強まる
3	CHN	中国	China	東アジア	境界的圧力	台湾圧力と輸出管理を併用	台湾周辺示威を強めつつ対日供給を選別	外圧に屈せず安全と雇用を守る	景気鈍化で強硬維持はコスト高	82.0	48.0	73.0	74.0	40.0	78.0	76.0	38.0	供給不安と戦争連想で将来計画が短期化、挑戦回避が増える
3	JPN	日本	Japan	東アジア	境界的圧力	同盟連携で供給不安を抑制	米台欧と半導体・部材の代替調達枠を拡大	供給不安に備え、産業と雇用を守る	在庫積み増しと補助で財政負担が増える	68.0	57.0	62.0	55.0	72.0	74.0	78.0	44.0	供給不安が就活と賃上げ期待を冷やし、将来像が曇る
3	TWN	台湾	Taiwan	東アジア	境界的圧力	供給維持で抑止協調	米日EUと供給枠・輸送保険を前倒し協議	平常運用を維持し投資と雇用を守る	電力増強と人材流出が継続リスク	80.0	66.0	60.0	68.0	62.0	74.0	70.0	48.0	供給不安が就活・進路を慎重化、海外志向と不安が同居
3	KOR	韓国	South Korea	東アジア	境界的圧力	同盟整合で供給網防衛	対米整合で輸出管理強化、対日協力拡大	危機管理で産業と雇用を守る	対中依存と国内雇用不満が同時に重い	68.0	57.0	62.0	60.0	63.0	71.0	66.0	44.0	半導体不安で将来設計が短期化、安定志向が強まる
3	PRK	北朝鮮	North Korea	東アジア	間接衝突	示威で抑止と外貨確保	短距離発射示威とサイバー資金獲得	外部脅威に備え規律と動員を強化	外貨難と統制不安で挑発が止めにくい	82.0	22.0	50.0	42.0	26.0	39.0	78.0	47.0	半導体不安にミサイル不安が重なり将来像が萎む
3	RUS	ロシア	Russia	ユーラシア	間接衝突	資源収入確保と対外牽制	資源輸出を武器化し対中協調で制裁回避	外圧下でも雇用と安全を守る	戦費と制裁で技術投資が詰まる	78.0	73.0	64.0	67.0	58.0	66.0	63.0	43.0	半導体不安と資源高で将来像が霞み、慎重志向が強まる
3	UKR	ウクライナ	Ukraine	欧州	限定戦争	支援確保と長期持久	欧米へ防空・弾薬と資金継続を要請	戦時統制を維持し生活支援を優先する	人員不足と支援疲れ、財政余力が薄い	66.0	45.0	58.0	48.0	64.0	55.0	59.0	52.0	半導体不安と戦争長期化が重なり将来不安が増幅、慎重化
3	IRN	イラン	Iran	中東	境界的圧力	制裁下で影響力と停戦維持	対米は停戦枠組み維持、対中露で取引深耕	外圧は続くが主権と生活を守る	強硬派と財政難で譲歩幅が狭い	71.0	77.0	59.0	58.0	67.0	62.0	69.0	41.0	半導体不安に原油高観測が重なり、将来設計が守りに寄る
3	ISR	イスラエル	Israel	中東	間接衝突	技術確保と抑止を優先	米欧と半導体・AI供給枠を優先配分	脅威下でも成長投資と防衛を両立	戦費と分断で産業支援が先細る	66.0	57.0	54.0	56.0	62.0	58.0	63.0	45.0	半導体不安で就職観が硬化し、将来不信が増幅
3	SAU	サウジアラビア	Saudi Arabia	中東	圧力上昇	市場安定と対外均衡	アジア向け供給維持、OPEC+で急変回避	価格安定で歳入と改革投資を守る	対米安保と投資資金の両立が難しい	42.0	58.0	47.0	30.0	44.0	45.0	49.0	53.0	半導体不安で将来像が曇り、生活コスト懸念が重なる
3	EU	欧州連合	European Union	欧州	圧力上昇	供給網防衛で対中距離調整	対中依存を減らし半導体調達を多角化	危機耐性を高め雇用と安全を守る	加盟国分裂と景気悪化で実行が遅い	60.0	54.0	52.0	49.0	56.0	58.0	51.0	50.0	半導体不安で将来設計が慎重化、転職不安が増す
4	USA	アメリカ	United States	北米	境界的圧力	中東警戒で同盟負担増	日本へ備蓄放出協調と海上警備支援要求	原油高対策と抑止で家計と市場を守る	停戦再燃と選挙で追加負担は限定的	81.0	76.0	69.0	72.0	71.0	79.0	73.0	34.0	電気代・物価不安が進路選択を短期化、挑戦回避が増える
4	CHN	中国	China	東アジア	境界的圧力	台湾圧力は維持、経済は安定化	台湾周辺の示威継続、供給は選別緩和	外圧に備えつつ物価と雇用を守る	景気鈍化と原油高で強硬の持続が重い	84.0	57.0	75.0	73.0	42.0	79.0	78.0	36.0	電気代・物流不安が将来像を曇らせ、挑戦より防衛的選択が増える
4	JPN	日本	Japan	東アジア	境界的圧力	電気代対策で不安抑制	産油国と調達枠確保、海上護衛連携強化	価格高騰に備え支援と抑止を同時に進める	補助と備蓄で財政負担、賃上げ余力も圧迫	70.0	74.0	64.0	58.0	78.0	76.0	81.0	39.0	光熱費と物価が将来設計を圧迫。就活・結婚観が慎重化
4	TWN	台湾	Taiwan	東アジア	境界的圧力	エネ不安下でも供給と抑止	米日と燃料・物流保険を確保し海峡監視強化	価格高は一時的、雇用と供給は守り抜く	燃料・電力制約で稼働余力が細い	82.0	78.0	63.0	71.0	66.0	77.0	74.0	44.0	電気代と物流高で将来不安増、IT進路は様子見が増える
4	KOR	韓国	South Korea	東アジア	境界的圧力	同盟軸で供給網と物価抑制	対米協議でエネ調達分散、物流警戒強化	物価と安保を同時に守る危機対応	対中取引と輸出管理、雇用不満が衝突	70.0	74.0	66.0	62.0	65.0	76.0	71.0	41.0	電気代・物流不安が将来設計を短期化、慎重志向が強まる
4	PRK	北朝鮮	North Korea	東アジア	間接衝突	示威で抑止と取引余地確保	発射示威とサイバー外貨獲得を継続	制裁と脅威下で規律・動員を強化	外貨難と統制不安で挑発が止めにくい	84.0	34.0	52.0	43.0	30.0	44.0	81.0	45.0	電気代不安に安全保障不安が上乗せされ将来設計が縮む
4	RUS	ロシア	Russia	ユーラシア	間接衝突	資源高で制裁耐久を優先	迂回輸出拡大とOPEC+協調で高値維持	外圧下でも歳入確保し生活を守る	戦費と技術遮断で長期成長が痩せる	80.0	79.0	67.0	69.0	61.0	68.0	65.0	41.0	電気代不安が将来設計を圧迫し、挑戦より節約・安定志向が強まる
4	UKR	ウクライナ	Ukraine	欧州	限定戦争	支援維持へ交渉強化	欧米へ資金・防空と補給の継続を要請	戦局は厳しいが統制と生活支援を続ける	支援疲れと人員不足、財政余力が限界	68.0	57.0	60.0	50.0	66.0	60.0	62.0	50.0	原油不安と戦争長期化で将来像が霞み、節約と慎重化が進む
4	IRN	イラン	Iran	中東	境界的圧力	停戦維持と航路抑止誇示	代理勢力を抑制しつつ海上圧力を示す	外圧下でも主権と生活を守り抜く	強硬派統制と財政難で柔軟性が乏しい	74.0	85.0	63.0	60.0	70.0	66.0	73.0	38.0	原油高警戒で生活コスト不安が増幅し将来設計が萎縮
4	ISR	イスラエル	Israel	中東	間接衝突	抑止維持と供給確保	米欧と防衛・サイバー協力を強化	警戒を維持し生活・経済を守る	戦費と分断で財政余力が目減り	68.0	66.0	56.0	58.0	64.0	61.0	66.0	42.0	電気代・物価不安で将来設計が慎重化、SNS不安が増幅
4	SAU	サウジアラビア	Saudi Arabia	中東	境界的圧力	価格高騰回避と抑止重視	OPEC+で増産余地示唆、航路警戒強化	市場安定で歳入と雇用改革を守る	対米安保と地域均衡で選択肢が狭い	56.0	71.0	52.0	32.0	47.0	54.0	57.0	46.0	光熱費と物流不安が将来設計を鈍らせ、節約志向と悲観が広がる
4	EU	欧州連合	European Union	欧州	圧力上昇	価格警戒で対外協調	ホルムズ警戒で共同備蓄放出と調達分散	エネルギー高に備え家計と産業を守る	加盟国利害と選挙で迅速決定が難しい	63.0	67.0	55.0	50.0	60.0	57.0	56.0	46.0	電気代と物価の先行き不安で将来像が曇り、挑戦回避が増える
5	USA	アメリカ	United States	北米	境界的圧力	同盟結束で技術囲い込み	対日で半導体供給枠と防衛協力を条件化	対中抑止と雇用確保へ重要技術を守る	選挙・財政制約で負担転嫁が必要	84.0	72.0	74.0	81.0	75.0	86.0	78.0	30.0	供給不安と就活不透明で将来像が縮み、慎重化が進む
5	CHN	中国	China	東アジア	境界的圧力	技術主権優先で圧力維持	輸出管理対抗と台湾周辺示威、取引は選別	封じ込めに対抗し雇用と安定を守る	景気鈍化で強硬長期化の負担が増す	87.0	58.0	78.0	80.0	45.0	84.0	81.0	33.0	進路が不安定化し、挑戦より安定志向と焦りが増える
5	JPN	日本	Japan	東アジア	境界的圧力	経済安定を優先し分断対応	半導体調達の同盟枠確保と国内投資加速	分断下でも雇用と物価を守り成長へ繋ぐ	コスト増と財政制約で支援の選別が必要	68.0	61.0	66.0	72.0	82.0	84.0	86.0	33.0	分断で将来像が霞み、進路選択が保守化・海外志向も二極化
5	TWN	台湾	Taiwan	東アジア	境界的圧力	供給維持を軸に抑止を強化	米日欧と供給保証枠を拡大、海峡監視継続	分断下でも雇用と供給を守り、備えを強める	ブロック化で販路・調達が硬直、電力も制約	86.0	80.0	66.0	78.0	69.0	84.0	79.0	41.0	半導体不安が就職・進路不安を増幅、慎重化が進む
5	KOR	韓国	South Korea	東アジア	境界的圧力	同盟軸で半導体主権を防衛	対米で輸出管理整合、対中は選別継続	雇用と安保を守るため産業防衛を強化	対中依存と若者不満、政局が足枷	74.0	69.0	72.0	70.0	67.0	82.0	76.0	38.0	供給網不安と雇用懸念が増幅し、将来設計が保守化
5	PRK	北朝鮮	North Korea	東アジア	間接衝突	示威継続で交渉余地確保	発射準備示威とサイバー外貨獲得強化	包囲下の自力更生と規律を強調	技術遮断と外貨難で譲歩しにくい	86.0	36.0	56.0	52.0	33.0	49.0	84.0	43.0	安全保障不安と技術分断感が重なり進路選択が保守化
5	RUS	ロシア	Russia	ユーラシア	間接衝突	資源で制裁耐久を継続	友好国迂回と資源値決めで交渉圧力	外圧下でも歳入と治安を守る	半導体・AI遮断で軍需と成長が鈍る	82.0	81.0	69.0	74.0	63.0	71.0	68.0	39.0	物価と計算資源不安が重なり、挑戦より内向き安定が強まる
5	UKR	ウクライナ	Ukraine	欧州	限定戦争	支援確保と戦力維持を優先	欧米へ弾薬・防空・資金を再要請、調達網も分散	長期戦に備え動員と生活支援を両立する	支援疲れと財政限界、供給網分断で調達難	70.0	60.0	63.0	56.0	69.0	66.0	65.0	47.0	分断と長期戦の継続感で不安が強まり、挑戦より安全志向が増える
5	IRN	イラン	Iran	中東	境界的圧力	停戦維持し対外圧力を分散	制裁回避の貿易網拡張と航路抑止誇示	包囲に屈せず生活と主権を守る	強硬派と財政難で譲歩余地が小	78.0	88.0	66.0	63.0	72.0	69.0	77.0	36.0	原油高と分断報道で不安が増幅し、進路・家計計画が慎重化
5	ISR	イスラエル	Israel	中東	間接衝突	技術囲い込みに備える	米欧と輸出管理協調、代替供給網を優先確保	安全と経済の両立へ、技術・防衛投資を継続	戦費と政治対立で余力が細り持久戦に不安	70.0	64.0	58.0	66.0	68.0	67.0	63.0	40.0	半導体・AI分断で就職像が揺れ、挑戦より安定志向が強まる
5	SAU	サウジアラビア	Saudi Arabia	中東	境界的圧力	価格安定と対外均衡	OPEC+で供給調整、航路警戒と対話継続	市場安定で歳入確保、改革と治安を守る	対米安保と地域均衡で急な増産は難しい	60.0	69.0	53.0	38.0	49.0	61.0	60.0	43.0	生活コストと分断感が重なり、挑戦より安定志向が強まる
5	EU	欧州連合	European Union	欧州	境界的圧力	技術主権で対中依存を圧縮	輸出管理調整と域内投資、調達同盟化	雇用と安全を守るため供給網を強化	加盟国分裂と産業利害で規制が遅れる	66.0	59.0	56.0	58.0	61.0	64.0	57.0	45.0	半導体制約と物価不安が重なり、将来設計が短期化しがち
6	USA	アメリカ	United States	北米	境界的圧力	同盟負担増と技術統制	対日で防衛費・輸出管理遵守を要求	同盟結束で抑止と雇用を守る	選挙・財政で対外負担転嫁が必要	82.0	68.0	76.0	84.0	80.0	85.0	79.0	26.0	支援停滞観測と就活不透明が重なり、将来設計が縮む
6	CHN	中国	China	東アジア	境界的圧力	技術主権で揺さぶる	台湾周辺圧力と対日経済は選別運用	外圧下でも雇用と安定を最優先する	景気減速で強硬の持久戦コストが重い	88.0	60.0	80.0	82.0	52.0	86.0	84.0	28.0	生活不安と先行き不透明が増え、挑戦回避と焦りが強まる
6	JPN	日本	Japan	東アジア	境界的圧力	財政制約下で選別支援	同盟枠で調達確保し対中依存を低減	生活と防衛を両立、支援は重点化する	歳出増が限界、増税回避と物価対策が衝突	66.0	59.0	64.0	69.0	88.0	81.0	84.0	28.0	支援の選別で不公平感が増え、将来設計が慎重化し挑戦回避が広がる
6	TWN	台湾	Taiwan	東アジア	境界的圧力	供給優先で抑止と輸出管理	米日欧と供給枠を固定、重要品は優先配分	危機に備えつつ雇用と電力安定を守る	対中圧力と販路維持が両立しにくい	84.0	78.0	68.0	80.0	70.0	85.0	80.0	38.0	半導体と有事不安が進路選択を保守化、将来設計が短期化
6	KOR	韓国	South Korea	東アジア	境界的圧力	同盟軸で技術主権を維持	対米で輸出管理整合、対中は選別協力	安保と雇用を守るため産業防衛を強化	対中依存と政局、財政制約が重い	76.0	67.0	74.0	72.0	70.0	84.0	78.0	34.0	物価・雇用不安が増幅。支援の遅れ観測で将来像が縮む
6	PRK	北朝鮮	North Korea	東アジア	間接衝突	示威で抑止維持、交渉余地	発射関連示威とサイバー外貨獲得を継続	包囲下でも体制守ると結束を要請	外貨難と制裁で後退できない	88.0	37.0	58.0	54.0	36.0	50.0	86.0	39.0	安全保障不安と財政論争で、挑戦より安定志向が強まる
6	RUS	ロシア	Russia	ユーラシア	間接衝突	資源収入で消耗戦継続	資源輸出先分散と制裁迂回を拡大	外圧下でも安定と歳入を確保	技術遮断で軍需更新と成長が鈍化	84.0	83.0	71.0	76.0	67.0	73.0	70.0	36.0	物価と将来不安が増幅し、挑戦より守りが強まる
6	UKR	ウクライナ	Ukraine	欧州	限定戦争	支援固定化と戦力温存	欧州・米国へ長期支援枠と防空を再要請	戦時経済を維持し生活基盤を守る	支援疲れと財政限界、動員の摩耗	72.0	58.0	66.0	57.0	71.0	67.0	68.0	44.0	財政議論と長期戦が重なり、若者の将来像が縮む
6	IRN	イラン	Iran	中東	境界的圧力	停戦維持し制裁回避を優先	航路で抑止誇示し、制裁回避貿易を拡張	包囲に屈せず、生活と主権を守る	財政難と強硬派で譲歩が難しい	76.0	84.0	64.0	62.0	78.0	68.0	79.0	31.0	原油高と財政論争で将来設計が縮み、挑戦より節約が勝つ
6	ISR	イスラエル	Israel	中東	間接衝突	同盟維持と技術優位を死守	米欧と輸出管理強化、調達先を硬化	安全確保へ技術・防衛を優先し継続	戦費と政治分断で財政余力が縮む	72.0	66.0	61.0	69.0	71.0	70.0	66.0	36.0	財政不安で支援が見えず、若者は将来設計を縮め安定志向が増す
6	SAU	サウジアラビア	Saudi Arabia	中東	境界的圧力	価格と航路の安定優先	OPEC+調整、航路警戒強化と対話維持	歳入確保と治安維持で改革を継続する	対米安保と地域均衡で急な増産困難	62.0	73.0	55.0	39.0	54.0	63.0	62.0	40.0	生活費高止まりと将来不安が重なり慎重化が進む
6	EU	欧州連合	European Union	欧州	境界的圧力	技術主権と景気を優先	域内投資と輸出管理、調達同盟を強化	雇用と安全を守るため供給網を再設計	加盟国分裂で規制と支援が遅れがち	64.0	58.0	60.0	61.0	66.0	63.0	62.0	40.0	支援の優先順位争いが伝わり、将来設計が縮む
7	USA	アメリカ	United States	北米	境界的圧力	AI電力制約で同盟に負担要請	対日で防衛負担と対中統制の同調を迫る	電力網強化で成長と雇用を守る	電力・物価と選挙で外圧依存が増す	84.0	72.0	79.0	88.0	82.0	86.0	83.0	22.0	計算資源不安と就職観測悪化で、挑戦より保守へ傾く
7	CHN	中国	China	東アジア	境界的圧力	計算資源で選別圧力	対日輸出管理を選別強化し代替供給も提示	外圧下でも雇用安定と技術自立を守る	電力制約でAI投資の伸びが鈍り焦る	86.0	63.0	83.0	86.0	54.0	88.0	86.0	26.0	AI格差と雇用不安が強まり、挑戦回避と焦燥が拡大
7	JPN	日本	Japan	東アジア	境界的圧力	電力制約下でAI利用を配分	同盟と協調しLNG確保と送電増強を急ぐ	電力・物価を抑えつつAI投資は重点化する	電力網増強は遅く、補助金と負担増が限界	64.0	63.0	67.0	78.0	90.0	83.0	86.0	24.0	AI利用格差と生活費不安が重なり、進路選択が保守化する
7	TWN	台湾	Taiwan	東アジア	境界的圧力	電力確保で供給継続	米日と電力・燃料融通枠、供給優先配分	電力逼迫に備え料金抑制と雇用維持を優先	電力網制約で増産と軍民需要が衝突しやすい	86.0	82.0	70.0	84.0	73.0	87.0	83.0	36.0	計算資源不足と料金高で将来設計が縮むが、供給枠明確化で混乱は限定
7	KOR	韓国	South Korea	東アジア	境界的圧力	電力制約でAI産業防衛	対米で計算資源確保、対日へ部材優先交渉	電力と雇用を守るためAI投資を選別支援	電力網反発と物価、対中依存が同時に重い	74.0	71.0	77.0	78.0	73.0	86.0	80.0	32.0	AI格差と電力コストが可視化し、将来設計が慎重化
7	PRK	北朝鮮	North Korea	東アジア	間接衝突	示威継続で譲歩誘発	短距離発射示威と対外サイバー収益化	敵対環境を強調し総動員と忍耐を要請	外貨・食料難で引けず誤発リスクも増大	90.0	40.0	60.0	56.0	38.0	52.0	88.0	36.0	電力制約でAI格差不安が増す中、安保不安が上乗せされ将来像が縮む
7	RUS	ロシア	Russia	ユーラシア	間接衝突	資源カードで制裁耐久	エネルギー割引と迂回輸出を拡大	外圧下でも雇用と物価安定を優先	電力・半導体制約で軍需更新が遅れる	85.0	86.0	73.0	79.0	69.0	75.0	72.0	34.0	電力制約でAI格差懸念が増幅し、挑戦より安定志向が強まる
7	UKR	ウクライナ	Ukraine	欧州	限定戦争	支援維持と復興計画の前倒し	欧州へ防空・弾薬継続支援と復興枠要請	長期戦でも生活線と復興準備を守る	支援疲れと電力・財政制約で余力逼迫	74.0	62.0	69.0	61.0	74.0	68.0	71.0	41.0	AI投資の電力制約と戦争長期化で、将来設計の不確実性が増す
7	IRN	イラン	Iran	中東	境界的圧力	停戦維持と抑止誇示を両立	航路近傍で示威、制裁回避貿易を維持	外圧に屈せず生活防衛を続ける	財政難と強硬派で譲歩余地が小さい	78.0	87.0	66.0	68.0	80.0	70.0	82.0	28.0	電力制約でAI格差不安が増幅、原油高で将来設計が守りに寄る
7	ISR	イスラエル	Israel	中東	間接衝突	電力・計算資源を優先確保	同盟と電力・DC投資、輸出管理を維持	安全維持と物価対策で電力投資を前倒し	戦費と分断で増税余地が小さい	74.0	71.0	63.0	77.0	76.0	73.0	69.0	34.0	計算資源逼迫と電力高で不安増、若者は挑戦控え
7	SAU	サウジアラビア	Saudi Arabia	中東	境界的圧力	原油と電力で主導権確保	OPEC+微調整、電力・AI投資で提携拡大	歳入確保で改革と雇用を守る	増産は同盟配慮と需給読みに縛られる	60.0	70.0	56.0	45.0	55.0	61.0	64.0	38.0	電力制約でAI格差不安が増幅し、将来設計が慎重化
7	EU	欧州連合	European Union	欧州	境界的圧力	電力制約下で技術主権優先	電力・DC規制と補助金、域内調達を加速	電力網強化で成長と公正利用を両立	加盟国利害と住民反発で拡張が遅い	63.0	60.0	62.0	68.0	69.0	65.0	64.0	38.0	計算資源の奪い合いが伝わり、進路の安全感が下がる
8	USA	アメリカ	United States	北米	境界的圧力	AI覇権維持へ同盟動員	対日で輸出管理同調と防衛負担増を要請	雇用再配置に備え産業・訓練へ集中投資	電力・物価と選挙で対外強硬に寄る	82.0	70.0	86.0	90.0	83.0	85.0	84.0	20.0	初職不安が増幅。計算資源不安で挑戦回避が強まる
8	CHN	中国	China	東アジア	境界的圧力	計算資源で実利誘導	対日サプライ網を選別運用し交渉カード化	雇用安定と技術自立を同時に守る	雇用摩擦で統制強化が必要、譲歩しにくい	88.0	66.0	86.0	89.0	56.0	90.0	88.0	24.0	初職不安がAI供給不確実性と結び、将来像が縮む
