イベントID	step	区分	イベント名	強度_0to1	対象	主な影響方向	発生源	関連国	日本社会状態	若者への入力文
WE006	3	世界イベント	供給網不安拡大	0.25	全体	物価不安↑ 雇用安定↓	供給網不安	ウクライナ(限定戦争)、北朝鮮(間接衝突)、ロシア(間接衝突)、イスラエル(間接衝突)	ステップ3: 地政学リスクが70.6。高リスク国: ウクライナ(限定戦争)、北朝鮮(間接衝突)、ロシア(間接衝突)、イスラエル(間接衝突)。日本の緩衝政策余力は44.8。	供給網の不安定化により、物価と企業採用への不安が残る。
WE007	3	世界イベント	地政学SNS不安拡散の悪化	0.26	全体	不安↑ 怒り↑ 逃避行動↑	SNS不安増幅	ウクライナ(限定戦争)、北朝鮮(間接衝突)、ロシア(間接衝突)、イスラエル(間接衝突)	ステップ3: 地政学リスクが70.6。高リスク国: ウクライナ(限定戦争)、北朝鮮(間接衝突)、ロシア(間接衝突)、イスラエル(間接衝突)。日本の緩衝政策余力は44.8。	危機情報がSNSで増幅し、不安と怒りが日常会話に入り込む。 直近で悪化しており、前よりも日常の判断に入り込みやすい。
WE008	3	制度制約	財政制約による支援遅れ	0.21	全体	制度信頼↓ 裏切られ感↑	日本社会状態	日本	ステップ3: 地政学リスクが70.6。高リスク国: ウクライナ(限定戦争)、北朝鮮(間接衝突)、ロシア(間接衝突)、イスラエル(間接衝突)。日本の緩衝政策余力は44.8。	財政圧力により若者支援や生活支援が遅れ、制度への失望が出やすい。
FB003	4	社会反応	生活防衛シフト	0.62	全体	生活コスト不安↑ 子ども意向↓	若者・現役行動フィードバック	日本国内	生活防衛38.6、情報過敏16.6、学習移行6.3	家計防衛が優先され、将来投資や子どもを迎える判断が後回しになる。
OE004	4	組織判断	企業・組織の採用育成判断	0.52	若者・現役世代	採用不安↑ 若手育成経路↓	組織運営LLM	日本	未来通信システム株式会社: 新卒は厳選維持、中途は安保・省電力運用を優先増枠 / 首都圏業務支援株式会社: 新卒は抑制継続。危機対応・省電力運用の中途を厚く / 関東広域ロジスティクス株式会社: 新卒は管理候補を維持、即戦力中途と協力会社比率を上げる	未来通信システム株式会社: 安保・運用志向は追い風、選別強化で不安と競争が増す / 首都圏業務支援株式会社: 新卒枠減で不安増。AI運用スキルがあれば少数で早期活躍 / 関東広域ロジスティクス株式会社: 管理候補は機会維持、現場職は自動化で選別感と不安が増える 現役側には 未来通信システム株式会社: 省電力運用と危機対応の再学習圧力、職務転換が増える / 首都圏業務支援株式会社: 再配置・再学習圧が上がる。非正規は稼働変動リスク増 / 関東広域ロジスティクス株式会社: 現場は省人化と再配置圧、管理層は稟議・BCP対応で負荷増
WE009	4	世界イベント	エネルギー価格ショック	0.26	全体	生活コスト↑ 子ども意向↓	エネルギー価格圧力	ウクライナ(限定戦争)、北朝鮮(間接衝突)、ロシア(間接衝突)、イスラエル(間接衝突)	ステップ4: 地政学リスクが73.9。高リスク国: ウクライナ(限定戦争)、北朝鮮(間接衝突)、ロシア(間接衝突)、イスラエル(間接衝突)。日本の緩衝政策余力は41.2。	エネルギー圧力が高く、家計と移動・電気代への不安が増える。
FB004	5	社会反応	情報過敏の拡大	0.61	全体	SNS不安↑ 地政学体感リスク↑	若者・現役行動フィードバック	日本国内	情報過敏45.0、学習移行7.7、ケア6.3	ニュースやSNSの確認が増え、外圧が日常の不安として体感されやすくなる。
OE005	5	組織判断	企業・組織の採用育成判断	0.49	若者・現役世代	採用不安↑ 若手育成経路↓	組織運営LLM	日本	未来通信システム株式会社: 新卒は厳選維持、中途は安保・省電力・調達強化で増枠 / 関東広域ロジスティクス株式会社: 新卒は管理候補を維持、中途と協力会社を柔軟増 / 北関東精密加工株式会社: 新卒は最小維持、保全・品質・調達の中途優先	未来通信システム株式会社: 計算資源格差で成長機会が偏り、選別不安が増える / 関東広域ロジスティクス株式会社: 現場技能+AI運用の需要増、選別と研修負担が強まる / 北関東精密加工株式会社: 採用枠は細るが技能×AI補助の育成は残る 現役側には 未来通信システム株式会社: BCP・安保・省電力へ再学習圧力、役割転換が進む / 関東広域ロジスティクス株式会社: 配置転換と多能工化が加速、雇用不安は外注側へ波及 / 北関東精密加工株式会社: 現場に標準化圧力、配置転換と多能工化が進む
WE010	5	世界イベント	半導体・計算資源制約の悪化	0.35	全体	学習機会格差↑ 雇用不安↑	計算資源制約	ウクライナ(限定戦争)、北朝鮮(間接衝突)、ロシア(間接衝突)、イスラエル(間接衝突)	ステップ5: 地政学リスクが76.4。高リスク国: ウクライナ(限定戦争)、北朝鮮(間接衝突)、ロシア(間接衝突)、イスラエル(間接衝突)。日本の緩衝政策余力は38.1。	計算資源と半導体制約により、AI利用格差と進路不安が広がる。 直近で悪化しており、前よりも日常の判断に入り込みやすい。
WE011	5	世界イベント	供給網不安拡大の悪化	0.52	全体	物価不安↑ 雇用安定↓	供給網不安	ウクライナ(限定戦争)、北朝鮮(間接衝突)、ロシア(間接衝突)、イスラエル(間接衝突)	ステップ5: 地政学リスクが76.4。高リスク国: ウクライナ(限定戦争)、北朝鮮(間接衝突)、ロシア(間接衝突)、イスラエル(間接衝突)。日本の緩衝政策余力は38.1。	供給網の不安定化により、物価と企業採用への不安が残る。 直近で悪化しており、前よりも日常の判断に入り込みやすい。
FB005	6	社会反応	生活防衛シフト	0.34	全体	生活コスト不安↑ 子ども意向↓	若者・現役行動フィードバック	日本国内	情報過敏29.2、生活防衛22.8、学習移行10.8	家計防衛が優先され、将来投資や子どもを迎える判断が後回しになる。
FB006	6	社会反応	情報過敏の拡大	0.33	全体	SNS不安↑ 地政学体感リスク↑	若者・現役行動フィードバック	日本国内	情報過敏29.2、生活防衛22.8、学習移行10.8	ニュースやSNSの確認が増え、外圧が日常の不安として体感されやすくなる。
OE006	6	組織判断	企業・組織の採用育成判断	0.48	若者・現役世代	育成経路↑ 地域接続↑	組織運営LLM	日本	未来通信システム株式会社: 新卒は厳選維持、中途は安保・省電力・調達で増枠 / 首都圏業務支援株式会社: 新卒は少数継続。危機窓口/監査の中途を優先 / 北関東精密加工株式会社: 新卒は最小維持、保全・品質・調達の中途優先	未来通信システム株式会社: 支援遅れと不安増幅で選別不安、道筋提示で一部緩和 / 首都圏業務支援株式会社: 新卒枠縮小で不安。AI監査型の早期責任で成長機会も / 北関東精密加工株式会社: 採用枠は細いが技能×AIで成長機会は残る 現役側には 未来通信システム株式会社: 安保・省電力の再学習圧と疲労増、配置転換で雇用は維持寄り / 首都圏業務支援株式会社: 危機対応で負荷増。再配置と運用標準化で一部安定 / 北関東精密加工株式会社: 不安増で抵抗も出るが標準化で負荷は下がる
WE012	6	世界イベント	地政学SNS不安拡散の高止まり	0.51	全体	不安↑ 怒り↑ 逃避行動↑ 慢性負荷↑	SNS不安増幅	ウクライナ(限定戦争)、北朝鮮(間接衝突)、ロシア(間接衝突)、イスラエル(間接衝突)	ステップ6: 地政学リスクが76.4。高リスク国: ウクライナ(限定戦争)、北朝鮮(間接衝突)、ロシア(間接衝突)、イスラエル(間接衝突)。日本の緩衝政策余力は34.1。	危機情報がSNSで増幅し、不安と怒りが日常会話に入り込む。 新しい事件というより、高い不安が続いて疲労感を生む。
WE013	6	制度制約	財政制約による支援遅れの悪化	0.68	全体	制度信頼↓ 裏切られ感↑	日本社会状態	日本	ステップ6: 地政学リスクが76.4。高リスク国: ウクライナ(限定戦争)、北朝鮮(間接衝突)、ロシア(間接衝突)、イスラエル(間接衝突)。日本の緩衝政策余力は34.1。	財政圧力により若者支援や生活支援が遅れ、制度への失望が出やすい。 直近で悪化しており、前よりも日常の判断に入り込みやすい。
FB007	7	社会反応	生活防衛シフト	0.72	全体	生活コスト不安↑ 子ども意向↓	若者・現役行動フィードバック	日本国内	生活防衛43.7、情報過敏16.3、ケア6.6	家計防衛が優先され、将来投資や子どもを迎える判断が後回しになる。
OE007	7	組織判断	企業・組織の採用育成判断	0.53	若者・現役世代	採用不安↑ 若手育成経路↓	組織運営LLM	日本	北関東精密加工株式会社: 新卒は最小維持、保全・品質の中途優先で欠員補填 / 未来通信システム株式会社: 新卒は厳選維持、中途は安保・省電力で増枠 / 首都圏業務支援株式会社: 新卒は少数維持。危機対応・監査の中途を厚めに	北関東精密加工株式会社: 早期戦力化の期待増、AI/機械適性の自己不安も増える / 未来通信システム株式会社: 学習機会格差と選別不安が増え、早期専門化圧力 / 首都圏業務支援株式会社: 新卒枠が狭く不安増。AI監査型OJTで早期戦力化も 現役側には 北関東精密加工株式会社: 現場の多能工化と再学習圧力増、疲労と離職リスク上昇 / 未来通信システム株式会社: 再配置・再学習圧力とSNS不安で離職意向が揺れる / 首都圏業務支援株式会社: 監査・対人負荷が増え消耗懸念。配置転換で再技能圧力
WE014	7	世界イベント	半導体・計算資源制約の悪化	0.54	全体	学習機会格差↑ 雇用不安↑	計算資源制約	ウクライナ(限定戦争)、北朝鮮(間接衝突)、ロシア(間接衝突)、イスラエル(間接衝突)	ステップ7: SNS不安増幅が78.4。高リスク国: ウクライナ(限定戦争)、北朝鮮(間接衝突)、ロシア(間接衝突)、イスラエル(間接衝突)。日本の緩衝政策余力は31.4。	計算資源と半導体制約により、AI利用格差と進路不安が広がる。 直近で悪化しており、前よりも日常の判断に入り込みやすい。
FB008	8	社会反応	生活防衛シフト	0.43	全体	生活コスト不安↑ 子ども意向↓	若者・現役行動フィードバック	日本国内	情報過敏30.0、生活防衛27.7、学習移行7.8	家計防衛が優先され、将来投資や子どもを迎える判断が後回しになる。
FB009	8	社会反応	情報過敏の拡大	0.34	全体	SNS不安↑ 地政学体感リスク↑	若者・現役行動フィードバック	日本国内	情報過敏30.0、生活防衛27.7、学習移行7.8	ニュースやSNSの確認が増え、外圧が日常の不安として体感されやすくなる。
OE008	8	組織判断	企業・組織の採用育成判断	0.49	若者・現役世代	採用不安↑ 若手育成経路↓	組織運営LLM	日本	北関東精密加工株式会社: 新卒枠は維持しつつ絞る。品質/保全の中途を優先 / 首都圏業務支援株式会社: 新卒は少数維持。危機広報・監査の中途を増やす / 未来通信システム株式会社: 新卒は厳選維持、中途は安保・省電力・運用で増枠	北関東精密加工株式会社: 採用厳選で不安増。技能の見える化が安心材料になり得る / 首都圏業務支援株式会社: 希望経路が見えにくく不安増。ケア型OJTで定着は改善 / 未来通信システム株式会社: 就職経路不透明感が増すが、運用・安保職の入口は拡大 現役側には 北関東精密加工株式会社: 雇用維持は続くが配置転換増。再訓練の心理負担が上がる / 首都圏業務支援株式会社: 誤情報対応負荷と監査責任が増え再学習圧力が上昇 / 未来通信システム株式会社: 再学習圧とSNS不安が増幅、配置転換で摩擦が出やすい
WE015	8	世界イベント	AI雇用不安増幅の悪化	0.57	全体	希望経路↓ 自己効力感↓	雇用不確実性	ウクライナ(限定戦争)、北朝鮮(間接衝突)、ロシア(間接衝突)、イスラエル(間接衝突)	ステップ8: SNS不安増幅が81.2。高リスク国: ウクライナ(限定戦争)、北朝鮮(間接衝突)、ロシア(間接衝突)、イスラエル(間接衝突)。日本の緩衝政策余力は29.8。	AIと景気の不確実性により、努力が報われる経路が見えにくくなる。 直近で悪化しており、前よりも日常の判断に入り込みやすい。
FB010	9	社会反応	生活防衛シフト	0.34	全体	生活コスト不安↑ 子ども意向↓	若者・現役行動フィードバック	日本国内	情報過敏34.0、生活防衛23.2、制度要求11.5	家計防衛が優先され、将来投資や子どもを迎える判断が後回しになる。
FB011	9	社会反応	情報過敏の拡大	0.41	全体	SNS不安↑ 地政学体感リスク↑	若者・現役行動フィードバック	日本国内	情報過敏34.0、生活防衛23.2、制度要求11.5	ニュースやSNSの確認が増え、外圧が日常の不安として体感されやすくなる。
OE009	9	組織判断	企業・組織の採用育成判断	0.51	若者・現役世代	採用不安↑ 若手育成経路↓	組織運営LLM	日本	未来通信システム株式会社: 新卒厳選は維持、中途は運用・安保・省電力で増枠 / 北関東精密加工株式会社: 新卒枠は維持し絞る。品質/保全の中途を増やす / 首都圏業務支援株式会社: 新卒は絞り維持。監査・対話設計の中途を増やす	未来通信システム株式会社: 選抜不安が増す一方、運用・監査型キャリアの見通しは改善 / 北関東精密加工株式会社: 不安下でも入職動機が揺れやすいが技能可視化で安心増 / 首都圏業務支援株式会社: 採用枠減で不安増。対話・検証技能の価値が上がる 現役側には 未来通信システム株式会社: 再学習圧力と不安が増大、運用・監査・省電力で職務安定化 / 北関東精密加工株式会社: 配置転換とAI補助で再学習圧。稟議遅れに焦りも増す / 首都圏業務支援株式会社: 監査・ケア役割が増え再訓練負荷と評価軸が変わる
WE016	9	世界イベント	AI雇用不安増幅の悪化	0.70	全体	希望経路↓ 自己効力感↓	雇用不確実性	ウクライナ(限定戦争)、北朝鮮(間接衝突)、ロシア(間接衝突)、イスラエル(間接衝突)	ステップ9: SNS不安増幅が83.4。高リスク国: ウクライナ(限定戦争)、北朝鮮(間接衝突)、ロシア(間接衝突)、イスラエル(間接衝突)。日本の緩衝政策余力は28.1。	AIと景気の不確実性により、努力が報われる経路が見えにくくなる。 直近で悪化しており、前よりも日常の判断に入り込みやすい。
FB012	10	社会反応	生活防衛シフト	0.40	全体	生活コスト不安↑ 子ども意向↓	若者・現役行動フィードバック	日本国内	生活防衛26.0、情報過敏25.9、制度要求14.5	家計防衛が優先され、将来投資や子どもを迎える判断が後回しになる。
FB013	10	社会反応	情報過敏の拡大	0.27	全体	SNS不安↑ 地政学体感リスク↑	若者・現役行動フィードバック	日本国内	生活防衛26.0、情報過敏25.9、制度要求14.5	ニュースやSNSの確認が増え、外圧が日常の不安として体感されやすくなる。
OE010	10	組織判断	企業・組織の採用育成判断	0.50	若者・現役世代	採用不安↑ 若手育成経路↓	組織運営LLM	日本	未来通信システム株式会社: 新卒厳選継続、中途は運用・安保・省電力で増枠 / 北関東精密加工株式会社: 新卒枠は維持し絞る。保全/品質の中途を厚くする / 首都圏業務支援株式会社: 新卒は小枠維持。監査・危機対応の中途を増やす	未来通信システム株式会社: 選別不安が増す一方、運用・監査系の早期成長機会が増加 / 北関東精密加工株式会社: 採用は狭まり不安増。技能の可視化で成長見通しは改善 / 首都圏業務支援株式会社: 対人危機対応スキルは評価増、単純事務は入口が狭まる 現役側には 未来通信システム株式会社: 再学習と統制運用負荷が増大、転換できない層の不安が上昇 / 北関東精密加工株式会社: 現場は変化疲れ増。配置転換とAI補助で負荷平準化 / 首都圏業務支援株式会社: 炎上対応と監査運用の負荷増。再学習と精神負担が上がる
FB014	11	社会反応	生活防衛シフト	0.54	全体	生活コスト不安↑ 子ども意向↓	若者・現役行動フィードバック	日本国内	生活防衛34.1、制度要求20.1、情報過敏15.5	家計防衛が優先され、将来投資や子どもを迎える判断が後回しになる。
OE011	11	組織判断	企業・組織の採用育成判断	0.49	若者・現役世代	採用不安↑ 若手育成経路↓	組織運営LLM	日本	未来通信システム株式会社: 新卒は厳選維持、中途は運用安保と省電力増枠 / 北関東精密加工株式会社: 新卒は維持し枠を絞る。保全/品質/営業の中途を優先 / 首都圏業務支援株式会社: 新卒は小枠維持。炎上監視・監査の中途を増やす	未来通信システム株式会社: 厳選で不安増、運用・統制スキルが武器化 / 北関東精密加工株式会社: 採用枠の絞り込みで不安増。育成筋の可視化で安心を補う / 首都圏業務支援株式会社: 入口は狭いが、危機対応スキル獲得で市場価値は上がる 現役側には 未来通信システム株式会社: 再学習と説明責任負荷増、配置転換圧が強まる / 北関東精密加工株式会社: 自動化不安が増幅。配置転換と技能見える化で納得を作る / 首都圏業務支援株式会社: 監査・説明責任負担が増え再学習と夜間対応が増える
FB015	12	社会反応	生活防衛シフト	0.39	全体	生活コスト不安↑ 子ども意向↓	若者・現役行動フィードバック	日本国内	生活防衛25.7、情報過敏22.1、制度要求21.9	家計防衛が優先され、将来投資や子どもを迎える判断が後回しになる。
OE012	12	組織判断	企業・組織の採用育成判断	0.46	若者・現役世代	育成経路↑ 地域接続↑	組織運営LLM	日本	北関東精密加工株式会社: 新卒枠は維持しつつ絞る。保全/品質の中途を優先 / 首都圏業務支援株式会社: 新卒は小枠維持。危機広報/監査/AI運用の中途を厚く / 関東広域ロジスティクス株式会社: 新卒は運行/安全/設備に限定維持。中途は保全・IT優先	北関東精密加工株式会社: 雇用は安定寄りだが枠減で競争感と不安が残る / 首都圏業務支援株式会社: 新卒枠は細く不安は残るが、危機対応スキルの学習機会は増 / 関東広域ロジスティクス株式会社: 将来不安が強まり応募が揺れるが、技能の見える化で安心が増す 現役側には 北関東精密加工株式会社: 省人化とAI手順化で再配置が進み、心理負荷が上がる / 首都圏業務支援株式会社: 監査・対話設計・顧客折衝へ再配置。精神負荷と当番疲れ増 / 関東広域ロジスティクス株式会社: 現場に再学習負荷と不安。役割定義と手当で離職を抑える
WE017	12	世界イベント	AI雇用不安増幅の高止まり	0.54	全体	希望経路↓ 自己効力感↓ 慢性負荷↑	雇用不確実性	ウクライナ(限定戦争)、ロシア(間接衝突)	ステップ12: SNS不安増幅が79.4。高リスク国: ウクライナ(限定戦争)、ロシア(間接衝突)。日本の緩衝政策余力は28.0。	AIと景気の不確実性により、努力が報われる経路が見えにくくなる。 新しい事件というより、高い不安が続いて疲労感を生む。
WE018	12	世界イベント	地政学SNS不安拡散の高止まり	0.61	全体	不安↑ 怒り↑ 逃避行動↑ 慢性負荷↑	SNS不安増幅	ウクライナ(限定戦争)、ロシア(間接衝突)	ステップ12: SNS不安増幅が79.4。高リスク国: ウクライナ(限定戦争)、ロシア(間接衝突)。日本の緩衝政策余力は28.0。	危機情報がSNSで増幅し、不安と怒りが日常会話に入り込む。 新しい事件というより、高い不安が続いて疲労感を生む。
WE019	12	制度制約	財政制約による支援遅れの高止まり	0.93	全体	制度信頼↓ 裏切られ感↑ 慢性負荷↑	日本社会状態	日本	ステップ12: SNS不安増幅が79.4。高リスク国: ウクライナ(限定戦争)、ロシア(間接衝突)。日本の緩衝政策余力は28.0。	財政圧力により若者支援や生活支援が遅れ、制度への失望が出やすい。 新しい事件というより、高い不安が続いて疲労感を生む。
FB016	13	社会反応	生活防衛シフト	0.42	全体	生活コスト不安↑ 子ども意向↓	若者・現役行動フィードバック	日本国内	生活防衛27.4、情報過敏24.9、制度要求17.3	家計防衛が優先され、将来投資や子どもを迎える判断が後回しになる。
OE013	13	組織判断	企業・組織の採用育成判断	0.46	若者・現役世代	育成経路↑ 地域接続↑	組織運営LLM	日本	未来通信システム株式会社: 新卒は厳選継続、中途は運用安保・統制・省電力を増枠 / 北関東精密加工株式会社: 新卒は小枠維持。中途は保全/品質/情シスを優先 / 関東広域ロジスティクス株式会社: 新卒は運行/安全/設備に限定維持。中途は保全・IT・渉外強化	未来通信システム株式会社: 厳選で不安は増すが、統制・運用志向の学習機会が増える / 北関東精密加工株式会社: 採用絞りで競争増。安心ケアで定着は改善し得る / 関東広域ロジスティクス株式会社: 採用枠限定で不安増。説明・相談強化で離職と炎上を抑制 現役側には 未来通信システム株式会社: 統制・監査・省電力対応へ再学習圧力、心理負荷ケア需要増 / 北関東精密加工株式会社: 現場にAI手順化負荷。雇用は守るが評価不安が増す / 関東広域ロジスティクス株式会社: 現場にAI/ロボ運用負荷増。再配置と外注で過重を緩和
FB017	14	社会反応	生活防衛シフト	0.38	全体	生活コスト不安↑ 子ども意向↓	若者・現役行動フィードバック	日本国内	情報過敏25.9、生活防衛25.4、制度要求19.8	家計防衛が優先され、将来投資や子どもを迎える判断が後回しになる。
FB018	14	社会反応	情報過敏の拡大	0.27	全体	SNS不安↑ 地政学体感リスク↑	若者・現役行動フィードバック	日本国内	情報過敏25.9、生活防衛25.4、制度要求19.8	ニュースやSNSの確認が増え、外圧が日常の不安として体感されやすくなる。
OE014	14	組織判断	企業・組織の採用育成判断	0.48	若者・現役世代	育成経路↑ 地域接続↑	組織運営LLM	日本	未来通信システム株式会社: 新卒は厳選維持、中途は運用安保・省電力・監査を増枠 / 北関東精密加工株式会社: 新卒小枠は維持。中途は生産技術・保全・品質とAI運用を優先 / 首都圏業務支援株式会社: 新卒は小枠維持。炎上対応の中途を増やす	未来通信システム株式会社: 採用厳選で不安増、統制/省電力スキルの評価が上昇 / 北関東精密加工株式会社: 採用枠は細いが育成は見える化。SNS不安で定着支援の価値が上がる / 首都圏業務支援株式会社: 採用は狭いが危機対応スキルが早期に付く 現役側には 未来通信システム株式会社: 炎上対応と統制実務が増え、再学習と業務負荷が上昇 / 北関東精密加工株式会社: 現場のAI/ロボ運用負荷が増え再学習必須。雇用は守るが役割転換が進む / 首都圏業務支援株式会社: 監査・説明責任の負荷増、再学習と当番負担が増す
FB019	15	社会反応	生活防衛シフト	0.41	全体	生活コスト不安↑ 子ども意向↓	若者・現役行動フィードバック	日本国内	情報過敏29.3、生活防衛27.0、制度要求15.7	家計防衛が優先され、将来投資や子どもを迎える判断が後回しになる。
FB020	15	社会反応	情報過敏の拡大	0.33	全体	SNS不安↑ 地政学体感リスク↑	若者・現役行動フィードバック	日本国内	情報過敏29.3、生活防衛27.0、制度要求15.7	ニュースやSNSの確認が増え、外圧が日常の不安として体感されやすくなる。
OE015	15	組織判断	企業・組織の採用育成判断	0.51	若者・現役世代	採用不安↑ 若手育成経路↓	組織運営LLM	日本	未来通信システム株式会社: 新卒は厳選維持、中途は危機広報/統制/省電力を増枠 / 北関東精密加工株式会社: 新卒小枠維持。中途は品質・保全・AI運用を優先し欠員補充 / 首都圏業務支援株式会社: 新卒は小枠維持。危機対応と監査人材を中途増	未来通信システム株式会社: 統制/説明責任適性が重視され、選別不安が増す / 北関東精密加工株式会社: 雇用不安はあるが相談線で緩和。AI前提の基礎技能が早期に身に付く / 首都圏業務支援株式会社: 即戦力志向が強まり、若手はAI運用実務で差が出る 現役側には 未来通信システム株式会社: 監査・危機対応の負荷増、再学習と配置転換が進む / 北関東精密加工株式会社: 再配置とAI手順化で負担増。誤情報対策で現場の混乱は抑制される / 首都圏業務支援株式会社: 監査・説明責任が重く、再学習と業務標準化が進む
FB021	16	社会反応	生活防衛シフト	0.25	全体	生活コスト不安↑ 子ども意向↓	若者・現役行動フィードバック	日本国内	情報過敏31.8、生活防衛18.2、制度要求12.9	家計防衛が優先され、将来投資や子どもを迎える判断が後回しになる。
FB022	16	社会反応	情報過敏の拡大	0.37	全体	SNS不安↑ 地政学体感リスク↑	若者・現役行動フィードバック	日本国内	情報過敏31.8、生活防衛18.2、制度要求12.9	ニュースやSNSの確認が増え、外圧が日常の不安として体感されやすくなる。
