step	country_code	country_name	country_name_en	region	risk_stage	stance	foreign_action	domestic_message	private_constraint	geopolitical_risk	energy_price_pressure	labor_market_uncertainty	compute_supply_constraint	fiscal_pressure	supply_chain_fragility	sns_anxiety_amplification	japan_policy_buffer	japan_impact_summary
1	EU	欧州連合	European Union	欧州	圧力上昇	規制堅持と景気防衛	対ロ制裁維持、原油LNG調達分散と海上警戒	安全保障と物価対策を両立し雇用を守る	合意形成が遅く、防衛・支援・金利高が重荷	52.0	57.0	46.0	28.0	41.0	44.0	45.0	56.0	物価と不況観測で将来不安増。だが規制整備は進路の見通しに寄与
2	USA	アメリカ	United States	北米	境界的圧力	AI主導を死守し同盟に要求	対中AI・半導体規制を強化し同盟へ同調要請	国家安全と雇用防衛のため競争に勝つ	物価・分断で対外負担の持続性が不安	70.0	58.0	64.0	72.0	55.0	62.0	63.0	49.0	計算資源不足と職の不安が増え、将来像が霞む
2	CHN	中国	China	東アジア	境界的圧力	AI覇権と雇用安定を両立	輸出管理迂回調達と周辺海空示威を調整	AI投資拡大で成長と雇用を守る	景気減速で強硬化は正統性を損ねる	76.0	49.0	64.0	46.0	44.0	67.0	63.0	41.0	計算資源不安と景気揺れが増幅し、将来像が曇る
2	JPN	日本	Japan	東アジア	圧力上昇	生活防衛と技術確保を優先	同盟国と計算資源枠・半導体確保を交渉	雇用移行と物価に備え再訓練と支援を拡充	財政配分硬直で若者策が薄まりやすい	56.0	60.0	58.0	46.0	62.0	48.0	57.0	46.0	将来不安と格差感が増すが再訓練が効けば緩和
2	TWN	台湾	Taiwan	東アジア	境界的圧力	抑止継続とAI供給確保	米日欧と輸出管理調整、供給計画更新	緊張下でも産業競争力と雇用を守る	電力・燃料と人材流出がボトルネック	70.0	64.0	58.0	44.0	60.0	66.0	63.0	47.0	半導体・計算資源不安が就職観を冷やし、焦燥が増えるが供給継続なら下げ止まる
2	KOR	韓国	South Korea	東アジア	境界的圧力	技術主権を軸に協調	対米協調で輸出管理強化と投資誘導	雇用不安に備え再訓練と産業支援を拡充	対中依存と世論分断で舵取りが難しい	66.0	54.0	60.0	58.0	63.0	59.0	64.0	44.0	計算資源と雇用不安が増幅し、挑戦意欲より慎重化が進む
2	PRK	北朝鮮	North Korea	東アジア	間接衝突	抑止誇示と資源確保	ミサイル示威継続と瀬取り・サイバー強化	外圧下でも国防と自力更生を貫く	制裁と食料難、計算資源不足が痛い	82.0	36.0	46.0	34.0	24.0	38.0	76.0	42.0	安全不安に加えAI雇用不安が重なり将来像が曇る
2	RUS	ロシア	Russia	ユーラシア	間接衝突	制裁下で資源と技術確保	資源輸出維持と迂回貿易、AI連携模索	外圧に耐え、産業と雇用を守る	戦費と人材流出で技術投資が細る	76.0	69.0	58.0	66.0	55.0	65.0	62.0	42.0	計算資源不足と物価不安が重なり、若者の将来設計が保守化
2	UKR	ウクライナ	Ukraine	欧州	限定戦争	支援疲れを抑え戦線維持	欧米に軍需・財政支援継続とAI防衛協力要請	戦い抜きつつ復興準備を進める	人的損耗と資金不足、支援の優先度低下が痛い	63.0	47.0	50.0	31.0	55.0	36.0	46.0	54.0	AI競争で雇用不安が増幅、遠因の不確実性が将来像を曇らせる
2	IRN	イラン	Iran	中東	境界的圧力	停戦維持しつつ交渉梃子化	航路安全を条件に制裁緩和と資金流入を探る	停戦は維持、生活防衛と主権を守る	資金難と不満で強硬演出が要る	67.0	76.0	56.0	52.0	60.0	62.0	66.0	45.0	原油高とAI雇用不安が重なり将来像がぼやけやすい
2	ISR	イスラエル	Israel	中東	間接衝突	抑止継続と技術確保	米国協調でAI/半導体調達を優先、対サイバー強化	安全と成長の両立へ先端投資と警戒を継続	予備役負担と政権対立で長期投資が揺れる	66.0	57.0	55.0	54.0	60.0	56.0	58.0	45.0	AI競争で職と学びの不確実性が増し将来計画が慎重化
2	SAU	サウジアラビア	Saudi Arabia	中東	圧力上昇	価格と投資を両立	OPEC+で増産余地を示し価格を調整	歳入を確保し改革投資と雇用を守る	AI投資と治安費で財政配分が硬直	56.0	64.0	49.0	41.0	46.0	47.0	55.0	51.0	物価高不安にAI失職観測が重なり、将来像が縮む
2	EU	欧州連合	European Union	欧州	圧力上昇	規制主導で競争適応	AI規制を先行運用し同盟と計算資源を確保	雇用転換を支援し競争力と安全を守る	加盟国の温度差で実行が遅れ投資も分散	55.0	54.0	58.0	46.0	49.0	48.0	52.0	54.0	AI雇用不安と計算資源懸念が増すが、制度整備は進路の予見性を補う
3	USA	アメリカ	United States	北米	境界的圧力	対中抑止と同盟拘束を強化	台湾有事想定の共同計画と輸出規制同調	抑止強化で戦争を避け雇用も守る	国内分断と物価で長期負担が限界	78.0	61.0	69.0	80.0	57.0	76.0	68.0	44.0	半導体不安が就職観を冷やし将来像が縮む
3	CHN	中国	China	東アジア	境界的圧力	台湾周辺で圧力を維持	周辺海空活動を増減し輸出管理迂回を加速	外部圧力下でも雇用と成長を守る	景気減速で過度な緊張は逆効果	81.0	52.0	69.0	55.0	46.0	74.0	67.0	39.0	半導体・安保不安が就職観を冷やし将来像が曇る
3	JPN	日本	Japan	東アジア	境界的圧力	半導体不安に備え統制強化	同盟と連携し供給網・在庫を強化	供給不安に備え産業と家計を守る	輸入依存と予算硬直で即応が難しい	68.0	58.0	62.0	64.0	66.0	72.0	69.0	41.0	就職と物価の不安が増え、将来像が描きにくい
3	TWN	台湾	Taiwan	東アジア	境界的圧力	抑止強化と供給継続	米日欧と危機通信、供給計画と輸送保険を更新	緊張は管理可能、雇用と生活を守る	電力・燃料と人材流出が限界要因	76.0	66.0	62.0	52.0	63.0	71.0	69.0	44.0	半導体不安が就職観を硬直化し、将来不安の拡散が強まる
3	KOR	韓国	South Korea	東アジア	境界的圧力	同盟連携で供給網防衛	対米協議で輸出管理を調整し代替調達	安保と景気を両立し雇用対策を加速	対中依存と世論分断で強硬策が難しい	72.0	57.0	66.0	69.0	61.0	74.0	70.0	41.0	供給不安と雇用不確実性が増え、挑戦より保守化が進む
3	PRK	北朝鮮	North Korea	東アジア	境界的圧力	示威で交渉余地を作る	短距離発射とサイバーで制裁回避	外部脅威に備え国防と統制を強化	食料・外貨・計算資源不足が限界	86.0	38.0	52.0	46.0	27.0	44.0	81.0	39.0	安保不安と半導体懸念が重なり将来展望が縮む
3	RUS	ロシア	Russia	ユーラシア	間接衝突	資源で影響力維持	資源輸出を武器化、対制裁迂回を拡大	包囲に耐え、国家と雇用を守る	戦費と制裁で投資が細り人材も不足	80.0	73.0	60.0	72.0	58.0	70.0	66.0	38.0	半導体不安と物価が連動し、若者は挑戦より安定志向へ
3	UKR	ウクライナ	Ukraine	欧州	限定戦争	支援分散で戦線維持	欧米・日本に軍需と復興資金の優先確保要請	長期戦でも国家機能と補給を守り抜く	関心が台湾へ移り支援疲れが加速し得る	66.0	49.0	52.0	38.0	57.0	44.0	53.0	52.0	半導体不安で就職像が揺れ、遠因の戦争長期化が不安を上乗せ
3	IRN	イラン	Iran	中東	境界的圧力	停戦維持で制裁緩和を梃子化	航路の攪乱示唆で交渉圧力、露中とも取引	抑止を維持しつつ生活防衛を優先する	資金難と不満で強硬演出が不可避	69.0	80.0	58.0	57.0	62.0	66.0	70.0	43.0	半導体不安に原油高が重なり、将来設計が縮みやすい
3	ISR	イスラエル	Israel	中東	間接衝突	技術優位と抑止を優先	米国と供給網協議、調達前倒しと代替確保	不確実性増に備え安全と産業基盤を守る	戦時負担と政治対立で投資継続が不安定	64.0	56.0	57.0	62.0	61.0	60.0	59.0	43.0	半導体不安で学び直しと就職観が揺れ、将来設計が慎重化
3	SAU	サウジアラビア	Saudi Arabia	中東	圧力上昇	価格安定と対外均衡	OPEC+で供給調整、対米中で均衡外交	歳入確保と改革投資を両立し雇用を守る	安保費とAI投資で配分硬直、急変は避けたい	58.0	60.0	52.0	45.0	49.0	56.0	58.0	47.0	半導体不安が将来像を曇らせ、物価見通しも不安定化
3	EU	欧州連合	European Union	欧州	境界的圧力	対中依存を下げつつ協調	台湾有事想定で対日・対米供給連携	供給危機に備え産業と雇用を守る	加盟国利害が割れ迅速決定が難しい	66.0	57.0	60.0	54.0	52.0	61.0	56.0	50.0	半導体不安で将来設計が揺れ、就職不安が増幅
4	USA	アメリカ	United States	北米	境界的圧力	エネルギー安定と同盟負担増	海上警戒強化と産油国調整、対日分担要求	エネルギーと雇用を守るため抑止と市場安定を進める	物価と分断で長期関与の余力が細る	80.0	74.0	72.0	82.0	60.0	78.0	71.0	41.0	電気代・物価不安が進路選択を保守化し希望が細る
4	CHN	中国	China	東アジア	境界的圧力	台湾圧力を抑制し持続	海空活動は誤算回避で調整、資源調達を多角化	外圧下でも雇用と物価を守り安定を優先	景気と失業不安で長期緊張は統治コスト増	79.0	63.0	71.0	57.0	44.0	76.0	69.0	36.0	エネ高と安保不安が続き、節約志向と将来不安で挑戦が萎む
4	JPN	日本	Japan	東アジア	境界的圧力	エネ高に備え家計と産業防衛	同盟と産油国へ働きかけ調達分散	電気代・物流高に備え支援と節電促進	エネ自給弱く補助は財政を圧迫	70.0	78.0	66.0	62.0	74.0	76.0	73.0	36.0	物価と就活の不安が増幅し、将来設計が短期化する
4	TWN	台湾	Taiwan	東アジア	境界的圧力	抑止維持と物流冗長化	米日欧と輸送・保険枠を拡張し代替港整備	エネルギー高でも供給と雇用を守る措置を継続	燃料費高騰が電力・製造コストを直撃する	78.0	74.0	65.0	56.0	66.0	76.0	73.0	42.0	電気代と物価不安が将来設計を縮め、転職・進学が保守化
4	KOR	韓国	South Korea	東アジア	境界的圧力	エネルギー安定を優先	中東リスクで調達分散と備蓄協調	物価抑制と雇用維持を同時に進める	燃料高で財政負担、対中配慮も残る	74.0	71.0	68.0	70.0	69.0	77.0	76.0	37.0	光熱費と物価不安が増幅し、将来設計が短期化する
4	PRK	北朝鮮	North Korea	東アジア	間接衝突	示威で譲歩と支援を引く	発射示威とサイバーで制裁抜け道探る	外部の包囲に対抗し結束と統制を強化	食料・外貨不足で長期挑発は負担	88.0	58.0	54.0	49.0	30.0	46.0	84.0	37.0	安保不安と物価懸念が重なり将来設計が短期化する
4	RUS	ロシア	Russia	ユーラシア	間接衝突	資源で制裁下の主導権確保	対制裁迂回を拡大、価格高で供給交渉	外圧下でも雇用と歳入を守り抜く	戦費負担と技術流入不足が長期化	82.0	79.0	62.0	74.0	61.0	73.0	70.0	34.0	電気代と物価不安が再燃し、若者は将来設計を縮めがち
4	UKR	ウクライナ	Ukraine	欧州	限定戦争	支援維持へ優先度再提示	対日含む支援国へ軍需・復興枠の固定化要請	戦時経済を維持し前線と生活を両立する	中東再燃で支援国の予算と世論が分散	67.0	57.0	54.0	41.0	59.0	46.0	56.0	49.0	光熱費不安が先行し将来設計が慎重化、停滞感が増す
4	IRN	イラン	Iran	中東	境界的圧力	停戦維持しつつ示威で交渉優位	ホルムズ周辺で示威、制裁緩和を要求	抑止を保ち生活を守る、譲歩は最小限	歳入難と不満で強硬演出が要る	71.0	86.0	60.0	59.0	64.0	69.0	74.0	41.0	電気代・物価不安が先行し、進学就職の安心が削れる
4	ISR	イスラエル	Israel	中東	間接衝突	抑止維持と供給網防衛	米国と警戒連携、海上警備と調達先分散	エネルギー不安でも抑止と産業基盤を守る	戦費と政治対立で物価対策が細る	66.0	64.0	60.0	63.0	64.0	63.0	62.0	40.0	電気代・物価が重く将来不安が増幅、挑戦より安定志向へ
4	SAU	サウジアラビア	Saudi Arabia	中東	境界的圧力	供給抑制で歳入確保	OPEC+で減産維持、ホルムズ警戒で海上安保協調	価格変動に備え歳入と治安を守り改革投資を継続	海上リスクで輸送費上昇、急増産は体制コスト増	66.0	72.0	55.0	47.0	54.0	62.0	64.0	44.0	電気代・物価の先行き不安が増え、将来設計が保守化する
4	EU	欧州連合	European Union	欧州	境界的圧力	エネルギー安定を最優先	中東リスクで共同備蓄・調達多角化を加速	物価対策を優先しつつ対外危機にも備える	加盟国分断で迅速合意が難しく財政も限界	64.0	72.0	55.0	52.0	62.0	58.0	60.0	47.0	電気代・物価不安が進路計画を圧迫し、SNSで焦燥が増える
5	USA	アメリカ	United States	北米	境界的圧力	技術封鎖と同盟負担強化	先端半導体・AI輸出管理拡大、対日調達指定	雇用と安全を守るため技術防衛と供給網再編	物価と分断で長期負担は限界、同盟に上積み要求	83.0	70.0	76.0	88.0	64.0	85.0	74.0	36.0	計算資源制約と雇用不安で挑戦が萎み、短期安定へ傾く
5	CHN	中国	China	東アジア	境界的圧力	技術主権を優先し圧力継続	輸出管理に対抗し代替供給網と内製化を加速	外圧下でも雇用と成長を守り自立を進める	景気減速と失業不安で長期対立は負担増	82.0	65.0	74.0	64.0	46.0	83.0	72.0	33.0	供給網不安と雇用不透明で将来設計が萎み、挑戦回避が強まる
5	JPN	日本	Japan	東アジア	境界的圧力	同盟軸で供給網を守る	米欧と輸出管理整合、調達・在庫を再設計	重要物資を確保し物価高を抑える	対中依存を急減できず、補助は財政を圧迫	72.0	70.0	69.0	68.0	78.0	82.0	79.0	34.0	物価・就活・技能更新の不安が重なり、将来像が描きにくい
5	TWN	台湾	Taiwan	東アジア	境界的圧力	供給確保と抑止の同時運用	米日欧と輸出管理整合、供給枠を優先契約	ブロック化下でも雇用と電力安定を守る	燃料・保険料と防衛負担で財政が逼迫	82.0	77.0	69.0	63.0	71.0	84.0	78.0	38.0	半導体不安が物価・就職観に波及し、挑戦より安定志向が強まる
5	KOR	韓国	South Korea	東アジア	境界的圧力	技術同盟で競争防衛	対米連携で輸出管理強化、対中は選別対話	雇用と安保を守るため供給網を再構築する	半導体主導権と対中依存の板挟みが続く	76.0	62.0	72.0	79.0	67.0	83.0	81.0	33.0	計算資源と雇用の先行きが霞み、挑戦より安定志向が強まる
5	PRK	北朝鮮	North Korea	東アジア	間接衝突	示威と取引で制裁緩和狙い	発射準備示威とサイバーで外貨獲得	包囲に対抗し自力更生と統制を強化	外貨・食料不足で長期挑発は負担	90.0	60.0	56.0	55.0	33.0	54.0	86.0	35.0	安保不安に供給網不安が上乗せされ将来設計が萎む
5	RUS	ロシア	Russia	ユーラシア	間接衝突	資源と迂回で圧力維持	輸出先分散と制裁迂回網を強化、価格交渉	外圧でも歳入と雇用を守り国防を優先	戦費と部品不足で成長停滞、強硬維持が必要	84.0	81.0	64.0	78.0	63.0	76.0	72.0	32.0	分断で物価・就職不安が長期化し、若者は挑戦を先送りしがち
5	UKR	ウクライナ	Ukraine	欧州	限定戦争	支援の固定化と復興枠確保	対日含む支援国へ弾薬・復興枠の確約要請	持久戦でも国家機能と生活を維持	支援国が技術ブロックで内向き化	69.0	60.0	56.0	47.0	62.0	52.0	58.0	46.0	分断感で就職・進学が慎重化、将来像が縮む
5	IRN	イラン	Iran	中東	境界的圧力	制裁下で示威と交渉を両立	航路周辺の警戒強化、非西側と取引拡大	外圧に屈せず生活を守るため耐久戦	歳入難と不満で強硬姿勢の演出が必要	74.0	88.0	63.0	66.0	67.0	75.0	77.0	38.0	物価と将来不安が長引き、挑戦より防衛的選択が増える
5	ISR	イスラエル	Israel	中東	間接衝突	抑止維持と技術選別	米国と技術調達枠を協議、輸出管理を強化	同盟と産業防衛で安全と雇用を守る	政治分断と戦費で生活支援が削られやすい	68.0	66.0	62.0	72.0	67.0	70.0	64.0	38.0	技術分断で学業・就活の見通しが曇り、不安が常態化
5	SAU	サウジアラビア	Saudi Arabia	中東	境界的圧力	価格維持で体制安定優先	OPEC+減産継続、アジア向け長期契約強化	歳入を守り改革投資と治安を維持する	増産は価格下落と財政計画崩れを招く	68.0	74.0	58.0	52.0	57.0	69.0	66.0	41.0	物価と供給不安が就活観を硬化、挑戦より安定志向へ
5	EU	欧州連合	European Union	欧州	境界的圧力	規制と供給網の防衛を優先	対中依存低減と輸出管理を同盟調整	雇用と安全を守るため制度を強化	加盟国利害差で迅速合意が遅れる	66.0	63.0	58.0	61.0	64.0	67.0	62.0	44.0	AI職不安と物価懸念が重なり将来像が曇る
6	USA	アメリカ	United States	北米	境界的圧力	同盟負担と技術統制を継続	対日へ防衛・基地負担増とAI管理同調要求	同盟強化で戦争抑止、雇用と産業も守る	物価・分断で長期関与に限界、成果が必要	84.0	68.0	78.0	90.0	71.0	83.0	76.0	30.0	支援優先が割れ、将来像が曇る。挑戦より安定志向へ
6	CHN	中国	China	東アジア	境界的圧力	技術主権と対日牽制	対日輸出・通関を選別し半導体供給で揺さぶる	外圧下でも雇用と産業を守り自立を進める	景気と失業が重く長期強硬は反作用が怖い	84.0	66.0	76.0	67.0	54.0	85.0	75.0	28.0	財政議論で支援が見えにくく、不安が就職と挑戦を萎縮させる
6	JPN	日本	Japan	東アジア	圧力上昇	財政制約下で不安抑制	同盟と連携し調達分散・規格整合を継続	支援は絞りつつ重点化し物価と雇用を守る	防衛・物価・若者支援の配分が限界に近い	68.0	66.0	64.0	63.0	84.0	76.0	82.0	28.0	支援の選別感が不公平不安を増幅し、将来設計が縮む
6	TWN	台湾	Taiwan	東アジア	境界的圧力	供給安定と抑止を優先	米日欧と供給枠再確認、重要品目を優先配分	不確実性は続くが産業と雇用を守る	保険・燃料・防衛負担で余力が縮む	84.0	74.0	67.0	66.0	73.0	86.0	79.0	34.0	財政議論で支援が見えにくく不安が残り、進路が保守化しやすい
6	KOR	韓国	South Korea	東アジア	境界的圧力	技術同盟を軸に分断管理	対米で輸出管理を運用強化、対中は限定協議	安保と雇用を守るため供給網の安定を優先	対中依存と半導体覇権競争の板挟みが続く	74.0	60.0	70.0	78.0	71.0	82.0	80.0	28.0	財政不安で支援の見通しが弱まり、若者は挑戦回避が強まる
6	PRK	北朝鮮	North Korea	東アジア	間接衝突	示威継続で譲歩を探る	短距離発射示威とサイバーで外貨確保	敵対包囲に備え軍と統制を強化	外貨・食料不足で挑発は頻発できない	92.0	58.0	60.0	57.0	41.0	56.0	88.0	30.0	安保不安が財政論争と重なり、将来設計が縮む
6	RUS	ロシア	Russia	ユーラシア	間接衝突	資源・情報で分断を維持	資源輸出の迂回継続、制裁疲れを誘発	外圧下でも防衛と雇用を守り抜く	戦費負担と部品不足、硬直が不可避	85.0	83.0	67.0	80.0	68.0	78.0	74.0	28.0	物価と将来不安が増幅。財政論争で支援の見通しが曇り、若者は挑戦を先送り
6	UKR	ウクライナ	Ukraine	欧州	限定戦争	支援固定化と継戦の確保	対日含む支援国へ復興・財政支援を要請	戦時統治を維持し復興準備を進める	支援疲れと動員負担で統治が脆い	70.0	61.0	58.0	49.0	66.0	53.0	60.0	43.0	財政議論で支援の優先順位不安が増え、将来設計が守りに寄る
6	IRN	イラン	Iran	中東	境界的圧力	停戦維持で影響力確保	航路周辺で示威と警戒、取引網を維持	停戦下でも警戒を緩めず生活を守る	歳入難と不満で強硬演出が要る	72.0	86.0	66.0	67.0	70.0	76.0	79.0	34.0	物価高と支援論争で将来像が霞み、慎重化が進む
6	ISR	イスラエル	Israel	中東	間接衝突	抑止継続と技術囲い込み	輸出管理とサイバー防衛を強化、同盟調整	安全確保と産業維持で長期戦に備える	戦費と分断で社会支出が伸ばしにくい	70.0	67.0	64.0	75.0	70.0	72.0	66.0	34.0	財政議論で支援が読めず、学業・就活の不安が強まる
6	SAU	サウジアラビア	Saudi Arabia	中東	境界的圧力	価格防衛で歳入確保	OPEC+調整継続、対アジア契約を選別	歳入を守り治安と改革投資を維持する	増産は価格崩れと体制正統性を損ね得る	66.0	77.0	60.0	51.0	61.0	68.0	69.0	38.0	生活費不安と財政議論が重なり、若者は将来像を描きにくい
6	EU	欧州連合	European Union	欧州	境界的圧力	規制と景気の綱渡り	対中リスク低減を継続し標準化で主導	競争力と雇用を守るため段階規制	加盟国分裂と産業反発で決定が鈍い	64.0	60.0	57.0	58.0	66.0	63.0	64.0	41.0	財源論が強まり、将来設計が先延ばしになりやすい
7	USA	アメリカ	United States	北米	境界的圧力	電力・AI統制を同盟へ波及	対日に基地負担と電力/計算資源連携を要求	AI覇権と雇用維持へ基盤投資を加速	電力網と地域反発、物価で余力が細る	82.0	73.0	76.0	92.0	74.0	80.0	78.0	28.0	電力・計算資源の奪い合い感が強まり、将来不安が増幅。安定志向が強くなる
7	CHN	中国	China	東アジア	境界的圧力	電力制約下で技術主権優先	対日通関・素材供給を選別し交渉余地を確保	電力と雇用を守り産業高度化を加速する	成長鈍化で失業が怖く長期強硬は困難	86.0	72.0	79.0	74.0	57.0	87.0	78.0	24.0	AI機会が電力・計算資源で詰まり、就活不安と将来悲観が増える
7	JPN	日本	Japan	東アジア	圧力上昇	電力制約下で分配調整	電力・燃料調達分散とDC立地協議を加速	停電回避と料金抑制、地域負担を平準化する	電源投資は遅く、補助は財政余力が薄い	66.0	74.0	67.0	69.0	88.0	78.0	86.0	24.0	電気代とAI利用格差で将来不安が増え、挑戦が萎む
7	TWN	台湾	Taiwan	東アジア	境界的圧力	電力制約下で供給継続を死守	重要顧客へ計算/半導体を優先配分	電力負担は管理し産業基盤を守る	電力・燃料・防衛で余力が逼迫	86.0	78.0	69.0	72.0	76.0	88.0	82.0	30.0	AI格差と供給不安が重なり将来像が縮み、進路が安全志向へ傾く
7	KOR	韓国	South Korea	東アジア	境界的圧力	電力・半導体を国家優先	対米で計算資源枠確保、対日協力は選別	電力負担を抑えつつ雇用と安保を守る	電力網逼迫と対中依存で選択肢が狭い	72.0	66.0	74.0	81.0	76.0	84.0	82.0	24.0	計算資源と雇用不安が重なり、挑戦より安定志向が強まる
7	PRK	北朝鮮	North Korea	東アジア	間接衝突	示威と外貨確保を優先	発射準備を誇示しつつサイバー収益化	電力難の外敵責任を強調し統制を正当化	電力・食料・外貨不足で長期挑発は困難	90.0	62.0	63.0	66.0	44.0	59.0	91.0	28.0	安保不安と電力/AI格差が重なり将来像が曇る
7	RUS	ロシア	Russia	ユーラシア	間接衝突	資源で交渉力を維持	輸出迂回と価格調整で制裁疲れ誘う	国家は包囲下でも安定と雇用を守る	戦費と設備不足、電力投資も重荷	86.0	88.0	70.0	83.0	72.0	80.0	79.0	24.0	電力制約でAI格差不安が拡大。物価高と就職不確実で将来像が縮む
7	UKR	ウクライナ	Ukraine	欧州	限定戦争	支援維持と継戦を優先	対日含む支援国へ復興と電力・ICT支援要請	前線維持と復興準備を同時に進める	電力・人員・財政が不足し統治が脆い	71.0	64.0	60.0	55.0	69.0	55.0	62.0	41.0	電力制約でAI格差不安が増し、就職と学習投資が慎重化
7	IRN	イラン	Iran	中東	境界的圧力	停戦維持で交渉力確保	航路周辺で抑止示威、原油供給で交渉	停戦下でも警戒と生活防衛を両立する	制裁と歳入難で強硬演出が必要	74.0	90.0	68.0	71.0	73.0	78.0	82.0	30.0	電力制約でAI格差不安が増幅、物価と雇用の慎重化が進む
7	ISR	イスラエル	Israel	中東	間接衝突	電力確保を優先し抑止継続	電力・データ施設を保護、供給網を同盟で固める	電力逼迫でも防衛と生活基盤を守る	停戦再燃リスクと電力不足で投資が詰まる	72.0	69.0	66.0	82.0	73.0	74.0	71.0	31.0	AI格差と電力不安で将来像が揺れ、進路選択が慎重化
7	SAU	サウジアラビア	Saudi Arabia	中東	境界的圧力	価格維持で影響力確保	OPEC+枠で供給を絞り長期契約を優先	歳入を守り雇用と治安投資を継続する	増産は価格下落と体制支持低下を招く	68.0	82.0	63.0	53.0	66.0	70.0	72.0	35.0	電力制約でAI格差不安が強まり、物価高と重なり将来像が曇る
7	EU	欧州連合	European Union	欧州	境界的圧力	電力制約下で競争力防衛	電力網投資とDC立地規律、対外調達も協調	電力負担を抑えつつ雇用と技術競争力を守る	加盟国利害と住民反発で投資決定が遅い	63.0	62.0	59.0	61.0	69.0	64.0	66.0	39.0	計算資源逼迫と物価懸念が重なり、挑戦より安全志向が強まる
8	USA	アメリカ	United States	北米	境界的圧力	AI覇権優先で同盟へ負担要請	対日で計算資源・防衛分担・訓練連携を迫る	雇用再配置の痛みを抑えつつ競争力を守る	電力・物価・分断で国内合意が脆い	84.0	72.0	81.0	93.0	76.0	82.0	80.0	26.0	初職不安が強まり、米要請で将来の選択肢が狭まる感覚が拡大
