イベントID	step	区分	イベント名	強度_0to1	対象	主な影響方向	発生源	関連国	日本社会状態	若者への入力文
OE006	6	組織判断	企業・組織の採用育成判断	0.45	若者・現役世代	育成経路↑ 地域接続↑	組織運営LLM	日本	未来通信システム株式会社: 新卒は厳選維持、危機対応・調達中途を厚く / 北関東精密加工株式会社: 新卒は小口継続、保全/生産技術の中途を優先 / 首都圏業務支援株式会社: 新卒は小枠維持。中途はBCP・監査・対顧設計の即戦力	未来通信システム株式会社: 採用厳選で不安増、実務スキル習得は加速 / 北関東精密加工株式会社: 採用は細るが技能×AI/ロボの成長機会は残る / 首都圏業務支援株式会社: 新卒枠は残るが少数精鋭化。監査・危機対応スキルが有利 現役側には 未来通信システム株式会社: 不安対応業務増で疲弊、再学習と役割転換が進む / 北関東精密加工株式会社: 現場に再配置圧力、保全・改善役の評価が上がる / 首都圏業務支援株式会社: 炎上・不安対応が常態化し負荷増。再訓練と配置転換が進む
WE013	6	世界イベント	供給網不安拡大の高止まり	0.58	全体	物価不安↑ 雇用安定↓ 慢性負荷↑	供給網不安	ウクライナ(限定戦争)、ロシア(間接衝突)、イスラエル(間接衝突)	ステップ6: SNS不安増幅が76.5。高リスク国: ウクライナ(限定戦争)、ロシア(間接衝突)、イスラエル(間接衝突)。日本の緩衝政策余力は35.1。	供給網の不安定化により、物価と企業採用への不安が残る。 新しい事件というより、高い不安が続いて疲労感を生む。
WE014	6	世界イベント	地政学SNS不安拡散の高止まり	0.53	全体	不安↑ 怒り↑ 逃避行動↑ 慢性負荷↑	SNS不安増幅	ウクライナ(限定戦争)、ロシア(間接衝突)、イスラエル(間接衝突)	ステップ6: SNS不安増幅が76.5。高リスク国: ウクライナ(限定戦争)、ロシア(間接衝突)、イスラエル(間接衝突)。日本の緩衝政策余力は35.1。	危機情報がSNSで増幅し、不安と怒りが日常会話に入り込む。 新しい事件というより、高い不安が続いて疲労感を生む。
WE015	6	制度制約	財政制約による支援遅れの悪化	0.66	全体	制度信頼↓ 裏切られ感↑	日本社会状態	日本	ステップ6: SNS不安増幅が76.5。高リスク国: ウクライナ(限定戦争)、ロシア(間接衝突)、イスラエル(間接衝突)。日本の緩衝政策余力は35.1。	財政圧力により若者支援や生活支援が遅れ、制度への失望が出やすい。 直近で悪化しており、前よりも日常の判断に入り込みやすい。
FB007	7	社会反応	生活防衛シフト	0.85	全体	生活コスト不安↑ 子ども意向↓	若者・現役行動フィードバック	日本国内	生活防衛50.8、情報過敏12.7、ケア6.8	家計防衛が優先され、将来投資や子どもを迎える判断が後回しになる。
OE007	7	組織判断	企業・組織の採用育成判断	0.46	若者・現役世代	育成経路↑ 地域接続↑	組織運営LLM	日本	未来通信システム株式会社: 新卒は厳選維持、供給制約対応の中途を拡大 / 北関東精密加工株式会社: 新卒は小口維持、保全/生技の中途を優先し採用広報を強化 / 首都圏業務支援株式会社: 新卒は小枠継続。中途は設計・監査・CS危機対応を優先	未来通信システム株式会社: 計算資源格差で学習不利が拡大、厳選不安増 / 北関東精密加工株式会社: 学習機会格差と不安が増え、技能習得の早期化圧力が強まる / 首都圏業務支援株式会社: 新卒枠は狭いが、監査/危機対応の成長機会は増える 現役側には 未来通信システム株式会社: 運用・安保・コスト最適化へ再学習圧力増 / 北関東精密加工株式会社: 現場は変化疲れと再訓練負担増、保全・段取系の需要が増える / 首都圏業務支援株式会社: 現場は監査負荷増。AI運用標準化で属人性は減る
WE016	7	世界イベント	半導体・計算資源制約の悪化	0.50	全体	学習機会格差↑ 雇用不安↑	計算資源制約	ウクライナ(限定戦争)、ロシア(間接衝突)、イスラエル(間接衝突)	ステップ7: SNS不安増幅が79.1。高リスク国: ウクライナ(限定戦争)、ロシア(間接衝突)、イスラエル(間接衝突)。日本の緩衝政策余力は32.5。	計算資源と半導体制約により、AI利用格差と進路不安が広がる。 直近で悪化しており、前よりも日常の判断に入り込みやすい。
FB008	8	社会反応	生活防衛シフト	0.62	全体	生活コスト不安↑ 子ども意向↓	若者・現役行動フィードバック	日本国内	生活防衛38.2、情報過敏17.4、学習移行12.1	家計防衛が優先され、将来投資や子どもを迎える判断が後回しになる。
OE008	8	組織判断	企業・組織の採用育成判断	0.52	若者・現役世代	採用不安↑ 若手育成経路↓	組織運営LLM	日本	北関東精密加工株式会社: 新卒は枠維持、保全/生技の中途優先。雇用不安説明を強化 / 未来通信システム株式会社: 新卒は厳選維持、即戦力中途と副業連携を増やす / 首都圏業務支援株式会社: 新卒は小枠維持。中途は監査・危機対応を優先	北関東精密加工株式会社: 将来不安が増えるが、技能の道筋提示で定着は改善余地 / 未来通信システム株式会社: 選別不安が増す一方、学習指針の明確化で安心も出る / 首都圏業務支援株式会社: 選別不安は残るが、標準手順で自己効力感を支える 現役側には 北関東精密加工株式会社: 再配置と多能工化圧。SNS不安で離職芽生え、説明負荷が増大 / 未来通信システム株式会社: 再配置と再学習圧力が上がり、心理負荷と離職リスクが増える / 首都圏業務支援株式会社: 監査・対人対応へ再配置圧力。離職抑制と両立に葛藤
WE017	8	世界イベント	AI雇用不安増幅の悪化	0.57	全体	希望経路↓ 自己効力感↓	雇用不確実性	ウクライナ(限定戦争)、ロシア(間接衝突)、イスラエル(間接衝突)	ステップ8: SNS不安増幅が81.7。高リスク国: ウクライナ(限定戦争)、ロシア(間接衝突)、イスラエル(間接衝突)。日本の緩衝政策余力は31.1。	AIと景気の不確実性により、努力が報われる経路が見えにくくなる。 直近で悪化しており、前よりも日常の判断に入り込みやすい。
FB009	9	社会反応	生活防衛シフト	0.58	全体	生活コスト不安↑ 子ども意向↓	若者・現役行動フィードバック	日本国内	生活防衛36.4、情報過敏18.6、制度要求17.4	家計防衛が優先され、将来投資や子どもを迎える判断が後回しになる。
OE009	9	組織判断	企業・組織の採用育成判断	0.51	若者・現役世代	採用不安↑ 若手育成経路↓	組織運営LLM	日本	北関東精密加工株式会社: 新卒枠は維持し厳選。保全/生技/品質の中途優先、説明会増 / 未来通信システム株式会社: 新卒は厳選維持、中途即戦力と副業連携を拡大 / 首都圏業務支援株式会社: 新卒は小枠継続。中途は監査・危機広報を増やす	北関東精密加工株式会社: 採用は絞るが育成筋は明確化。安心説明で不安拡散を抑える / 未来通信システム株式会社: 選別不安が増す一方、安心材料の可視化で応募は維持 / 首都圏業務支援株式会社: 即戦力偏重で選別不安増。短期スキル志向が強まる 現役側には 北関東精密加工株式会社: 多能工化と保全教育で負担増。雇用維持姿勢で離職不安は低下 / 未来通信システム株式会社: 再学習圧力と不安が増大、転換機会提示で離職抑制 / 首都圏業務支援株式会社: 監査・危機対応へ再配置圧力。非正規調整が増える
WE018	9	世界イベント	AI雇用不安増幅の悪化	0.69	全体	希望経路↓ 自己効力感↓	雇用不確実性	ウクライナ(限定戦争)、ロシア(間接衝突)、イスラエル(間接衝突)	ステップ9: SNS不安増幅が84.1。高リスク国: ウクライナ(限定戦争)、ロシア(間接衝突)、イスラエル(間接衝突)。日本の緩衝政策余力は29.2。	AIと景気の不確実性により、努力が報われる経路が見えにくくなる。 直近で悪化しており、前よりも日常の判断に入り込みやすい。
FB010	10	社会反応	生活防衛シフト	0.51	全体	生活コスト不安↑ 子ども意向↓	若者・現役行動フィードバック	日本国内	生活防衛32.1、情報過敏22.4、学習移行7.5	家計防衛が優先され、将来投資や子どもを迎える判断が後回しになる。
OE010	10	組織判断	企業・組織の採用育成判断	0.53	若者・現役世代	採用不安↑ 若手育成経路↓	組織運営LLM	日本	北関東精密加工株式会社: 新卒枠は維持し厳選。保全/生技/品質の中途を優先、発信強化 / 未来通信システム株式会社: 新卒厳選は維持、中途は信頼・運用人材を増枠 / 首都圏業務支援株式会社: 新卒は小枠維持。中途は危機広報・監査運用を優先採用	北関東精密加工株式会社: 採用厳選で不安は増えるが、保全/自動化技能の成長機会は拡大 / 未来通信システム株式会社: 配属は運用/信頼領域に偏り、選抜不安が残る / 首都圏業務支援株式会社: 若手は炎上対応スキルが武器化、定型業務枠は縮小 現役側には 北関東精密加工株式会社: 現場は不安増で抵抗も出るが、保全内製化で職能価値と安定が上がる / 未来通信システム株式会社: 説明責任と安全運用が必須化し再学習負荷が増す / 首都圏業務支援株式会社: 現役は監査・説明責任負荷が増え、再配置と疲弊が課題
FB011	11	社会反応	生活防衛シフト	0.47	全体	生活コスト不安↑ 子ども意向↓	若者・現役行動フィードバック	日本国内	生活防衛30.3、情報過敏24.5、制度要求12.3	家計防衛が優先され、将来投資や子どもを迎える判断が後回しになる。
OE011	11	組織判断	企業・組織の採用育成判断	0.50	若者・現役世代	採用不安↑ 若手育成経路↓	組織運営LLM	日本	北関東精密加工株式会社: 新卒枠は維持し厳選。生技/品質/保全の中途優先、内定者不安ケア強化 / 未来通信システム株式会社: 新卒厳選を維持、中途は運用・信頼人材を増枠 / 東京湾岸工科専門学校: 新卒枠維持。広報は不安鎮静と職業実感重視	北関東精密加工株式会社: 採用は狭まるが、安心対話と技能見える化で定着は改善 / 未来通信システム株式会社: 採用は絞られ不安増、信頼/運用系スキルに需要 / 東京湾岸工科専門学校: 不安下でも進路判断の確度が上がり離脱が減る 現役側には 北関東精密加工株式会社: 再配置・多能工化圧が増す。SNS不安で離職リスク、面談負荷が増える / 未来通信システム株式会社: 再学習と説明対応が常態化、配置転換圧力が上がる / 東京湾岸工科専門学校: 企業側の受入整備が進み指導負担が一部軽減
FB012	12	社会反応	生活防衛シフト	0.29	全体	生活コスト不安↑ 子ども意向↓	若者・現役行動フィードバック	日本国内	情報過敏31.1、生活防衛20.3、制度要求12.6	家計防衛が優先され、将来投資や子どもを迎える判断が後回しになる。
FB013	12	社会反応	情報過敏の拡大	0.36	全体	SNS不安↑ 地政学体感リスク↑	若者・現役行動フィードバック	日本国内	情報過敏31.1、生活防衛20.3、制度要求12.6	ニュースやSNSの確認が増え、外圧が日常の不安として体感されやすくなる。
OE012	12	組織判断	企業・組織の採用育成判断	0.52	若者・現役世代	採用不安↑ 若手育成経路↓	組織運営LLM	日本	北関東精密加工株式会社: 新卒枠は維持し厳選。生技/品質/保全の中途優先、内定者ケア強化 / 未来通信システム株式会社: 新卒は厳選維持、中途は信頼運用・危機対応を増枠 / 首都圏業務支援株式会社: 新卒小枠維持。中途は監査運用・危機広報・BCP優先	北関東精密加工株式会社: 採用は絞るが安心説明で離脱抑制。AI/保全技能で自己効力感を補う / 未来通信システム株式会社: 選別不安が増す一方、安心設計人材は伸びる / 首都圏業務支援株式会社: 不安下でも入口は残るが、監査/危機対応スキル必須化 現役側には 北関東精密加工株式会社: 多能工化と保全負荷が増える。説明強化で不安は下がるが賃上げ停滞 / 未来通信システム株式会社: 慢性不安下で再学習負荷が上がり離職リスク増 / 首都圏業務支援株式会社: 運用監査と対外説明負荷が増え、精神的負担と再学習圧力上昇
WE019	12	世界イベント	AI雇用不安増幅の高止まり	0.64	全体	希望経路↓ 自己効力感↓ 慢性負荷↑	雇用不確実性	ウクライナ(限定戦争)、ロシア(間接衝突)	ステップ12: SNS不安増幅が80.6。高リスク国: ウクライナ(限定戦争)、ロシア(間接衝突)。日本の緩衝政策余力は29.8。	AIと景気の不確実性により、努力が報われる経路が見えにくくなる。 新しい事件というより、高い不安が続いて疲労感を生む。
WE020	12	世界イベント	地政学SNS不安拡散の高止まり	0.65	全体	不安↑ 怒り↑ 逃避行動↑ 慢性負荷↑	SNS不安増幅	ウクライナ(限定戦争)、ロシア(間接衝突)	ステップ12: SNS不安増幅が80.6。高リスク国: ウクライナ(限定戦争)、ロシア(間接衝突)。日本の緩衝政策余力は29.8。	危機情報がSNSで増幅し、不安と怒りが日常会話に入り込む。 新しい事件というより、高い不安が続いて疲労感を生む。
WE021	12	制度制約	財政制約による支援遅れの高止まり	0.91	全体	制度信頼↓ 裏切られ感↑ 慢性負荷↑	日本社会状態	日本	ステップ12: SNS不安増幅が80.6。高リスク国: ウクライナ(限定戦争)、ロシア(間接衝突)。日本の緩衝政策余力は29.8。	財政圧力により若者支援や生活支援が遅れ、制度への失望が出やすい。 新しい事件というより、高い不安が続いて疲労感を生む。
FB014	13	社会反応	生活防衛シフト	0.48	全体	生活コスト不安↑ 子ども意向↓	若者・現役行動フィードバック	日本国内	生活防衛30.6、情報過敏24.1、制度要求9.6	家計防衛が優先され、将来投資や子どもを迎える判断が後回しになる。
OE013	13	組織判断	企業・組織の採用育成判断	0.55	若者・現役世代	採用不安↑ 若手育成経路↓	組織運営LLM	日本	北関東精密加工株式会社: 新卒枠は維持し厳選。保全/品質の中途優先、SNSケア強化 / 未来通信システム株式会社: 新卒は厳選維持、中途は信頼運用・危機広報を増枠 / 首都圏業務支援株式会社: 新卒小枠維持。中途は監査運用・BCP・危機広報を厚め	北関東精密加工株式会社: SNS不安で離職/内定辞退懸念。ケア強化で一定抑制 / 未来通信システム株式会社: 採用厳選が続き不安増、危機対応スキルが評価される / 首都圏業務支援株式会社: 新卒枠は残るが少数精鋭化。監査/危機対応スキルが武器に 現役側には 北関東精密加工株式会社: 現場は監視強化不安。説明/再配置で抵抗低減も負荷増 / 未来通信システム株式会社: 誤情報対応とAI監査の負荷増、転換先は社内に用意 / 首都圏業務支援株式会社: 現場は監査・説明責任負荷増。省力化で配置転換と再学習圧
FB015	14	社会反応	生活防衛シフト	0.44	全体	生活コスト不安↑ 子ども意向↓	若者・現役行動フィードバック	日本国内	生活防衛28.2、情報過敏26.7、制度要求13.6	家計防衛が優先され、将来投資や子どもを迎える判断が後回しになる。
FB016	14	社会反応	情報過敏の拡大	0.28	全体	SNS不安↑ 地政学体感リスク↑	若者・現役行動フィードバック	日本国内	生活防衛28.2、情報過敏26.7、制度要求13.6	ニュースやSNSの確認が増え、外圧が日常の不安として体感されやすくなる。
OE014	14	組織判断	企業・組織の採用育成判断	0.55	若者・現役世代	採用不安↑ 若手育成経路↓	組織運営LLM	日本	未来通信システム株式会社: 新卒は厳選継続、信頼運用・監査人材を中途増枠 / 北関東精密加工株式会社: 新卒枠は維持し厳選。保全/品質の中途を優先、説明会で不安払拭 / 東北ライフライン保守株式会社: 新卒枠維持も充足最優先。中途・地域副業を拡大	未来通信システム株式会社: 安心材料は増えるが採用選別が強まり不安も残る / 北関東精密加工株式会社: 採用厳選で不安増。技能可視化と相談窓口が安心材料になる / 東北ライフライン保守株式会社: 安定志向の受け皿増。現場負担も見え不安相談が増える 現役側には 未来通信システム株式会社: 監査・危機対応スキル需要増で再訓練負荷が上がる / 北関東精密加工株式会社: 多能工化と保全内製で負荷増。説明強化で現場抵抗は緩和 / 東北ライフライン保守株式会社: 配置最適化で業務再編。再教育負担と安心感が混在
FB017	15	社会反応	生活防衛シフト	0.51	全体	生活コスト不安↑ 子ども意向↓	若者・現役行動フィードバック	日本国内	生活防衛32.4、情報過敏21.9、制度要求15.8	家計防衛が優先され、将来投資や子どもを迎える判断が後回しになる。
OE015	15	組織判断	企業・組織の採用育成判断	0.50	若者・現役世代	採用不安↑ 若手育成経路↓	組織運営LLM	日本	北関東精密加工株式会社: 新卒枠は維持し厳選。保全/品質の中途を優先、発信強化 / 首都圏業務支援株式会社: 新卒は小枠維持。中途は監査運用・BCP・顧客折衝を厚く / 未来通信システム株式会社: 新卒は厳選継続、信頼運用・危機対応を中途増枠	北関東精密加工株式会社: 採用は狭くなるが、技能可視化で成長道筋は見える / 首都圏業務支援株式会社: 配属不安は増えるが、型化OJTで早期戦力化は進む / 未来通信システム株式会社: 採用は狭まるが信頼運用職の入口は増えやすい 現役側には 北関東精密加工株式会社: 多能工化と説明対応で負荷増。だが雇用不安は抑制 / 首都圏業務支援株式会社: 監査/顧客対応へ職務再編。再学習負担と評価不安が増す / 未来通信システム株式会社: 危機対応と説明責任の負荷増、再訓練需要が上がる
FB018	16	社会反応	生活防衛シフト	0.55	全体	生活コスト不安↑ 子ども意向↓	若者・現役行動フィードバック	日本国内	生活防衛34.4、情報過敏24.4、制度要求11.1	家計防衛が優先され、将来投資や子どもを迎える判断が後回しになる。
