step	country_code	country_name	country_name_en	region	risk_stage	stance	foreign_action	domestic_message	private_constraint	geopolitical_risk	energy_price_pressure	labor_market_uncertainty	compute_supply_constraint	fiscal_pressure	supply_chain_fragility	sns_anxiety_amplification	japan_policy_buffer	japan_impact_summary
3	CHN	中国	China	東アジア	境界的圧力	台湾圧力で輸出管理を硬軟併用	周辺演習を拡大し対日輸出許可を選別	外部圧力に対抗し雇用と安全を守る	景気鈍化で長期緊張は社会不安を招く	82.0	52.0	73.0	70.0	44.0	83.0	77.0	46.0	半導体不安と採用鈍化が重なり将来設計が保守化
3	JPN	日本	Japan	東アジア	境界的圧力	供給網防衛と抑止強化	米欧台と半導体協力枠組みを前倒し	供給不安に備え産業と家計を守る	代替調達は高コストで財政と摩擦	72.0	64.0	69.0	58.0	73.0	74.0	71.0	40.0	就職と物価の不安が強まり、将来計画が先送りされる
3	TWN	台湾	Taiwan	東アジア	境界的圧力	抑止強化と供給信頼維持	米日欧と供給継続枠組み、訓練拡大	日常維持と産業防衛を同時に進める	電力・海上輸送が脆弱、規制で選択肢が減る	74.0	61.0	56.0	54.0	57.0	72.0	67.0	44.0	海峡不安と部材懸念で将来設計が短期化、慎重化が進む
3	KOR	韓国	South Korea	東アジア	境界的圧力	半導体防衛と危機管理	対米・日で供給網協議、対中リスク低減	安保不安に備え産業と雇用を守る	対外依存と補助金負担で選択肢が狭い	67.0	59.0	66.0	64.0	65.0	69.0	71.0	44.0	半導体不安が就職観を冷やしSNSで将来不安が増幅
3	PRK	北朝鮮	North Korea	東アジア	間接衝突	示威で交渉空間を確保	短距離発射示威、対米接触は継続	外圧下でも抑止力と配給を守る	外貨・食料逼迫で示威が必要	84.0	37.0	63.0	56.0	48.0	53.0	78.0	47.0	安全不安に半導体不安が重なり、進路の確信が薄れる
3	RUS	ロシア	Russia	ユーラシア	間接衝突	資源収入確保と対外示威	対中協調を強め資源割引と制裁迂回を拡大	包囲下でも経済と戦線を維持すると強調	戦費と制裁で先端計算資源が細る	76.0	69.0	58.0	71.0	53.0	74.0	63.0	44.0	半導体不安と物価観測で将来設計が縮み不安が増える
3	UKR	ウクライナ	Ukraine	欧州	限定戦争	支援の維持と復興枠の確保	欧州に弾薬・防空優先、復興枠を先行確定	長期戦を想定し生活と動員の両立を続ける	支援疲れと人材流出、資金の目詰まり	70.0	50.0	58.0	52.0	64.0	60.0	56.0	43.0	半導体不安で先行き感がさらに曇り、将来設計が硬直
3	IRN	イラン	Iran	中東	境界的圧力	停戦維持し影響力誇示	航路安全で取引、制裁緩和を探る	外圧下でも生活防衛と自立を継続	財政難と不満で強硬派を抑えにくい	66.0	74.0	49.0	56.0	58.0	64.0	67.0	45.0	エネ高と半導体不安が重なり、就職と生活設計が曇る
3	ISR	イスラエル	Israel	中東	間接衝突	半導体優先確保で抑止維持	米欧と供給網囲い込み、対台有事備え	技術と安全保障を同時に守り抜く	動員疲弊と分断。調達費が財政を圧迫	66.0	54.0	52.0	58.0	64.0	61.0	60.0	44.0	計算資源の取り合いで不安増。将来設計が短期化する
3	SAU	サウジアラビア	Saudi Arabia	中東	圧力上昇	原油安定と対外均衡を優先	OPEC+調整で急騰回避、アジア向け供給を確保	市場安定で歳入を守り改革投資と雇用を継続	安全保障不確実性で投資と治安コストが増える	52.0	63.0	40.0	26.0	46.0	46.0	50.0	54.0	物価不安は続くが急騰回避なら将来悲観の加速は限定的
3	EU	欧州連合	European Union	欧州	境界的圧力	規制と供給網で防衛	対中リスク点検と半導体調達を再編	成長と雇用を守りつつ安全保障も強化	加盟国差と企業負担で足並みが揺れる	67.0	50.0	60.0	58.0	57.0	65.0	62.0	52.0	半導体不安が就職観を冷やし、将来像が曇る
4	USA	アメリカ	United States	北米	境界的圧力	対中東警戒で同盟の負担共有	対日へエネ分散・備蓄放出協調と海上警戒	物価と雇用を守るため同盟で抑止と安定を確保	物価高と分断で長期関与は続けにくい	74.0	78.0	69.0	70.0	65.0	77.0	76.0	39.0	電気代・物価不安が将来像を曇らせ、挑戦より防衛的選択が増える
4	CHN	中国	China	東アジア	境界的圧力	台湾圧力と資源確保を優先	周辺演習を継続し対日許認可を絞る	外圧と資源高に備え安定を守る	景気鈍化で長期緊張は統治負担	84.0	66.0	75.0	71.0	46.0	85.0	79.0	44.0	光熱費不安と半導体懸念で就活・進路が守りに寄る
4	JPN	日本	Japan	東アジア	境界的圧力	物価抑制と供給網防衛	G7・産油国と調達分散・備蓄放出協議	電気代と物流の急変に備え家計を守る	対外調達は高コスト、財政の説得が難しい	70.0	78.0	64.0	56.0	76.0	77.0	74.0	35.0	光熱費と就活不安が増え、将来設計が短期化する
4	TWN	台湾	Taiwan	東アジア	境界的圧力	抑止維持と供給信頼死守	米日欧と護送・保険枠組み、供給優先配分	生活コスト上昇に備えつつ防衛と産業を守る	燃料・海運が外部要因で揺れ、企業統制も限界	76.0	73.0	60.0	58.0	61.0	78.0	71.0	41.0	電気代・物流不安が増幅し、就職と挑戦の判断が保守化
4	KOR	韓国	South Korea	東アジア	境界的圧力	エネルギー不安の同盟管理	米・日と原油・LNG融通協議、海上警戒	物価高に備え支援しつつ安保協力を強化	輸入依存で価格に弱く補助金が膨張	70.0	78.0	68.0	66.0	72.0	73.0	74.0	41.0	電気代と景気不安で進路が慎重化、SNSで焦燥が拡散
4	PRK	北朝鮮	North Korea	東アジア	間接衝突	示威と取引で体制余力確保	発射準備示威とサイバー外貨獲得を強化	外圧下でも抑止力と生活配給を守る	外貨・食料不足で緊張管理が必要	86.0	63.0	66.0	58.0	52.0	56.0	81.0	43.0	電気代不安に安全保障警戒が重なり、将来設計が短期化する
4	RUS	ロシア	Russia	ユーラシア	間接衝突	資源を梃子に制裁迂回継続	対中・第三国経由の資源輸出を強化	包囲下でも財政と戦線を維持と強調	戦費と技術遮断で生産性が伸びない	78.0	74.0	60.0	72.0	55.0	76.0	66.0	43.0	物価と供給不安で計画が萎み将来不安が増える
4	UKR	ウクライナ	Ukraine	欧州	限定戦争	支援疲れを抑え戦争継続	欧州に防空・弾薬優先、支援枠の前倒し交渉	戦時経済を維持しつつ生活支援を優先する	資金と人員が細り、支援の政治条件が重い	72.0	62.0	60.0	54.0	66.0	63.0	58.0	41.0	電気代不安と戦争長期化が重なり、就職・進路の慎重化が進む
4	IRN	イラン	Iran	中東	境界的圧力	停戦維持し航路で圧力	ホルムズ周辺で示威、制裁緩和交渉	外圧に屈せず生活防衛と抑止を継続	不満と財政難で強硬派を抑えにくい	69.0	82.0	53.0	58.0	61.0	68.0	72.0	43.0	光熱費と物価不安が増幅し、将来設計が短期化する
4	ISR	イスラエル	Israel	中東	間接衝突	抑止継続と危機管理	米国と連携し海上警戒・供給線確保	長期化に備え安全と経済を両立	動員疲労と分断。費用高騰が重荷	68.0	63.0	55.0	60.0	66.0	64.0	63.0	42.0	燃料高と物流不安で節約志向。将来不安が増幅しやすい
4	SAU	サウジアラビア	Saudi Arabia	中東	圧力上昇	供給安定で価格警戒を抑制	OPEC+で増産余地示し、航路警戒を協調	不安定化でも歳入と改革投資を守る	安全保障費と治安維持が財政を圧迫	58.0	70.0	43.0	27.0	49.0	52.0	56.0	51.0	電気代・物流不安で悲観は強まるが、急騰回避なら持久可能
4	EU	欧州連合	European Union	欧州	境界的圧力	エネルギーと規制で持久	ホルムズ警戒で共同備蓄と調達分散を加速	物価対策と安全保障の両面で危機対応	加盟国温度差と企業負担で統一が難しい	69.0	66.0	61.0	60.0	60.0	68.0	66.0	49.0	光熱費不安と供給網懸念が将来設計を萎縮させる
5	USA	アメリカ	United States	北米	境界的圧力	同盟結束と技術囲い込み	対日へ防衛負担と対中技術管理を要求	覇権と雇用を守るため同盟で抑止強化	物価と分断で長期関与は政治的に限界	78.0	74.0	72.0	82.0	68.0	83.0	79.0	34.0	進路が『安定志向』へ寄り、挑戦より守りが優勢になる
5	CHN	中国	China	東アジア	境界的圧力	技術主権と統制維持	輸出管理に報復し対日許認可を厳格化	包囲への自力更生で雇用と安定を守る	分断長期化は景気と若者不満の火種	86.0	68.0	78.0	80.0	48.0	88.0	83.0	41.0	分断で半導体・就職不安が増し挑戦より安定志向へ
5	JPN	日本	Japan	東アジア	境界的圧力	供給網・計算資源を死守	同盟と連携し輸出規制順守と代替調達	供給網の揺れに備え物価と雇用を守る	代替調達は高コスト、財政説明が難しい	72.0	74.0	67.0	66.0	81.0	84.0	79.0	30.0	職の見通しが霞み、挑戦より防衛的選択が増える
5	TWN	台湾	Taiwan	東アジア	境界的圧力	供給信頼の維持と抑止強化	米日欧と対海峡監視・保険枠、供給優先	分断下でも雇用と物価を守り抑止を固める	輸出規制と海運保険が供給を縛る	79.0	75.0	64.0	66.0	63.0	82.0	74.0	39.0	分断感で将来不安が強まり、挑戦より安定志向が増す
5	KOR	韓国	South Korea	東アジア	境界的圧力	半導体同盟化で防衛線	米日と輸出管理調整、素材・装置の囲い込み	技術安保は雇用と国益を守るための措置	対中依存と若者雇用悪化で強硬一辺倒は難しい	73.0	76.0	71.0	72.0	75.0	78.0	77.0	38.0	供給網不安と採用慎重化が進路不安を増幅、焦燥が拡散
5	PRK	北朝鮮	North Korea	東アジア	間接衝突	示威で取引余地を確保	発射訓練誇示とサイバー外貨獲得を継続	敵対包囲に対抗し抑止力を強化する	外貨・食料不足で暴発は避けたい	88.0	66.0	69.0	64.0	55.0	61.0	84.0	41.0	安全保障不安と供給不安が重なり、進路選択が保守化する
5	RUS	ロシア	Russia	ユーラシア	間接衝突	ブロック化を逆手に資源圧力	友好国経由の輸出・決済を拡張	外圧下でも雇用と歳入を守る	半導体不足で軍民生産が鈍い	80.0	77.0	64.0	76.0	58.0	79.0	70.0	41.0	物価と分断報道で将来像が曇り挑戦意欲が削がれる
5	UKR	ウクライナ	Ukraine	欧州	限定戦争	支援条件を受け入れ持久	欧州に弾薬・防空優先、支援条件を調整	厳しい戦局でも補助と動員改革で耐える	支援の政治条件と人員不足が重い	74.0	63.0	61.0	60.0	69.0	66.0	60.0	39.0	ブロック化で半導体不安が増し、進路選択が慎重化
5	IRN	イラン	Iran	中東	境界的圧力	停戦維持し制裁緩和を狙う	ホルムズ示威を抑制、非西側と技術・貿易強化	停戦は維持しつつ生活と抑止を守る	制裁と不満で妥協は弱腰に見える	71.0	86.0	55.0	62.0	63.0	72.0	76.0	41.0	光熱費・物価高と分断報道で不安増、挑戦が先送りに
5	ISR	イスラエル	Israel	中東	間接衝突	技術優位と抑止を維持	米欧と技術同盟強化・対中輸出管理	安全保障優先で生活負担は補助で緩和	動員疲労と分断。財政と人材が逼迫	70.0	62.0	58.0	72.0	69.0	71.0	65.0	39.0	半導体・計算資源が細り、将来設計が揺れ不安が増幅
5	SAU	サウジアラビア	Saudi Arabia	中東	圧力上昇	供給維持で交渉余地確保	OPEC+で調整継続、航路警戒と対話を併走	安定供給で歳入を守り改革投資を継続	停戦再燃と分断で投資・治安コスト増	61.0	66.0	46.0	31.0	52.0	58.0	60.0	49.0	分断で物価と将来不安がじわり増幅、ただし急騰回避なら耐える
5	EU	欧州連合	European Union	欧州	境界的圧力	規制と同盟で防波堤	対中デリスクと輸出管理で協調強化	雇用と安全を守るため供給網を強靭化	加盟国温度差と産業負担で一枚岩化困難	66.0	61.0	58.0	67.0	62.0	72.0	69.0	46.0	先端職は期待も、分断で将来像が揺れ不安増
6	USA	アメリカ	United States	北米	境界的圧力	同盟負担の再配分を迫る	対日へ防衛・技術管理の実行計画を要求	同盟で抑止しつつ米国内の負担を軽減	分断と物価で対外関与は拡大しにくい	80.0	72.0	74.0	84.0	73.0	82.0	81.0	28.0	支援の不透明さが将来不安を増やし、安定志向が強まる
6	CHN	中国	China	東アジア	境界的圧力	技術主権優先で揺さぶり	対日素材・部材の許認可を選別的に運用	外圧下でも供給網と雇用を守る	景気減速で強硬一辺倒は不満を招く	87.0	66.0	82.0	83.0	55.0	90.0	86.0	36.0	物価と就活不安が強まり、将来像が縮む感覚が増える
6	JPN	日本	Japan	東アジア	境界的圧力	財政制約下で優先配分	同盟と調達網を再点検し摩擦回避	生活防衛と成長投資を両立する	増税回避と歳出拡大が両立しにくい	68.0	70.0	71.0	60.0	86.0	78.0	82.0	24.0	支援の不確実さが将来観を曇らせ、安定志向が強まる
6	TWN	台湾	Taiwan	東アジア	境界的圧力	供給安定と抑止の継続	米日欧と保険枠・港湾迂回、供給優先	安全保障下でも産業と雇用を守り抜く	海運保険・輸出管理が供給を縛る	81.0	72.0	66.0	69.0	64.0	84.0	76.0	36.0	財政議論で支援の見通しが揺れ、不安が増幅しやすい
6	KOR	韓国	South Korea	東アジア	境界的圧力	半導体同盟は維持、摩擦抑制	米日と輸出管理を継続、対中取引は選別	雇用と安全を守る現実的な技術安保	対中依存と若者不満で強硬は持続困難	70.0	74.0	73.0	71.0	78.0	76.0	79.0	34.0	物価と採用慎重化が重なり、将来不安がSNSで増幅
6	PRK	北朝鮮	North Korea	東アジア	境界的圧力	示威で交渉主導権を確保	短距離発射誇示とサイバー外貨獲得を強化	敵対勢力に備え抑止力を更新すると強調	食料・外貨不足で全面対決は回避したい	90.0	64.0	71.0	66.0	60.0	63.0	86.0	37.0	防衛と生活の優先競合が可視化し、将来像が縮む
6	RUS	ロシア	Russia	ユーラシア	間接衝突	資源収入維持で圧力継続	友好国経由輸出を拡大し価格交渉を強化	制裁下でも賃金と歳入を守り戦時継続	半導体・部材不足で生産と補修が詰まる	82.0	79.0	66.0	77.0	63.0	80.0	72.0	38.0	物価高と将来不安が固定化し挑戦より防衛的選択へ傾く
6	UKR	ウクライナ	Ukraine	欧州	限定戦争	支援維持へ条件交渉	欧州に継戦支援要請、復興資金枠も協議	厳しいが支援を確保し前線を維持する	人員と財政が限界、支援疲れが怖い	76.0	64.0	62.0	61.0	72.0	67.0	63.0	36.0	財政余地論で支援が揺れ、将来不安と節約志向が強まる
6	IRN	イラン	Iran	中東	境界的圧力	停戦維持し交渉余地を探る	ホルムズ周辺は示威抑制、非西側と貿易拡大	抑止は維持しつつ生活防衛を優先する	制裁下で財政難、強硬も融和も傷になる	70.0	84.0	57.0	63.0	66.0	73.0	78.0	36.0	財政論争で支援が見えにくく、生活不安が将来感を圧迫
6	ISR	イスラエル	Israel	中東	間接衝突	抑止維持と技術確保	米欧と防空・サイバー連携、輸出管理強化	安全保障最優先、生活負担は限定補助で耐える	動員疲労と分断。財政余地が縮小し人材逼迫	72.0	64.0	61.0	74.0	71.0	73.0	68.0	36.0	計算資源と物価不安が重なり、将来計画が縮む感覚が強まる
6	SAU	サウジアラビア	Saudi Arabia	中東	圧力上昇	供給安定で価格主導権維持	OPEC+調整継続、対日長期契約を提案	歳入確保と市場安定で改革資金を守る	停戦再燃と治安費で余力が削られる	63.0	69.0	49.0	32.0	56.0	59.0	62.0	45.0	光熱費と生活費の重さが続き、将来設計が慎重化
6	EU	欧州連合	European Union	欧州	境界的圧力	規制協調と対外依存の縮減	対中デリスクとAI規制で域内投資誘導	雇用と安全のため供給網を再設計する	加盟国差と産業コストで合意が遅い	64.0	60.0	61.0	69.0	66.0	74.0	72.0	42.0	支援必要性は増すが財政論争で将来像が霞み不安
7	USA	アメリカ	United States	北米	境界的圧力	AI電力制約で同盟に負担要請	対日へ電力・DC協力と輸出管理順守を要請	AI競争と雇用を守るため投資と規制を調整	電力網逼迫と住民反発で拡張が鈍る	78.0	69.0	72.0	88.0	76.0	80.0	83.0	24.0	計算資源と電力不安が就職観を冷やし焦燥が拡散
7	CHN	中国	China	東アジア	境界的圧力	電力・計算資源で主導権確保	電力確保とDC誘致を優先、対日重要部材は選別許認可	成長と雇用のため電力とAI基盤を最優先する	停電不安と地方負担で拡張は政治的に難しい	88.0	72.0	84.0	86.0	57.0	91.0	87.0	34.0	電力と計算資源の奪い合いで就活・物価不安が続き、未来設計が短期化する
7	JPN	日本	Japan	東アジア	境界的圧力	電力制約下で配分最適化	電力増強とDC立地調整、同盟と調達確保	電力負担を抑えつつ成長投資と生活防衛	電力網・地元負担と財政が同時に逼迫	66.0	78.0	74.0	68.0	89.0	79.0	85.0	20.0	AI格差と生活コスト不安で将来像が縮み、堅実志向が強まる
7	TWN	台湾	Taiwan	東アジア	境界的圧力	電力と供給の同時防衛	電力確保と港湾迂回、米日欧と調整	電力制約下でも産業と生活を守る	電力網・住民反発で増設が遅れる	83.0	74.0	68.0	73.0	67.0	86.0	79.0	34.0	AI格差と半導体不安が重なり将来像が曇る
7	KOR	韓国	South Korea	東アジア	境界的圧力	電力制約下で技術安保維持	米日と供給網協調、対中取引は選別	電力負担を抑えつつ成長と雇用を守る	電力網と地元反発でAI投資が鈍る	68.0	77.0	75.0	78.0	80.0	74.0	82.0	31.0	AI格差と採用停滞が可視化し、努力の報酬不信が強まる
7	PRK	北朝鮮	North Korea	東アジア	境界的圧力	示威で資源と譲歩を引き出す	短距離発射誇示とサイバー外貨獲得を継続	制裁下でも国防優先で体制を守ると強調	電力・食料・外貨不足で長期対峙は苦しい	92.0	67.0	73.0	69.0	62.0	64.0	88.0	35.0	安全保障不安と電力制約の連想が拡散し、挑戦意欲が萎む
7	RUS	ロシア	Russia	ユーラシア	間接衝突	資源レバレッジで持久戦	エネ輸出条件を硬化し友好国決済を拡大	制裁下でも歳入確保で社会支出を維持	電力・部材不足で産業と軍需の維持が難化	84.0	83.0	68.0	81.0	65.0	82.0	75.0	36.0	電力制約でAI格差不安が増幅し、進路選択が保守化
7	UKR	ウクライナ	Ukraine	欧州	限定戦争	支援維持へ電力・復興も束ねる	EUに継戦支援と復興枠拡大要請、AI電力協力も協議	前線維持を最優先、復興と電力確保も同時に進める	人員不足と財政逼迫、支援疲れと電力制約が痛い	78.0	66.0	64.0	66.0	74.0	69.0	65.0	34.0	電力制約でAI格差不安が増幅、将来設計が保守化しやすい
7	IRN	イラン	Iran	中東	境界的圧力	停戦維持し制裁回避を優先	原油輸出の迂回強化、航路示威は抑制	外圧下でも生活を守り抑止は維持する	財政難と不満増、強硬で統制か融和で失点	72.0	87.0	60.0	66.0	68.0	74.0	80.0	34.0	電力制約でAI格差不安が拡大し、燃料高も重なり将来像が曇る
7	ISR	イスラエル	Israel	中東	間接衝突	抑止継続と計算資源確保	米欧と電力・DC協力、輸出管理を運用	安全保障優先、電力負担は段階調整で吸収	電力制約と財政で若者支援が後回し	73.0	68.0	63.0	80.0	74.0	76.0	71.0	33.0	AI格差と計算資源不安で、将来設計が縮む感覚が強まる
7	SAU	サウジアラビア	Saudi Arabia	中東	圧力上昇	供給維持で価格と安定両立	OPEC+は増産抑制、対日契約は維持提示	価格安定で歳入確保、改革投資を継続	停戦再燃と警備費で増産余力が限定	64.0	71.0	50.0	36.0	58.0	60.0	66.0	43.0	電力制約でAI格差不安が増幅、生活費高止まりで将来設計が保守化
7	EU	欧州連合	European Union	欧州	境界的圧力	電力制約下で規制と投資	電力網投資優先とDC許認可厳格化	AI格差を抑え公正な移行を守る	電力反発と加盟国差で実装が遅い	63.0	62.0	64.0	74.0	69.0	72.0	75.0	40.0	AI利用格差と職の不透明感が増え、将来像が曇る
8	USA	アメリカ	United States	北米	境界的圧力	同盟負担分担とAI統制	対日へAI人材・DC投資と輸出管理順守を再要請	雇用移行期の支援とAI競争力確保を両立	電力・世論・財政で拡張が遅れ同盟圧が増す	80.0	71.0	78.0	90.0	79.0	82.0	88.0	22.0	初職の不安が強まり、AI適応格差への焦りが拡散する
